기사제목,작성일,URL,score,숫자단위_매칭수,통계출처_언급,변화표현_매칭수
한국타이어 작년 영업이익 1조 7600억원...33% 오르며 역대 최고치,2025-02-04,https://www.chosun.com/economy/auto/2025/02/04/KP2AD6DA7FAD7N6M3GYTAH2XT4,82,72,False,10
"반도체 재정 지원, 26조→33조로 늘린다",2025-04-16,https://www.chosun.com/economy/economy_general/2025/04/16/TZXGGIQPY5AHHO3V4HGIBNZGVI,82,76,False,6
"“배당할 돈, R&D에 더 써야 기업이 성장”",2025-05-16,https://www.chosun.com/economy/economy_general/2025/05/16/MBXJHBCDMJE4PJKE2VMY2NVQPA,82,80,False,2
崔대행 “美 관세 유예 다행이지만...향후 확대 가능성에 총력 대응”,2025-02-04,https://www.chosun.com/economy/economy_general/2025/02/04/67PZSQS3J5AU3MNHSEPYJ3OCBU,82,82,False,0
‘동남아국가 축구 월드컵’ 내년부터 ‘현대컵’으로,2025-05-27,https://www.chosun.com/economy/industry-company/2025/05/27/43HIMGAG75DWPKZG6NSH2UKOHY,82,77,False,5
"최상목 부총리, 탄핵안 의결 직후 사의 표명할 듯",2025-05-01,https://www.chosun.com/economy/economy_general/2025/05/01/XDRVZ7JQK5ECFE2O4A3PVNCQD4,82,76,False,6
국내 첫 민간 백신 연구·개발 센터… 고려대 ‘정몽구 미래의학관’ 개관,2025-06-18,https://www.chosun.com/economy/economy_general/2025/06/18/XX3EWXRXAJHY3D7LUYUEG3EVYE,82,82,False,0
현대글로비스 車운반선에 전기차 화재진압 장비 도입,2025-03-05,https://www.chosun.com/economy/auto/2025/03/05/PFLXQ36NGVHSJEMPQF526J6KNE,82,82,False,0
렌터카 업체들도 중고차 시장 진출,2025-05-13,https://www.chosun.com/economy/auto/2025/05/13/4FPVWXCUPBB3LKNATGSCIRYIC4,82,82,False,0
"현대차, 이사회에 IT·반도체 전문가 영입",2025-02-21,https://www.chosun.com/economy/auto/2025/02/21/GV2YELA2RRGILL2I4KFKI3GX2I,82,82,False,0
"정의선 현대차 회장, 체코 외교훈장 받아",2025-03-11,https://www.chosun.com/economy/auto/2025/03/11/K6HXQGVK7REIJOEDPXTDM6V6QU,82,82,False,0
K2 전차 9조원 폴란드 수출 확정... 기술 로열티도 받는다,2025-07-02,https://www.chosun.com/economy/industry-company/2025/07/02/6GJMGN2SD5EYTIIEFLBWLN7JLY,82,70,False,12
국민연금 “고려아연 집중투표제 도입 찬성”,2025-01-18,https://www.chosun.com/economy/industry-company/2025/01/18/PBOHQUE3AZBZ5GAWPEGXJXUWFM,82,77,False,5
현대차·벤츠·BMW... 신차 격전지 된 ‘2025 서울모빌리티쇼’,2025-04-03,https://www.chosun.com/economy/auto/2025/04/03/4E5TSN3D4NAF3IOFNOEJHSR2ZE,82,78,False,4
"불황에 고용 30만명 늘어난 비결은… ""노인이 노인 돌보는 月125만원 일자리가 견인""",2025-10-27,https://biz.chosun.com/policy/policy_sub/2025/10/27/2FODHT7STNEO3HWNL4LF4DKVKY/,82,62,True,17
[주간코인시황] ‘관세 전쟁’ 속 리스크 확대… “당분간 보수적 전략 필요”,2025-02-08,https://www.chosun.com/economy/money/2025/02/08/EAWGY2747ANF3HJZN3RDGJQEWQ,81,59,False,22
"현대제철 당진공장 노조, 파업 중단 후 업무 복귀",2025-04-02,https://www.chosun.com/economy/industry-company/2025/04/02/4OEMZCYDB5BU7F4K7HKYX757Y4,81,79,False,2
취준생 원망 쏟아진 ‘현대차 킹산직’의 근무 태만,2025-06-25,https://www.chosun.com/economy/auto/2025/06/25/VA6AALY7E5BIHJJYYV3ZIDEIU4,81,79,False,2
"트럼프, 관세 전쟁 중에 ‘美 신용 강등’ 찬물 뒤집어썼다",2025-05-18,https://www.chosun.com/economy/economy_general/2025/05/18/BLN3V56V3BA4PDFPPBCM35H3WA,81,65,False,16
해커가 눈독 들이는 명품 고객… 기업 보안 예산은 ‘쥐꼬리’,2025-06-05,https://www.chosun.com/economy/industry-company/2025/06/05/NFKHSLLDFVCDTCRCCTFHXB2W7U,81,81,False,0
"“폐비행기가 네임태그로” 앞다퉈 굿즈 낸 항공사들, ‘비행기 덕후’ 끌어모으기",2025-06-04,https://www.chosun.com/economy/industry-company/2025/06/04/6G6CWCZUTZCV7O7IU2J6WJ6Y4Y,81,79,False,2
"대명소노, 티웨이항공에 가처분 소송 “서준혁 회장 등 9명 이사 선임”",2025-02-05,https://www.chosun.com/economy/industry-company/2025/02/05/HFTPDAM6OJC63GBGWEGRZ4GWUU,81,81,False,0
"공정위, 대리점들에게 판매 가격 통제 등 갑질한 불스원에 과징금 20억7100만원 부과",2025-05-14,https://www.chosun.com/economy/economy_general/2025/05/14/YV3OZ3RF5NHGVC6YK56VJBQGLA,81,81,False,0
"현대차, 3년 5개월 만에 제네시스 GV60 부분 변경 모델 출시",2025-03-07,https://www.chosun.com/economy/auto/2025/03/07/4MSXJULZXNFYBFKF5ZXFWQYMI4,81,81,False,0
“車 딜러 마진 높아” 폴크스바겐·혼다도 美서 온라인 판매,2025-02-12,https://www.chosun.com/economy/auto/2025/02/12/42WJM6QCDVG7FE262TMB63HGAI,81,81,False,0
"코로나 빚 50조, 석달 뒤 만기… ‘배드뱅크’서 일부 탕감될듯",2025-06-09,https://www.chosun.com/economy/economy_general/2025/06/09/7C3B3C7ISBDJROG2PVXVZBEPFQ,81,68,False,13
"코리아밸류업 지수, 내달 리밸런싱…증권가선 ‘성장 모멘텀 확보’ 기대감",2025-05-25,https://www.chosun.com/economy/money/2025/05/25/7SFREAU32GWWJJS2VG33SNRZAU,81,68,False,13
지난해 국민연금 160조원 벌었다,2025-03-01,https://www.chosun.com/economy/money/2025/03/01/7PQMSIWMSZBSTHC5L3C3QLS63M,81,74,False,7
관광공사 등 13곳 경영 평가 낙제점,2025-06-21,https://www.chosun.com/economy/economy_general/2025/06/21/Y2PDRPSEGRAO3JBSW2J7HULA34,81,81,False,0
"신한은행, 대학생 ‘헤이영 서포터즈’ 2기 발대식 개최",2025-04-06,https://www.chosun.com/economy/money/2025/04/06/EJSPVMWMLVRA7WSEM6N43P5X3Y,81,81,False,0
“일부러 월요일 만기 맞췄는데” 27일 임시공휴일로 4일 치 이자 날리는 채권투자자,2025-01-25,https://www.chosun.com/economy/money/2025/01/25/QJOLY5TW6EBTV7PTFFOW5I7RX4,81,75,False,6
이상 기온으로… 지난달 딸기 가격 58% 급등,2025-02-21,https://www.chosun.com/economy/economy_general/2025/02/21/AFCBIB3E5RC2XBWTFQQPGCPHJM,81,75,False,6
"현대차·기아, 삼성과 손 잡고 로봇 배터리 개발한다",2025-02-25,https://www.chosun.com/economy/auto/2025/02/25/RD2XYKB6CRAWPMRDDSOTSNDHEM,80,74,False,6
신품종 수국 6종 공개,2025-05-20,https://www.chosun.com/economy/economy_general/2025/05/20/GLAO5K6AG5DVZNUDYYVLTUVX4M,80,80,False,0
고속 레이싱카도 자율주행… 가속·감속에 추월도 AI가 판단,2025-01-11,https://www.chosun.com/economy/auto/2025/01/11/YD2RPHFVPBDGJEORSDEBA4B6O4,80,80,False,0
BMW 코리아 설립 30년… 전기차 충전 인프라 확대,2025-02-26,https://www.chosun.com/economy/auto/2025/02/26/MPNM366EVNDLLC25MB7FNE3AQA,80,78,False,2
현대모비스 “미래 車 산업 새 패러다임 주도”,2025-03-14,https://www.chosun.com/economy/auto/2025/03/14/LSTDBXGHSZEXVMBIY4XQZP3U3E,80,80,False,0
경기 불황에 테이블 오더 도입하는 식당 늘어,2025-02-24,https://www.chosun.com/economy/industry-company/2025/02/24/FGUY25RK2RBQXPQVKBQ4B7YE5I,80,76,False,4
기아·삼성전자 소상공인 車 위해 손 잡는다,2025-02-27,https://www.chosun.com/economy/auto/2025/02/27/3GR7H75M5ZBE7GIUMF4A4WVREM,80,80,False,0
고개 숙인 홈플러스 “소상공인·영세업자부터 우선적으로 대금 지급”,2025-03-15,https://www.chosun.com/economy/industry-company/2025/03/15/2I3I6RD3T5BCTA3XRVIKL5XFF4,80,78,False,2
한국 첫 원전 해체 시작된다,2025-06-27,https://www.chosun.com/economy/economy_general/2025/06/27/5UPO2BGEKVDNPO7HOJQM5BR454,80,80,False,0
내수 살리기에 대-중소기업 손잡았다,2025-07-07,https://www.chosun.com/economy/industry-company/2025/07/07/ADPLMRMWEBDZRC5PZEPODGQEWA,80,80,False,0
예금 금리 하락세… 1개월 정기예금은 年 1%대도,2025-04-16,https://www.chosun.com/economy/economy_general/2025/04/16/DPU7XPE565GLJPB4NTNU75ZDVI,80,75,False,5
美기업 대표에게 준 ‘거북선’…할아버지 정주영 뜻 이어받았나,2025-03-11,https://www.chosun.com/economy/economy_general/2025/03/11/TBGYNZRMQRABLMHQPK3YZLBI3M,80,70,False,10
"포스코퓨처엠, 이차전지 핵심 원료 자급체제 완성",2025-06-11,https://www.chosun.com/economy/industry-company/2025/06/11/55T2OJ7Z7FDOFLN3TT7MG5NJU4,80,80,False,0
‘관세전쟁’ 트럼프 취임 후 100일간 달러 가치 9% 하락,2025-04-28,https://www.chosun.com/economy/economy_general/2025/04/28/43FG7X5X7JFA7K7SCZTIAY277M,80,60,False,20
"[기업 브리핑] KT, ‘협력사 순환 체계’ 도입",2025-02-10,https://www.chosun.com/economy/industry-company/2025/02/10/DO7KLMUIVBGZXIOUOUZKGIM22I,80,80,False,0
AI 도입으로 ‘혁신’… 첨단 혁신 장비 국산화 나선다,2025-07-03,https://www.chosun.com/economy/economy_general/2025/07/03/XFFGKFMONBELDCIOB7L7H2RYWE,80,80,False,0
한국타이어·람보르기니 부품 공급 등 협력 논의,2025-03-07,https://www.chosun.com/economy/auto/2025/03/07/SKI5UO3Q7RHNRDE4SKUFFNUY7M,80,80,False,0
"10월 소비자물가, 2.4% 올랐다… 15개월 만에 최대 상승폭(종합)",2025-11-04,https://biz.chosun.com/policy/policy_sub/2025/11/04/ANKBQTEEQ5CPPE7DIX7SMKCLWE/,80,57,True,20
머스크는 잘나가는데… 테슬라는 실적·주가 ‘내리막’,2025-03-04,https://www.chosun.com/economy/auto/2025/03/04/XHFET6RYXJE2HKDKZB3OFY3D7U,80,52,False,28
"[비즈 톡] 홈플러스 사태, 신평사 탓만 하는 MBK",2025-03-10,https://www.chosun.com/economy/industry-company/2025/03/10/MZK2MC5RUZHCRMBLOJE54KJRII,80,80,False,0
안전자산 수요 몰려 금·엔화 가격 올라,2025-04-04,https://www.chosun.com/economy/economy_general/2025/04/04/L5L735ILDJCKRM437AKK2EIRCA,79,67,False,12
최상목 “AI 바이오 양자 등 3대 게임 체인저 분야 투자 확대”,2025-01-21,https://www.chosun.com/economy/economy_general/2025/01/21/6B2KXJ4INJBJZDCDEGWD7JWBH4,79,79,False,0
“지금은 강자의 시간 虎視牛步 자세로 미래를 준비하자”,2025-02-04,https://www.chosun.com/economy/industry-company/2025/02/04/LBMCNLTTNBHNZMTCF5XYRBYPMI,79,77,False,2
허남각 삼양통상 회장 별세,2025-06-04,https://www.chosun.com/economy/industry-company/2025/06/04/545XDCHNTBDRRC5NZJLEZJ5IP4,79,79,False,0
"개 식용 종식법 반 년, 사육농장 10곳 중 4곳 문 닫아",2025-02-09,https://www.chosun.com/economy/economy_general/2025/02/09/JHZBXK3GVZDEZEEMSTYA6KYMSU,79,77,False,2
[모닝] 스마트폰 1시간 더 보면 근시 위험 21% 높아져,2025-02-24,https://www.chosun.com/economy/economy_general/2025/02/24/S3SBZQHJGVEUTCTHRWBG52RXHI,79,67,False,12
"[주간코인시황] 상승세 타던 비트코인, 중동발 리스크에 하락",2025-06-14,https://www.chosun.com/economy/money/2025/06/14/YCXLFRBNMGYH3IQKSCZ2L5JGOI,79,47,False,32
"IMF 총재, 트럼프 관세 위협에 “세계경제 불확실성 커졌다” 우려",2025-01-11,https://www.chosun.com/economy/int_economy/2025/01/11/VDNZBEIBOZB5ZOAX42FU5WLUE4,79,72,False,7
崔 대행 “배터리·바이오 지원할 ‘첨단전략산업기금’ 신설“...최소 34조원 규모,2025-02-05,https://www.chosun.com/economy/economy_general/2025/02/05/WZCUTMAWMNHV3ETRH4IAJM42PY,79,79,False,0
K제약·바이오 작년 역대 최고 성적,2025-02-10,https://www.chosun.com/economy/economy_general/2025/02/10/JTTN5CUFORE5ZJON3TK6PXZWXA,79,67,False,12
관가 ‘딥시크 차단’ 전방위 확산... 국세청은 3년째 챗GPT도 금지,2025-02-06,https://www.chosun.com/economy/economy_general/2025/02/06/NXT2HPJXAND55PXHKYSX6RW2DA,79,76,True,0
"은행 가산금리, 6개월만에 내린다… 신한銀 최대 0.3%p↓",2025-01-12,https://www.chosun.com/economy/money/2025/01/12/EJP46WL46UIA4QKCE2TNGYCHR4,79,69,False,10
車관세 이어 보조금 폐지까지… “K배터리 최대 위기”,2025-05-24,https://www.chosun.com/economy/auto/2025/05/24/IQ2A4YJDZFEQXEF7675QQEWKZ4,79,75,False,4
대통령·할리우드 스타도 찾는 곳… 도심 속 숲에서 프라이빗하게 힐링,2025-04-26,https://www.chosun.com/economy/economy_general/2025/04/26/GM2IMYDBZ5D6XOT53G5FYNGUXA,78,72,False,6
돼지고기·계란 고공행진에 축산물 물가 3년래 최고,2025-06-04,https://www.chosun.com/economy/economy_general/2025/06/04/ZXZNKUNMVBB23IAKVMXPXYQYHQ,78,49,True,26
육아휴직해도 나토 가입 임무 완료,2025-05-23,https://www.chosun.com/economy/economy_general/2025/05/23/7D7UG2FCJFE2DKIGEURJCZ3HTA,78,78,False,0
"‘대어’ 없는 공모주 시장...싸이닉솔루션·도우인시스·엔알비, 기관 수요예측 실시",2025-06-15,https://www.chosun.com/economy/money/2025/06/15/YN5IP3NXP6GCDJ7ZL4R5FWYY3Y,78,78,False,0
"[인터뷰] “수익률·하락 방어율 모두 좋은 공모형 헤지펀드 발굴… 증시 불안할 때 투자 대안""",2025-05-18,https://www.chosun.com/economy/money/2025/05/18/G7GILE6XXIMTS3FXDK76HITDAI,78,58,False,20
"미국서 글로벌 VC 만난 김병환 “韓 정부, 모험자본 적극 유치 중”",2025-04-27,https://www.chosun.com/economy/money/2025/04/27/A27HLSALRTEPET3YOW6XUZW6WM,78,72,False,6
"韓 노동시장 자유도, 세계 184국 중 100위…美 헤리티지재단 평가",2025-03-10,https://www.chosun.com/economy/industry-company/2025/03/10/REF5AI7YPRFURBHLBBGMZRHLE4,78,74,False,4
가상화폐 투자자 40%는 “노후 준비용”,2025-06-29,https://www.chosun.com/economy/money/2025/06/29/HWKAUDPUSBG7ZLF2OHXVTD6RMQ,78,78,False,0
"기아, 인도 공장서 ‘시로스’ 양산 돌입",2025-01-18,https://www.chosun.com/economy/auto/2025/01/18/DZWEJ2GZG5GD5DDQ2OEQXYGNE4,78,78,False,0
공공기관 채용도 5년새 반토막,2025-02-11,https://www.chosun.com/economy/economy_general/2025/02/11/FTWRQGMI25DAZHELW5DE2DOVCI,78,65,True,10
작년 공모주 시장은 ‘상고하저’… 관련 펀드서 하반기 4000억원 유출,2025-01-05,https://www.chosun.com/economy/money/2025/01/05/F6MTU64EMXMQ33GSC2BIOEZTZY,78,78,False,0
작년 ‘세수 펑크’ 30조8000억원...예상보다 1조2000억원 덜 걷혀,2025-02-10,https://www.chosun.com/economy/economy_general/2025/02/10/ONAVK3QXZNCJZDB46YXAXXHTVE,78,66,False,12
"무뇨스 현대차 CEO “우리 목표는 최고 수준 기술과 품질, 디자인”",2025-02-21,https://www.chosun.com/economy/auto/2025/02/21/PMF3EGA52ZF33OGYGU4C4ODL5Q,78,78,False,0
"MG손보 매각 안갯속… 예보, 노조에 가처분 신청 검토",2025-02-09,https://www.chosun.com/economy/money/2025/02/09/3D3X54QXUWOR2BEWIHA3PYMGL4,78,78,False,0
"K-뷰티, 美시장서 佛 제치고 1위… 중동·유럽 등으로 도미노 확산",2025-01-21,https://www.chosun.com/economy/economy_general/2025/01/21/R7BFSYBMENCZ3B4Y3EE7LXEKVA,78,66,False,12
"금감원 “우리금융 부당대출 규모 총 2334억원”, 손태승 전 회장 친인척 부당대출 730억원",2025-02-04,https://www.chosun.com/economy/economy_general/2025/02/04/5UBSV4RBMRG63LJKOEUHFJ57NA,78,78,False,0
영세 소상공인에 50만원 공과금 지원...소비 늘리면 온누리상품권 환급도,2025-04-18,https://www.chosun.com/economy/economy_general/2025/04/18/GERAHWTRTNGUHMUTRAC7WA3V3M,78,74,False,4
"최상목 권한대행 “美 상호관세, 한미 실무협의체 통해 3월 중 집중 협의""",2025-03-05,https://www.chosun.com/economy/economy_general/2025/03/05/APGUI2S3J5GSJDAQDS5C4L72TU,78,78,False,0
"中·캐나다 즉각 보복, 관세 전쟁 본격화",2025-03-05,https://www.chosun.com/economy/economy_general/2025/03/05/G3NVC2B3PBCXZN3EHFNL2HACSA,78,76,False,2
"현대차·기아, 美판매량 1월 기준 ‘역대 최고치’",2025-02-03,https://www.chosun.com/economy/auto/2025/02/03/ONXSLSQ3NRHYRFJZSFF6MQV4FI,78,41,False,37
"李정부 첫 세법 개정, 종부세는 안 건드린다",2025-07-14,https://www.chosun.com/economy/economy_general/2025/07/14/ZC34ESUNPFGUPFJH73AZI3BIGM,78,75,True,0
3.2초 만에 시속100㎞… 국산차 중 가장 빨라,2025-07-11,https://www.chosun.com/economy/industry-company/2025/07/11/FARVRVLLL5CHZCQDHZ2NIHD66Y,78,78,False,0
국내 코인 시장 시가총액 100조 돌파,2025-04-22,https://www.chosun.com/economy/economy_general/2025/04/22/6FV35UPOUZDQRE3MSS32ZMXBSE,78,76,False,2
“작년 원전 이용률 84%… 9년 만에 가장 높아”,2025-01-11,https://www.chosun.com/economy/industry-company/2025/01/11/MO5A5MP2J5EUJJGU5664IJUR6I,78,74,False,4
"CJ제일제당, 그린바이오 매각 지연에 공모채로 3000억 조달 추진",2025-04-06,https://www.chosun.com/economy/money/2025/04/06/BIFDTDGRDTM6LD43RFEFIQJ5OI,77,77,False,0
"이창용 한은 총재, “추경 12조, 성장률 0.1%포인트 높일 것...올해 성장률 상당히 낮아질 가능성”",2025-04-17,https://www.chosun.com/economy/economy_general/2025/04/17/3B3IKOJU6ZHILKGWF6KWJNTKFY,77,70,False,7
"SK그룹, 베트남 빈그룹 지분 1.33% 약 1200억에 처분…자산 구조조정 계속",2025-01-12,https://www.chosun.com/economy/industry-company/2025/01/12/5Q7MULCNMNGORHPD2QN7FZS2CQ,77,75,False,2
"가파른 농촌 소멸의 현실... 작년 농가 수 97만가구, 1년새 2.5% 줄어",2025-04-17,https://www.chosun.com/economy/economy_general/2025/04/17/3OPFBMB5FND7LKAFGEU5LNCDGA,77,61,True,13
최상목 대행 “필요시 추가 경기보강 강구”,2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/7VLZMCNZCFH2JCMP262AEPOUFQ,77,77,False,0
崔 대행 “취약부문별 맞춤형 일자리 지원 방안 마련하라”,2025-01-15,https://www.chosun.com/economy/economy_general/2025/01/15/54OHUQPUSZHNFPOOJF6PA7N3QI,77,73,False,4
“국내 반도체 업계 130억 지원” 브로드컴 시정 방안 잠정 수용,2025-04-08,https://www.chosun.com/economy/economy_general/2025/04/08/33YDNAQ2CFCW3NPQ3ONDPCYDNI,77,77,False,0
현대차그룹 새 하이브리드 기술 공개...모터 2개로 성능·연비 높였다,2025-04-20,https://www.chosun.com/economy/auto/2025/04/20/SE72YNLCVFHHHHVTF5YHOON5K4,77,71,False,6
트럼프 “채권 시장이 불안해하더라” 관세 유예 원인 가능성,2025-04-10,https://www.chosun.com/economy/economy_general/2025/04/10/F7ZB6QFUTFEBRJV7VAVXYLRAJQ,77,56,False,21
"지난해 회계법인 감사 개선 사항, 평균 8.7건…2020년 이후 지속 감소",2025-06-01,https://www.chosun.com/economy/money/2025/06/01/OEND2P2B5O5UVWHMWOPQADHQPI,77,61,False,16
‘165억원’ 래미안 원베일리 최고가 거래한 남성 정체는,2025-05-28,https://www.chosun.com/economy/economy_general/2025/05/28/XCYXBMUTAFGD3PVFUESXJ5DOWI,77,67,False,10
이창용 총재 “기준금리 인하폭 예상보다 커질 가능성”,2025-05-29,https://www.chosun.com/economy/economy_general/2025/05/29/J2WQUKR4YVFZPLNXDGZ5LA4YEY,77,70,False,7
[기업 브리핑] 이영관 도레이첨단소재 회장 인세 전액 기부 외,2025-01-17,https://www.chosun.com/economy/industry-company/2025/01/17/3YVNTMWSHVHWZDFWJD76ZBWXPA,77,77,False,0
"지진희·박하선, 모범납세자 표창",2025-03-04,https://www.chosun.com/economy/economy_general/2025/03/04/HSVIQIEAWRDD7OTTK2YHDDJ3UI,77,74,True,0
"삼성, 매년 청년 AI 인재 2000명 육성… ‘인공지능 강국’ 힘 보탠다",2025-06-25,https://www.chosun.com/economy/industry-company/2025/06/25/3ZLN63SA2VBKRAGISEV2MHVV2Q,76,76,False,0
반도체·자동차 호조로 1~10일 수출 5.4% 늘어,2025-06-12,https://www.chosun.com/economy/economy_general/2025/06/12/4HDJMNREQZEBFKMU3JQBHHAYVA,76,49,False,27
대전이 혼인율 1위… ‘9년 1위’ 세종 제친 비결은,2025-04-07,https://www.chosun.com/economy/economy_general/2025/04/07/LBO7UL4UXNHUJJNR6MHPXL4W2M,76,64,True,9
"LG엔솔, 美 보조금 빼도 흑자… ESS로 수익 개선",2025-07-08,https://www.chosun.com/economy/industry-company/2025/07/08/OBIJDAUBHBBVVMHFUGTMNTDAHE,76,64,False,12
"“트럼프 강경책, 中 국제적 입지 높여줄 수도”",2025-02-19,https://www.chosun.com/economy/economy_general/2025/02/19/65PKOXLPYVHLBKGIOWAWERWGXU,76,76,False,0
[경제계 인사] 티웨이항공 신임대표 이상윤,2025-06-30,https://www.chosun.com/economy/industry-company/2025/06/30/4BMA3LRPPBGRVMNG34J7EQSQRY,76,76,False,0
테슬라 잡아라...현대차·도요타·벤츠 손잡은 충전 서비스 美서 시작,2025-02-05,https://www.chosun.com/economy/auto/2025/02/05/IVNSVB64YRG45FOB4DQKQ73VCQ,76,76,False,0
"최태원 “전기값 수도권 비싸게, 지방은 싸게 책정해야”",2025-07-18,https://www.chosun.com/economy/economy_general/2025/07/18/BKL6WEHYWNGPZMQ3FOAGTAFAA4,76,76,False,0
이번 주 티엑스알로보틱스 등 4곳 일반 청약… 서울보증보험 상장,2025-03-09,https://www.chosun.com/economy/money/2025/03/09/GRLR3AV56BRYFN7ZGOEGFO46B4,76,76,False,0
"금융기관에만 유통되는 관봉권, 개인이 한은에서 받는 건 불가",2025-05-03,https://www.chosun.com/economy/economy_general/2025/05/03/UV7AZN3NQVAJPMLU67UFT5476M,76,64,False,12
"SKT, 오픈AI 등 6곳과 ‘생성형 AI’ 공동연구",2025-02-05,https://www.chosun.com/economy/industry-company/2025/02/05/G5BTGDTKANDVZP42OVLDVJ52SE,76,76,False,0
사상 최고 수준 폭염 예고에… 전기요금 7~8월 한시적 누진제 구간 완화,2025-07-16,https://www.chosun.com/economy/economy_general/2025/07/16/UVOYRTRVABGYZONG553LJIWIIQ,76,76,False,0
"금감원, 카카오와 ‘불법사금융업자’ 카톡 계정 중지 협력",2025-06-15,https://www.chosun.com/economy/money/2025/06/15/WS4ATSSV6XLM5ARURD7EVVRAT4,76,76,False,0
“영어 노래 아니라도 세계에 통할 수 있어… K팝 아티스트가 증명”,2025-05-22,https://www.chosun.com/economy/economy_general/2025/05/22/7ARGAZJIHBGVNIMM5XNV3F6LYU,76,76,False,0
"안전 대비책 강화에 나선 국내 저비용 항공사들- 제주항공, 1600도 버티는 ‘배터리 화재 진압’ 가방 도입",2025-02-24,https://www.chosun.com/economy/industry-company/2025/02/24/E5PEQFNCIZDXRDUNGZWBZS33JY,76,76,False,0
"美함정 보수·정비 사업… 한화오션, 세 번째 수주",2025-07-09,https://www.chosun.com/economy/industry-company/2025/07/09/NBM4K2NW2VHMRPWOWSITWAEDKM,76,76,False,0
"8월 출생아 수, 전년 동월 대비 3.8% ↑… 증가 폭은 주춤",2025-10-29,https://biz.chosun.com/policy/policy_sub/2025/10/29/VFRFUY4DDZH4TNR3FPDRDKHHII/,76,52,True,21
"현대글로비스, 한국거래소 밸류업 우수기업 선정",2025-05-28,https://www.chosun.com/economy/auto/2025/05/28/DOMTKPCEPJBHNJTLPSPHWYRRCU,75,75,False,0
나랏빚 1200조원 육박… 나라 살림 적자폭 81조,2025-02-14,https://www.chosun.com/economy/economy_general/2025/02/14/3V6NWEHDKJDNFOYS6LCCIJFPR4,75,70,True,2
"中 BYD, 전기차 5분 충전으로 400km 달리는 기술 공개",2025-03-18,https://www.chosun.com/economy/auto/2025/03/18/TXMDM6FSC5A5PP6FVLXJXYE3X4,75,75,False,0
25조 체코 원전 本계약 족쇄 풀렸다,2025-06-05,https://www.chosun.com/economy/industry-company/2025/06/05/JZ3BZJSCRBD2TIMVAL325MMJ4A,75,75,False,0
10분 충전으로 255㎞… 안전성도 최고 등급 받아,2025-04-23,https://www.chosun.com/economy/auto/2025/04/23/T3N7XFB4TVFZZIOSSWD4AIIYBU,75,64,False,11
전기차 ‘EV6’ 합천에서 사면 서울보다 850만원 싸다,2025-02-28,https://www.chosun.com/economy/auto/2025/02/28/HM2TDAOGWBHTDCBK3UYK3VRPQE,75,67,False,8
연금·교육·노동개혁 실종... 벌써부터 지워지는 尹정부 정책,2025-01-14,https://www.chosun.com/economy/industry-company/2025/01/14/DQVP5GVKYZDWFOZSG3KYZ6OMVQ,75,75,False,0
美 첨단제품 공급망서 한국 비율 4%에 불과,2025-06-13,https://www.chosun.com/economy/industry-company/2025/06/13/EPSKDEVXFVDHJPVRLJCUNKF4YE,75,65,False,10
머스크 ‘신당 창당’ 발표에 떠는 서학개미,2025-07-06,https://www.chosun.com/economy/money/2025/07/06/EUVTIVWJZ7KQKJKH77JYZIML2Q,75,61,False,14
무디스 “尹 파면에도 한국 경제·정치적 불확실성 계속될 듯”,2025-04-14,https://www.chosun.com/economy/economy_general/2025/04/14/Y436NZSEBVBCJCYEIB42FF6WQ4,75,71,False,4
졸업 시즌 맞아 꽃값 오름세,2025-01-10,https://www.chosun.com/economy/economy_general/2025/01/10/JST7XT4YUFDPTGQIYT3D6HUQ7Y,75,73,False,2
"“보험사, 올해 경기 불확실성 확대로 인한 유동성 모니터링 강화해야”",2025-01-05,https://www.chosun.com/economy/money/2025/01/05/4RQQJHQPRSPR4FCEJPVQ2FVIJE,75,65,False,10
KDI “대외 여건 급격 악화... 경기 둔화 시사 지표 나와”,2025-05-12,https://www.chosun.com/economy/economy_general/2025/05/12/OV4FYY2JTVFNVDVBRW6GAPBFNE,75,54,True,18
지게차 대신 운반 로봇… AI가 생산부터 품질 검사까지,2025-03-31,https://www.chosun.com/economy/auto/2025/03/31/ISKPKRO5SZAVLHVVD5Q6GU3H4A,75,75,False,0
"정부, 산불 피해 농가에 4000억 지원",2025-04-03,https://www.chosun.com/economy/economy_general/2025/04/03/HQPSFWAFAZFLVF5L4JOYASYODE,75,67,False,8
[주간증시전망] “파월 끔찍하다”는 트럼프… 금리 힌트 될 美 경제지표,2025-06-29,https://www.chosun.com/economy/money/2025/06/29/JBC5WRPVIBPNIHRECWKVJM42G4,74,65,False,9
허태수 회장 “기술 변화에 둔감하다면 임원 자격 없어”,2025-07-18,https://www.chosun.com/economy/industry-company/2025/07/18/6FAQVXXIUVGQNOXCDL2ABTEDSI,74,74,False,0
로봇을 입다,2025-02-06,https://www.chosun.com/economy/economy_general/2025/02/06/YO6YI66ANVBWNLZRQZXYCA3UTM,74,74,False,0
"BYD 전기 승용차, 한국에 첫 등장",2025-01-17,https://www.chosun.com/economy/auto/2025/01/17/VLN7TGFFV5GYVJVC5FFMMR7FHQ,74,74,False,0
