claim_id,claim_measurement_id,article_id,title,date,url,claim_text,prev_sentence,next_sentence,claim_domain_scope,is_recurring_series,metric_domain,indicator,keywords,region,age_group,gender,industry_or_item,population_etc,origin_country,destination_country,period,period_end,prd_se,time_resolution_status,measurement_text,measurement_usage,measurement_source,measurement_indicator,measurement_item,measurement_period,measurement_prd_se,measurement_binding_source,measurement_role,value,value_min,value_max,value_approximate,unit,value_type,direction,change_base,evidence_text,extraction_confidence,needs_review,review_reason,measurement_repaired,measurement_fallback_count,measurement_binding_fallback_count,extraction_model,prompt_version,extracted_at,mapping_type,claim_indicator,claim_industry_or_item,obj_target_terms,item_ungrounded,dropped_item,claim_period,claim_prd_se,period_span_start,period_span_end,period_aggregation,raw_measurement_period,period_alignment_status,raw_unit,canonical_unit,unit_dimension,semantic_type,entity_type,comparison_period,retrieval_fallback_code,retrieval_fallback_reason,indicator_fallback_source,unit_dimension_hypotheses,derived_computation_required,verification_review_required,verification_review_reason,measurement_review_override,allowed_mapping_types,mapping_eligible,in_ready,mapping_exclusion_code,mapping_exclusion_reason,mapping_gate,mapping_gate_reason,enrichment_actions,scope_gate_code,scope_gate_reason,scope_gate_severity,scope_gate_blocked
URL-1787508400521-1,URL-1787508400521-1-m1,URL-1787508400521,"픽업트럭 시장, 40년 만에 다시 경쟁 시대로",2025-02-22,https://www.chosun.com/economy/auto/2025/02/25/QM5HIV6RJFG2JDRPZYW4GIDGPQ/,"작년 벤츠는 전기차(BEV) 판매량(18.5만대)이 재작년 대비 23% 급감한 반면, 내연차를 포함한 전체 판매량(약 239만대)은 4% 감소에 불과했다.",최근 전기차 판매 부진으로 내연차의 중요성이 커진 데 따른 결정이다.,벤츠의 작년 영업이익은 136억유로(20조4000억원)로 2023년(197억유로) 대비 31% 안팎 급감했다.,국내공식통계,N,무역,전기차 판매량,"전기차, 내연차, 판매량, 벤츠",-,,,전기차,-,-,-,2024,-,Y,확정,18.5만대,KOSIS_VALUE,hcx,전기차 판매량,전기차,2024,Y,hcx,현재값,185000,-,-,N,대,수준값,감소,전년,"작년 벤츠는 전기차(BEV) 판매량(18.5만대)이 재작년 대비 23% 급감한 반면, 내연차를 포함한 전체 판매량(약 239만대)은 4% 감소에 불과했다.",high,N,-,N,0,0,HCX-007,v1.7-relative-comparison-period,2026-08-23,direct,판매량,"전기차, 내연차",,N,,2024,Y,,,,2024,RELATIVE_YEAR_FROM_ARTICLE_DATE,대,대,count,count,item,,,,,count,N,N,,,,Y,Y,,,READY,ELIGIBLE,,,,,N
URL-1787508400521-1,URL-1787508400521-1-m2,URL-1787508400521,"픽업트럭 시장, 40년 만에 다시 경쟁 시대로",2025-02-22,https://www.chosun.com/economy/auto/2025/02/25/QM5HIV6RJFG2JDRPZYW4GIDGPQ/,"작년 벤츠는 전기차(BEV) 판매량(18.5만대)이 재작년 대비 23% 급감한 반면, 내연차를 포함한 전체 판매량(약 239만대)은 4% 감소에 불과했다.",최근 전기차 판매 부진으로 내연차의 중요성이 커진 데 따른 결정이다.,벤츠의 작년 영업이익은 136억유로(20조4000억원)로 2023년(197억유로) 대비 31% 안팎 급감했다.,국내공식통계,N,무역,전기차 판매량 증가율,"전기차, 내연차, 판매량, 벤츠",-,,,전기차,-,-,-,2024,-,Y,확정,23%,KOSIS_VALUE,hcx,전기차 판매량 증가율,전기차,2024,Y,hcx,증감률,23,-,-,N,%,증감률,감소,전년,"작년 벤츠는 전기차(BEV) 판매량(18.5만대)이 재작년 대비 23% 급감한 반면, 내연차를 포함한 전체 판매량(약 239만대)은 4% 감소에 불과했다.",high,N,-,N,0,0,HCX-007,v1.7-relative-comparison-period,2026-08-23,,판매량,"전기차, 내연차",,N,,2024,Y,,,,2024,RELATIVE_YEAR_FROM_ARTICLE_DATE|CHANGE_RATE_FROM_TEXT,%,%,rate,rate_change,item,2023,DERIVED_VALUE_REQUIRES_COMPUTATION,증감값은 직접 공표 ITEM 확인 또는 수준값 재계산 필요,,rate,Y,N,,,direct|rate_from_level,Y,Y,,,READY,ELIGIBLE,,,,,N
URL-1787508400521-1,URL-1787508400521-1-m3,URL-1787508400521,"픽업트럭 시장, 40년 만에 다시 경쟁 시대로",2025-02-22,https://www.chosun.com/economy/auto/2025/02/25/QM5HIV6RJFG2JDRPZYW4GIDGPQ/,"작년 벤츠는 전기차(BEV) 판매량(18.5만대)이 재작년 대비 23% 급감한 반면, 내연차를 포함한 전체 판매량(약 239만대)은 4% 감소에 불과했다.",최근 전기차 판매 부진으로 내연차의 중요성이 커진 데 따른 결정이다.,벤츠의 작년 영업이익은 136억유로(20조4000억원)로 2023년(197억유로) 대비 31% 안팎 급감했다.,국내공식통계,N,무역,전체 판매량,"전기차, 내연차, 판매량, 벤츠",-,,,,-,-,-,2024,-,Y,확정,239만대,KOSIS_VALUE,hcx,전체 판매량,,2024,Y,hcx,현재값,2390000,-,-,Y,대,수준값,감소,전년,"작년 벤츠는 전기차(BEV) 판매량(18.5만대)이 재작년 대비 23% 급감한 반면, 내연차를 포함한 전체 판매량(약 239만대)은 4% 감소에 불과했다.",high,N,-,N,0,0,HCX-007,v1.7-relative-comparison-period,2026-08-23,direct,판매량,"전기차, 내연차",,Y,차량,2024,Y,,,,2024,RELATIVE_YEAR_FROM_ARTICLE_DATE,대,대,count,count,unspecified,,,,,count,N,N,,,,Y,Y,,,READY,ELIGIBLE,,,,,N
URL-1787508400521-1,URL-1787508400521-1-m4,URL-1787508400521,"픽업트럭 시장, 40년 만에 다시 경쟁 시대로",2025-02-22,https://www.chosun.com/economy/auto/2025/02/25/QM5HIV6RJFG2JDRPZYW4GIDGPQ/,"작년 벤츠는 전기차(BEV) 판매량(18.5만대)이 재작년 대비 23% 급감한 반면, 내연차를 포함한 전체 판매량(약 239만대)은 4% 감소에 불과했다.",최근 전기차 판매 부진으로 내연차의 중요성이 커진 데 따른 결정이다.,벤츠의 작년 영업이익은 136억유로(20조4000억원)로 2023년(197억유로) 대비 31% 안팎 급감했다.,국내공식통계,N,무역,전체 판매량 증가율,"전기차, 내연차, 판매량, 벤츠",-,,,,-,-,-,2024,-,Y,확정,4%,KOSIS_VALUE,hcx,전체 판매량 증가율,,2024,Y,hcx,증감률,4,-,-,N,%,증감률,감소,전년,"작년 벤츠는 전기차(BEV) 판매량(18.5만대)이 재작년 대비 23% 급감한 반면, 내연차를 포함한 전체 판매량(약 239만대)은 4% 감소에 불과했다.",high,N,-,N,0,0,HCX-007,v1.7-relative-comparison-period,2026-08-23,,판매량,"전기차, 내연차",,Y,차량,2024,Y,,,,2024,RELATIVE_YEAR_FROM_ARTICLE_DATE|CHANGE_RATE_FROM_TEXT,%,%,rate,rate_change,unspecified,2023,DERIVED_VALUE_REQUIRES_COMPUTATION,증감값은 직접 공표 ITEM 확인 또는 수준값 재계산 필요,,rate,Y,N,,,direct|rate_from_level,Y,Y,,,READY,ELIGIBLE,,,,,N
URL-1787508405174-2,URL-1787508405174-2-m1,URL-1787508405174,전기차 판매 부진 현대차… 울산 라인서 또 생산 중단,2025-05-20,https://www.chosun.com/economy/auto/2025/05/21/4QT2VXLGDZAUZMWTJ3ITZJ4U3I/,1일 산업통상자원부에 따르면 지난달 대미 수출은 작년보다 6.8% 감소한 106억3000만달러(약 15조2000억원)로 집계됐다.,◇대미 수출 -6.8%…1위 품목 자동차도 -16.6%,최대 교역국인 미국으로 수출은 지난 1월에 이어 올 들어 두 번째 마이너스를 기록했다.,국내공식통계,Y,무역,대미 수출 증가율,"미국, 수출, 관세, 자동차, 반도체, 일반기계",-,,,,-,-,미국,202504,-,M,확정,6.8%,KOSIS_VALUE,hcx,대미 수출 증가율,-,202504,M,hcx,증감률,6.8,-,-,N,%,증감률,감소,전년동월,1일 산업통상자원부에 따르면 지난달 대미 수출은 작년보다 6.8% 감소한 106억3000만달러(약 15조2000억원)로 집계됐다.,high,N,-,Y,0,0,HCX-007,v1.7-relative-comparison-period,2026-08-23,,대미 수출,,,N,,2025-04,M,,,,202504,CHANGE_RATE_FROM_TEXT|PREVIOUS_MONTH_FROM_ARTICLE_DATE,%,%,rate,rate_change,unspecified,202404,DERIVED_VALUE_REQUIRES_COMPUTATION,증감값은 직접 공표 ITEM 확인 또는 수준값 재계산 필요,,rate,Y,N,,,direct|rate_from_level,Y,Y,,,READY,ELIGIBLE,,,,,N
URL-1787508405174-2,URL-1787508405174-2-m2,URL-1787508405174,전기차 판매 부진 현대차… 울산 라인서 또 생산 중단,2025-05-20,https://www.chosun.com/economy/auto/2025/05/21/4QT2VXLGDZAUZMWTJ3ITZJ4U3I/,1일 산업통상자원부에 따르면 지난달 대미 수출은 작년보다 6.8% 감소한 106억3000만달러(약 15조2000억원)로 집계됐다.,◇대미 수출 -6.8%…1위 품목 자동차도 -16.6%,최대 교역국인 미국으로 수출은 지난 1월에 이어 올 들어 두 번째 마이너스를 기록했다.,국내공식통계,Y,무역,대미 수출액,"미국, 수출, 관세, 자동차, 반도체, 일반기계",-,,,,-,-,미국,202504,-,M,확정,106억3000만달러,KOSIS_VALUE,hcx,대미 수출액,-,202504,M,hcx,현재값,10630000000,-,-,N,달러,수준값,감소,전년동월,1일 산업통상자원부에 따르면 지난달 대미 수출은 작년보다 6.8% 감소한 106억3000만달러(약 15조2000억원)로 집계됐다.,high,N,-,Y,0,0,HCX-007,v1.7-relative-comparison-period,2026-08-23,direct,대미 수출,,,N,,2025-04,M,,,,202504,PREVIOUS_MONTH_FROM_ARTICLE_DATE,달러,달러,currency,amount,unspecified,,,,,currency,N,N,,,,Y,Y,,,READY,ELIGIBLE,,,,,N
URL-1787508407866-1,URL-1787508407866-1-m1,URL-1787508407866,美 금리 안 내린대도… 각국 “경기 방어 우선” 속속 인하,2025-02-18,https://www.chosun.com/economy/economy_general/2025/02/19/EG54RI24PVA6PPINNPFJCXTYMM/,"뉴질랜드는 지난해 2~3분기 연속 성장률이 마이너스(-)를 기록했고, 4분기 실업률은 5%를 넘는 등 성장이 둔화하고 실업률이 오르고 있기 때문이다.",19일에는 뉴질랜드도 0.5%포인트 금리 인하를 단행할 가능성이 높은 것으로 시장은 보고 있다.,"◇한은, 성장률 전망 더 내릴 듯",국내공식통계,N,고용,실업률,"뉴질랜드, 실업률, 성장률",-,,,,-,-,-,202404,-,Q,확정,5%,KOSIS_VALUE,hcx,실업률,-,2024Q4,Q,hcx,현재값,5,-,-,N,%,수준값,유지,전분기,"뉴질랜드는 지난해 2~3분기 연속 성장률이 마이너스(-)를 기록했고, 4분기 실업률은 5%를 넘는 등 성장이 둔화하고 실업률이 오르고 있기 때문이다.",high,N,-,N,0,0,HCX-007,v1.7-relative-comparison-period,2026-08-23,direct,실업률,,,N,,202404,Q,,,,2024Q4,RELATIVE_QUARTER_FROM_ARTICLE_DATE,%,%,rate,rate_level,unspecified,,,,,rate,N,N,,,,Y,Y,,,READY,ELIGIBLE,,,,,N
URL-1787508407866-3,URL-1787508407866-3-m1,URL-1787508407866,美 금리 안 내린대도… 각국 “경기 방어 우선” 속속 인하,2025-02-18,https://www.chosun.com/economy/economy_general/2025/02/19/EG54RI24PVA6PPINNPFJCXTYMM/,"이날 일본 내각부가 발표한 2024년 4분기(10~12월) 실질 국내총생산(GDP, 물가 변동을 제외한 경제 성장률)은 전기 대비 연율 환산 2.8% 성장했다.",채권 시장은 이날 나온 일본 경제의 견조한 성장 신호에 민감하게 반응했다.,시장 예상치(1% 증가)를 크게 웃도는 수치였다.,국내공식통계,N,생산·산업,성장률,"GDP, 성장률",-,,,,-,-,-,202404,-,Q,확정,전기 대비 연율 환산 2.8%,KOSIS_VALUE,hcx,성장률,-,2024Q4,Q,hcx,현재값,2.8,-,-,N,%,증감률,증가,전년동기,"이날 일본 내각부가 발표한 2024년 4분기(10~12월) 실질 국내총생산(GDP, 물가 변동을 제외한 경제 성장률)은 전기 대비 연율 환산 2.8% 성장했다.",high,N,-,N,0,0,HCX-007,v1.7-relative-comparison-period,2026-08-23,,실질 GDP 성장률,,,N,,2024Q4,Q,,,,2024Q4,,%,%,rate,rate_change,unspecified,202304,DERIVED_VALUE_REQUIRES_COMPUTATION,증감값은 직접 공표 ITEM 확인 또는 수준값 재계산 필요,,rate,Y,N,,,direct|rate_from_level,Y,Y,,,READY,ELIGIBLE,,,,,N
URL-1787508407866-4,URL-1787508407866-4-m1,URL-1787508407866,美 금리 안 내린대도… 각국 “경기 방어 우선” 속속 인하,2025-02-18,https://www.chosun.com/economy/economy_general/2025/02/19/EG54RI24PVA6PPINNPFJCXTYMM/,16일 금융권에 따르면 지난 10일 기준 KB국민·신한·하나·우리·NH농협 등 5대 시중은행의 달러 예금 잔액은 약 637억800만 달러로 집계됐다.,외화 예금은 고환율 시대 비교적 안정적으로 달러를 모아갈 수 있는 방법으로 꼽힌다.,전달 633억8900만달러에 비해 3억1900만달러가량 늘어난 것이다.,국내공식통계,Y,금융·금리,은행 수,"달러 예금, 시중은행, KB국민은행, 신한은행, 하나은행, 우리은행, NH농협은행",-,,,,-,-,-,202502,-,M,확정,5대,KOSIS_VALUE,hcx,은행 수,-,202502,M,hcx,현재값,5,-,-,N,대,수준값,-,전월,16일 금융권에 따르면 지난 10일 기준 KB국민·신한·하나·우리·NH농협 등 5대 시중은행의 달러 예금 잔액은 약 637억800만 달러로 집계됐다. 전달 633억8900만달러에 비해 3억1900만달러가량 늘어난 것이다.,high,N,-,Y,0,0,HCX-007,v1.7-relative-comparison-period,2026-08-23,direct,달러 예금 잔액,,,N,,202502,M,,,,202502,,대,대,count,count,unspecified,,,,,count,N,N,,,,Y,Y,,,READY,ELIGIBLE,,,,,N
URL-1787508407866-4,URL-1787508407866-4-m2,URL-1787508407866,美 금리 안 내린대도… 각국 “경기 방어 우선” 속속 인하,2025-02-18,https://www.chosun.com/economy/economy_general/2025/02/19/EG54RI24PVA6PPINNPFJCXTYMM/,16일 금융권에 따르면 지난 10일 기준 KB국민·신한·하나·우리·NH농협 등 5대 시중은행의 달러 예금 잔액은 약 637억800만 달러로 집계됐다.,외화 예금은 고환율 시대 비교적 안정적으로 달러를 모아갈 수 있는 방법으로 꼽힌다.,전달 633억8900만달러에 비해 3억1900만달러가량 늘어난 것이다.,국내공식통계,Y,금융·금리,달러 예금 잔액,"달러 예금, 시중은행, KB국민은행, 신한은행, 하나은행, 우리은행, NH농협은행",-,,,,-,-,-,202502,-,M,확정,약 637억800만 달러,KOSIS_VALUE,hcx,달러 예금 잔액,-,202502,M,hcx,현재값,63708000000,-,-,Y,달러,수준값,-,전월,16일 금융권에 따르면 지난 10일 기준 KB국민·신한·하나·우리·NH농협 등 5대 시중은행의 달러 예금 잔액은 약 637억800만 달러로 집계됐다. 전달 633억8900만달러에 비해 3억1900만달러가량 늘어난 것이다.,high,N,-,Y,0,0,HCX-007,v1.7-relative-comparison-period,2026-08-23,direct,달러 예금 잔액,,,N,,202502,M,,,,202502,,달러,달러,currency,amount,unspecified,,,,,currency,N,N,,,,Y,Y,,,READY,ELIGIBLE,,,,,N
URL-1787508413489-3,URL-1787508413489-3-m1,URL-1787508413489,사상 첫 ‘4분기 연속 0.1% 이하 성장’ 쇼크 오나,2025-04-20,https://www.chosun.com/economy/economy_general/2025/04/21/IJL2AD4SB5ETLABUQTFBKVHC7I/,"정부는 최근 12조2000억원 규모의 필수 추경을 편성했지만, 이는 산불 등 재해재난 대응이나 통상 경쟁력 강화 등에 초점이 맞춰져 소비 진작에는 턱없이 부족하다는 것이다.","전문가들은 굳어져 가는 저성장 고리를 끊기 위해선 늦었지만 구조 개혁에 적극적으로 나서는 한편 보다 큰 규모의 추경 편성, 금리 인하 등 경기 대책도 서둘러야 한다고 지적한다.",주원 현대경제연구원 경제전망실장은 “내수 침체 속 미국 관세 부과의 영향이 대선 이후 우리 경제에 본격 적용될 것을 감안하면 대선 이후 추경이 불가피할 것”이라며 “0%대 후반 등의 성장률을 가정하면 이번을 포함해 30조원 정도의 추경이 더 필요하다고 본다”고 했다.,국내공식통계,N,재정·조세,추경 규모,"추경, 필수 추경, 산불, 통상 경쟁력 강화, 소비 진작",-,,,,-,-,-,202504,-,M,확정,12조2000억원,KOSIS_VALUE,hcx,추경 규모,-,202504,M,hcx,현재값,12200000000000,-,-,N,원,수준값,-,전년,"정부는 최근 12조2000억원 규모의 필수 추경을 편성했지만, 이는 산불 등 재해재난 대응이나 통상 경쟁력 강화 등에 초점이 맞춰져 소비 진작에는 턱없이 부족하다는 것이다.",high,N,-,N,0,0,HCX-007,v1.7-relative-comparison-period,2026-08-23,direct,추가경정예산,,,N,,202504,M,,,,202504,,원,원,currency,amount,unspecified,,,,,currency,N,N,,,,Y,Y,,,READY,ELIGIBLE,,,,,N
URL-1787508416134-2,URL-1787508416134-2-m1,URL-1787508416134,中 저가 공세 몸살… 급증하는 무역조사,2025-01-29,https://www.chosun.com/economy/industry-company/2025/01/29/CM2GRQXEAZCLRCTGVEVFGUDERE/,"29일 산업통상자원부 무역위원회에 따르면 지난해 국내 반덤핑 조사 신청은 10건으로, 이 가운데 중국산을 포함한 제소가 8건이었다.",중국산 제품이 시장에 쏟아지면서 국내 기업이 공장 문을 닫는 등 어려움을 겪자 규제 당국에 피해를 호소하는 일이 늘어난 것이다.,2014년(전체 10건 중 중국 8건) 이후 가장 많은 건수다.,국내공식통계,N,무역,반덤핑 조사 신청 건수,"무역위원회, 반덤핑, 중국산 제품",-,,,,-,-,-,2024,-,Y,확정,지난해 국내 반덤핑 조사 신청은 10건,KOSIS_VALUE,hcx,반덤핑 조사 신청 건수,-,2024,Y,hcx,현재값,10,-,-,N,건,수준값,-,전년,"29일 산업통상자원부 무역위원회에 따르면 지난해 국내 반덤핑 조사 신청은 10건으로, 이 가운데 중국산을 포함한 제소가 8건이었다.",high,N,-,N,0,0,HCX-007,v1.7-relative-comparison-period,2026-08-23,direct,반덤핑 조사 신청 건수,,,N,,2024,Y,,,,2024,RELATIVE_YEAR_FROM_ARTICLE_DATE,건,건,count,count,unspecified,,,,,count,N,N,,,,Y,Y,,,READY,ELIGIBLE,,,,,N
URL-1787508416134-2,URL-1787508416134-2-m2,URL-1787508416134,中 저가 공세 몸살… 급증하는 무역조사,2025-01-29,https://www.chosun.com/economy/industry-company/2025/01/29/CM2GRQXEAZCLRCTGVEVFGUDERE/,"29일 산업통상자원부 무역위원회에 따르면 지난해 국내 반덤핑 조사 신청은 10건으로, 이 가운데 중국산을 포함한 제소가 8건이었다.",중국산 제품이 시장에 쏟아지면서 국내 기업이 공장 문을 닫는 등 어려움을 겪자 규제 당국에 피해를 호소하는 일이 늘어난 것이다.,2014년(전체 10건 중 중국 8건) 이후 가장 많은 건수다.,국내공식통계,N,무역,중국산 제품의 반덤핑 조사 신청 건수,"무역위원회, 반덤핑, 중국산 제품",-,,,,-,-,-,2024,-,Y,확정,중국산을 포함한 제소가 8건,KOSIS_VALUE,hcx,중국산 제품의 반덤핑 조사 신청 건수,-,2024,Y,hcx,현재값,8,-,-,N,건,수준값,-,전년,"29일 산업통상자원부 무역위원회에 따르면 지난해 국내 반덤핑 조사 신청은 10건으로, 이 가운데 중국산을 포함한 제소가 8건이었다.",high,N,-,N,0,0,HCX-007,v1.7-relative-comparison-period,2026-08-23,direct,반덤핑 조사 신청 건수,,,N,,2024,Y,,,,2024,RELATIVE_YEAR_FROM_ARTICLE_DATE,건,건,count,count,unspecified,,,,,count,N,N,,,,Y,Y,,,READY,ELIGIBLE,,,,,N
