claim_id,claim_measurement_id,indicator,metric_domain,industry_or_item,value,unit,raw_unit,unit_dimension,semantic_type,entity_type,value_type,direction,measurement_role,measurement_usage,period,prd_se,change_base,comparison_period,candidate_rank,candidate_score,candidate_runner_up_score,candidate_status,candidate_status_code,candidate_status_reason,candidate_hits,retrieval_backend,lexical_score,lexical_eligible,semantic_score,reranker_score,fusion_score,org_id,tbl_id,tbl_name,stat_id,category_path,meta_candidates,selected_itm_id,selected_itm_name,selected_itm_unit,selected_itm_score,selected_obj_l1_axis_id,selected_obj_l1_axis_name,selected_obj_l1,selected_obj_l1_name,selected_obj_l1_score,selected_code_status,mapping_type,unit_compatibility_reason,claim_text
A0006-C013,A0006-C013-m1,석유화학 수출,무역,-,48000000000,달러,달러,currency,amount,unspecified,수준값,증가,현재값,KOSIS_VALUE,2024,Y,전년,,2,168,,ALTERNATE,NOT_TOP_TABLE,후순위 통계표 후보,"품목별,수출,수입,무역",lexical,168.0,Y,,,,134,DT_134006_N001,품목별 수입·수출현황,2017044,기업무역활동통계,품목별:석유·석탄 [A27]/item=N/score=30 | 품목별:화학공업품 [A38]/item=N/score=30 | 품목별:가구 [A93]/item=N/score=18 | 품목별:가죽류 [A41]/item=N/score=18 | 품목별:가죽제품 [A42]/item=N/score=18 | 품목별:견직물[A50]/item=N/score=18 | 품목별:고무제품 [A40]/item=N/score=18 | 품목별:곡물 [A10]/item=N/score=18,T002,교역액,백만달러,30,A001,품목별,A27,석유·석탄 ,52,itm/obj 후보 선택,direct,,"석유화학 수출은 480억 달러로, 하반기 유가 하락에 따른 수출단가 하락에도 불구하고 수출물량이 확대되면서 5% 증가했다."
A0006-C013,A0006-C013-m1,석유화학 수출,무역,-,48000000000,달러,달러,currency,amount,unspecified,수준값,증가,현재값,KOSIS_VALUE,2024,Y,전년,,3,152,,ALTERNATE,NOT_TOP_TABLE,후순위 통계표 후보,"품목별,수출",lexical,152.0,Y,,,,434,DT_434_STBL_1028692,게임기기 품목별 수출입 실적,2016058,문화체육관광산업통계 > 수출입 실적 현황,품목별:게임기기[131021274021.001]/item=N/score=18 | 품목별:비디오 게임용구[131021274021.002]/item=N/score=18 | 품목별:전자식 게임용구[131021274021.003]/item=N/score=18 | 통계분류:무역수지[131021274022.003]/item=N/score=12 | 통계분류:수출[131021274022.001]/item=N/score=12 | 통계분류:수입[131021274022.002]/item=N/score=8,,,,,131011274021,품목별,131021274021.001,게임기기,32,itm/obj 후보 선택,,,"석유화학 수출은 480억 달러로, 하반기 유가 하락에 따른 수출단가 하락에도 불구하고 수출물량이 확대되면서 5% 증가했다."
A0006-C013,A0006-C013-m1,석유화학 수출,무역,-,48000000000,달러,달러,currency,amount,unspecified,수준값,증가,현재값,KOSIS_VALUE,2024,Y,전년,,4,152,,ALTERNATE,NOT_TOP_TABLE,후순위 통계표 후보,"품목별,수출",lexical,152.0,Y,,,,434,DT_434_STBL_1028682,공예품 품목별 수출입 실적,2016058,문화체육관광산업통계 > 수출입 실적 현황,품목별:공예품[131021273861.001]/item=N/score=18 | 품목별:기타공예품[131021273861.009]/item=N/score=18 | 품목별:도자공예품[131021273861.002]/item=N/score=18 | 품목별:목공예품[131021273861.003]/item=N/score=18 | 품목별:수산공예품[131021273861.004]/item=N/score=18 | 품목별:유리공예품[131021273861.005]/item=N/score=18 | 품목별:장신구(액세서리)[131021273861.006]/item=N/score=18 | 품목별:조화[131021273861.007]/item=N/score=18,,,,,131011273861,품목별,131021273861.001,공예품,32,itm/obj 후보 선택,,,"석유화학 수출은 480억 달러로, 하반기 유가 하락에 따른 수출단가 하락에도 불구하고 수출물량이 확대되면서 5% 증가했다."
A0006-C013,A0006-C013-m1,석유화학 수출,무역,-,48000000000,달러,달러,currency,amount,unspecified,수준값,증가,현재값,KOSIS_VALUE,2024,Y,전년,,5,152,,ALTERNATE,NOT_TOP_TABLE,후순위 통계표 후보,"품목별,수출",lexical,152.0,Y,,,,434,DT_434_STBL_1028678,레저용품 품목별 수출입 실적,2016058,문화체육관광산업통계 > 수출입 실적 현황,품목별:낚시용품[131021274031.002]/item=N/score=18 | 품목별:등산화[131021274031.003]/item=N/score=18 | 품목별:레저[131021274031.001]/item=N/score=18 | 품목별:레저/수렵사격용품[131021274031.004]/item=N/score=18 | 품목별:자전거[131021274031.005]/item=N/score=18 | 품목별:캠핑용품[131021274031.006]/item=N/score=18 | 통계분류:무역수지[131021274032.003]/item=N/score=12 | 통계분류:수출[131021274032.001]/item=N/score=12,,,,,131011274031,품목별,131021274031.002,낚시용품,32,itm/obj 후보 선택,,,"석유화학 수출은 480억 달러로, 하반기 유가 하락에 따른 수출단가 하락에도 불구하고 수출물량이 확대되면서 5% 증가했다."
A0006-C013,A0006-C013-m2,석유화학 수출 증가율,무역,-,5,%,%,rate,rate_change,unspecified,증감률,증가,증감률,KOSIS_VALUE,2024,Y,전년,2023,1,484,168,REVIEW,CODESET_REQUIRED,석유화학 집계용 OBJ 코드셋이 필요함,"품목별,수출액,수출,수입,무역",lexical,484.0,Y,,,,360,DT_1R11001_FRM101,"품목별 수출액, 수입액",1976045,SITC에의한무역통계,품목별:기타 화학제품 및 조제품 [13102112831A.59899]/item=N/score=54 | 품목별:나무 및 수지에서 생산된 화학제품[13102112831A.5981]/item=N/score=54 | 품목별:달리 명시되지 않은 무기화학제품[13102112831A.5249]/item=N/score=54 | 품목별:달리 명시되지 않은 유기화학제품[13102112831A.5986]/item=N/score=54 | 품목별:달리 명시되지 않은 화학제품 및 조제품[13102112831A.5989]/item=N/score=54 | 품목별:기타 석유가스 및 달리 명시되지 않은 기타 가스성 탄화수소[13102112831A.344]/item=N/score=38 | 품목별:석유와 역청유 (원유를 제외) 및 석유와 역청유가 70% 이상의 중량을 차지하며 기초 구성물이 되는 그외 별도의 표시가 없는 조제품 (폐오일 제외)[13102112831A.3346]/item=N/score=38 | 품목별:석탄가스수성가스발생로가스 기타       이와 유사한 가스(석유가스 및 기타        [13102112831A.3450]/item=N/score=38,13103112831T1,수출액,천달러,150,13101112831A,품목별,13102112831A.59899,기타 화학제품 및 조제품 ,212,itm/obj 후보 선택,rate_from_level,KOSIS 수준값에서 증감률 계산 필요,"석유화학 수출은 480억 달러로, 하반기 유가 하락에 따른 수출단가 하락에도 불구하고 수출물량이 확대되면서 5% 증가했다."
A0006-C013,A0006-C013-m2,석유화학 수출 증가율,무역,-,5,%,%,rate,rate_change,unspecified,증감률,증가,증감률,KOSIS_VALUE,2024,Y,전년,2023,2,168,,ALTERNATE,NOT_TOP_TABLE,후순위 통계표 후보,"품목별,수출,수입,무역",lexical,168.0,Y,,,,134,DT_134006_N001,품목별 수입·수출현황,2017044,기업무역활동통계,품목별:석유·석탄 [A27]/item=N/score=30 | 품목별:화학공업품 [A38]/item=N/score=30 | 품목별:가구 [A93]/item=N/score=18 | 품목별:가죽류 [A41]/item=N/score=18 | 품목별:가죽제품 [A42]/item=N/score=18 | 품목별:견직물[A50]/item=N/score=18 | 품목별:고무제품 [A40]/item=N/score=18 | 품목별:곡물 [A10]/item=N/score=18,T002,교역액,백만달러,0,A001,품목별,A27,석유·석탄 ,52,itm/obj 후보 선택,rate_from_level,KOSIS 수준값에서 증감률 계산 필요,"석유화학 수출은 480억 달러로, 하반기 유가 하락에 따른 수출단가 하락에도 불구하고 수출물량이 확대되면서 5% 증가했다."
A0006-C013,A0006-C013-m2,석유화학 수출 증가율,무역,-,5,%,%,rate,rate_change,unspecified,증감률,증가,증감률,KOSIS_VALUE,2024,Y,전년,2023,3,152,,ALTERNATE,NOT_TOP_TABLE,후순위 통계표 후보,"품목별,수출",lexical,152.0,Y,,,,434,DT_434_STBL_1028692,게임기기 품목별 수출입 실적,2016058,문화체육관광산업통계 > 수출입 실적 현황,품목별:게임기기[131021274021.001]/item=N/score=18 | 품목별:비디오 게임용구[131021274021.002]/item=N/score=18 | 품목별:전자식 게임용구[131021274021.003]/item=N/score=18 | 통계분류:무역수지[131021274022.003]/item=N/score=12 | 통계분류:수출[131021274022.001]/item=N/score=12 | 통계분류:수입[131021274022.002]/item=N/score=8,,,,,131011274021,품목별,131021274021.001,게임기기,32,itm/obj 후보 선택,,,"석유화학 수출은 480억 달러로, 하반기 유가 하락에 따른 수출단가 하락에도 불구하고 수출물량이 확대되면서 5% 증가했다."
A0006-C013,A0006-C013-m2,석유화학 수출 증가율,무역,-,5,%,%,rate,rate_change,unspecified,증감률,증가,증감률,KOSIS_VALUE,2024,Y,전년,2023,4,152,,ALTERNATE,NOT_TOP_TABLE,후순위 통계표 후보,"품목별,수출",lexical,152.0,Y,,,,434,DT_434_STBL_1028682,공예품 품목별 수출입 실적,2016058,문화체육관광산업통계 > 수출입 실적 현황,품목별:공예품[131021273861.001]/item=N/score=18 | 품목별:기타공예품[131021273861.009]/item=N/score=18 | 품목별:도자공예품[131021273861.002]/item=N/score=18 | 품목별:목공예품[131021273861.003]/item=N/score=18 | 품목별:수산공예품[131021273861.004]/item=N/score=18 | 품목별:유리공예품[131021273861.005]/item=N/score=18 | 품목별:장신구(액세서리)[131021273861.006]/item=N/score=18 | 품목별:조화[131021273861.007]/item=N/score=18,,,,,131011273861,품목별,131021273861.001,공예품,32,itm/obj 후보 선택,,,"석유화학 수출은 480억 달러로, 하반기 유가 하락에 따른 수출단가 하락에도 불구하고 수출물량이 확대되면서 5% 증가했다."
A0006-C013,A0006-C013-m2,석유화학 수출 증가율,무역,-,5,%,%,rate,rate_change,unspecified,증감률,증가,증감률,KOSIS_VALUE,2024,Y,전년,2023,5,152,,ALTERNATE,NOT_TOP_TABLE,후순위 통계표 후보,"품목별,수출",lexical,152.0,Y,,,,434,DT_434_STBL_1028678,레저용품 품목별 수출입 실적,2016058,문화체육관광산업통계 > 수출입 실적 현황,품목별:낚시용품[131021274031.002]/item=N/score=18 | 품목별:등산화[131021274031.003]/item=N/score=18 | 품목별:레저[131021274031.001]/item=N/score=18 | 품목별:레저/수렵사격용품[131021274031.004]/item=N/score=18 | 품목별:자전거[131021274031.005]/item=N/score=18 | 품목별:캠핑용품[131021274031.006]/item=N/score=18 | 통계분류:무역수지[131021274032.003]/item=N/score=12 | 통계분류:수출[131021274032.001]/item=N/score=12,,,,,131011274031,품목별,131021274031.002,낚시용품,32,itm/obj 후보 선택,,,"석유화학 수출은 480억 달러로, 하반기 유가 하락에 따른 수출단가 하락에도 불구하고 수출물량이 확대되면서 5% 증가했다."
A0006-C014,A0006-C014-m1,바이오헬스 수출 증가율,무역,바이오헬스,13.1,%,%,rate,rate_change,item,증감률,증가,증감률,KOSIS_VALUE,2024,Y,전년,2023,1,484,168,REVIEW,CODESET_REQUIRED,바이오헬스 집계용 OBJ 코드셋이 필요함,"품목별,수출액,수출,수입,무역",lexical,484.0,Y,,,,360,DT_1R11001_FRM101,"품목별 수출액, 수입액",1976045,SITC에의한무역통계,품목별:탈모제 향수 화장품이나 달리 명시되지  않은 화장용품[13102112831A.55359]/item=N/score=72 | 품목별:향수 및 화장품화장용품(비누제외)[13102112831A.553]/item=N/score=72 | 품목별:기타(의료용품의약품 제외)[13102112831A.54190]/item=N/score=60 | 품목별:의료용품의약품 제외[13102112831A.5419]/item=N/score=60 | 품목별:기타(미용 또는 메이크업용 제품류와 기초 화장  품제품류(의약품을 제외하며  선 스크린  )[13102112831A.55320]/item=N/score=54 | 품목별:미용 또는 메이크업용 제품류와 기초 화장  품제품류(의약품을 제외하며  선 스크린  [13102112831A.5532]/item=N/score=54 | 품목별:기타 가정용품 또는 화장용품 [13102112831A.66612]/item=N/score=42 | 품목별:기타 의료용품 [13102112831A.54199]/item=N/score=42,13103112831T1,수출액,천달러,150,13101112831A,품목별,13102112831A.54190,기타(의료용품의약품 제외),257,itm/obj 후보 선택,rate_from_level,KOSIS 수준값에서 증감률 계산 필요,"바이오헬스 수출은 바이오시밀러 등 의약품을 중심으로 전년 대비 13.1% 증가한 151억 달러를 기록했으며, 전 세계적으로 K푸드, K뷰티 선호가 확대되면서 농수산식품 수출은 117억 달러(7.6%), 화장품 수출(102억 달러, +20.6%)은 처음으로 100억 달러를 돌파하면서 역대 최대 수출실적을 경신했다."
A0006-C014,A0006-C014-m1,바이오헬스 수출 증가율,무역,바이오헬스,13.1,%,%,rate,rate_change,item,증감률,증가,증감률,KOSIS_VALUE,2024,Y,전년,2023,2,168,,ALTERNATE,NOT_TOP_TABLE,후순위 통계표 후보,"품목별,수출,수입,무역",lexical,168.0,Y,,,,134,DT_134006_N001,품목별 수입·수출현황,2017044,기업무역활동통계,품목별:의료용품[A30]/item=N/score=42 | 품목별:화장품[A33]/item=N/score=36 | 품목별:어류 [A03]/item=N/score=30 | 품목별:가구 [A93]/item=N/score=18 | 품목별:가죽류 [A41]/item=N/score=18 | 품목별:가죽제품 [A42]/item=N/score=18 | 품목별:견직물[A50]/item=N/score=18 | 품목별:고무제품 [A40]/item=N/score=18,T002,교역액,백만달러,0,A001,품목별,A30,의료용품,212,itm/obj 후보 선택,rate_from_level,KOSIS 수준값에서 증감률 계산 필요,"바이오헬스 수출은 바이오시밀러 등 의약품을 중심으로 전년 대비 13.1% 증가한 151억 달러를 기록했으며, 전 세계적으로 K푸드, K뷰티 선호가 확대되면서 농수산식품 수출은 117억 달러(7.6%), 화장품 수출(102억 달러, +20.6%)은 처음으로 100억 달러를 돌파하면서 역대 최대 수출실적을 경신했다."
A0006-C014,A0006-C014-m1,바이오헬스 수출 증가율,무역,바이오헬스,13.1,%,%,rate,rate_change,item,증감률,증가,증감률,KOSIS_VALUE,2024,Y,전년,2023,3,152,,ALTERNATE,NOT_TOP_TABLE,후순위 통계표 후보,"품목별,수출",lexical,152.0,Y,,,,434,DT_434_STBL_1028692,게임기기 품목별 수출입 실적,2016058,문화체육관광산업통계 > 수출입 실적 현황,품목별:게임기기[131021274021.001]/item=N/score=18 | 품목별:비디오 게임용구[131021274021.002]/item=N/score=18 | 품목별:전자식 게임용구[131021274021.003]/item=N/score=18 | 통계분류:무역수지[131021274022.003]/item=N/score=12 | 통계분류:수출[131021274022.001]/item=N/score=12 | 통계분류:수입[131021274022.002]/item=N/score=8,,,,,131011274021,품목별,131021274021.001,게임기기,32,itm/obj 후보 선택,,,"바이오헬스 수출은 바이오시밀러 등 의약품을 중심으로 전년 대비 13.1% 증가한 151억 달러를 기록했으며, 전 세계적으로 K푸드, K뷰티 선호가 확대되면서 농수산식품 수출은 117억 달러(7.6%), 화장품 수출(102억 달러, +20.6%)은 처음으로 100억 달러를 돌파하면서 역대 최대 수출실적을 경신했다."
A0006-C014,A0006-C014-m1,바이오헬스 수출 증가율,무역,바이오헬스,13.1,%,%,rate,rate_change,item,증감률,증가,증감률,KOSIS_VALUE,2024,Y,전년,2023,4,152,,ALTERNATE,NOT_TOP_TABLE,후순위 통계표 후보,"품목별,수출",lexical,152.0,Y,,,,434,DT_434_STBL_1028682,공예품 품목별 수출입 실적,2016058,문화체육관광산업통계 > 수출입 실적 현황,품목별:수산공예품[131021273861.004]/item=N/score=30 | 품목별:공예품[131021273861.001]/item=N/score=18 | 품목별:기타공예품[131021273861.009]/item=N/score=18 | 품목별:도자공예품[131021273861.002]/item=N/score=18 | 품목별:목공예품[131021273861.003]/item=N/score=18 | 품목별:유리공예품[131021273861.005]/item=N/score=18 | 품목별:장신구(액세서리)[131021273861.006]/item=N/score=18 | 품목별:조화[131021273861.007]/item=N/score=18,,,,,131011273861,품목별,131021273861.001,공예품,32,itm/obj 후보 선택,,,"바이오헬스 수출은 바이오시밀러 등 의약품을 중심으로 전년 대비 13.1% 증가한 151억 달러를 기록했으며, 전 세계적으로 K푸드, K뷰티 선호가 확대되면서 농수산식품 수출은 117억 달러(7.6%), 화장품 수출(102억 달러, +20.6%)은 처음으로 100억 달러를 돌파하면서 역대 최대 수출실적을 경신했다."
A0006-C014,A0006-C014-m1,바이오헬스 수출 증가율,무역,바이오헬스,13.1,%,%,rate,rate_change,item,증감률,증가,증감률,KOSIS_VALUE,2024,Y,전년,2023,5,152,,ALTERNATE,NOT_TOP_TABLE,후순위 통계표 후보,"품목별,수출",lexical,152.0,Y,,,,434,DT_434_STBL_1028678,레저용품 품목별 수출입 실적,2016058,문화체육관광산업통계 > 수출입 실적 현황,품목별:낚시용품[131021274031.002]/item=N/score=18 | 품목별:등산화[131021274031.003]/item=N/score=18 | 품목별:레저[131021274031.001]/item=N/score=18 | 품목별:레저/수렵사격용품[131021274031.004]/item=N/score=18 | 품목별:자전거[131021274031.005]/item=N/score=18 | 품목별:캠핑용품[131021274031.006]/item=N/score=18 | 통계분류:무역수지[131021274032.003]/item=N/score=12 | 통계분류:수출[131021274032.001]/item=N/score=12,,,,,131011274031,품목별,131021274031.002,낚시용품,32,itm/obj 후보 선택,,,"바이오헬스 수출은 바이오시밀러 등 의약품을 중심으로 전년 대비 13.1% 증가한 151억 달러를 기록했으며, 전 세계적으로 K푸드, K뷰티 선호가 확대되면서 농수산식품 수출은 117억 달러(7.6%), 화장품 수출(102억 달러, +20.6%)은 처음으로 100억 달러를 돌파하면서 역대 최대 수출실적을 경신했다."
A0006-C014,A0006-C014-m2,바이오헬스 수출액,무역,바이오헬스,15100000000,달러,달러,currency,amount,item,수준값,증가,현재값,KOSIS_VALUE,2024,Y,전년,,1,484,168,REVIEW,CODESET_REQUIRED,바이오헬스 집계용 OBJ 코드셋이 필요함,"수출액,품목별,수출,수입,무역",lexical,484.0,Y,,,,360,DT_1R11001_FRM101,"품목별 수출액, 수입액",1976045,SITC에의한무역통계,품목별:탈모제 향수 화장품이나 달리 명시되지  않은 화장용품[13102112831A.55359]/item=N/score=72 | 품목별:향수 및 화장품화장용품(비누제외)[13102112831A.553]/item=N/score=72 | 품목별:기타(의료용품의약품 제외)[13102112831A.54190]/item=N/score=60 | 품목별:의료용품의약품 제외[13102112831A.5419]/item=N/score=60 | 품목별:기타(미용 또는 메이크업용 제품류와 기초 화장  품제품류(의약품을 제외하며  선 스크린  )[13102112831A.55320]/item=N/score=54 | 품목별:미용 또는 메이크업용 제품류와 기초 화장  품제품류(의약품을 제외하며  선 스크린  [13102112831A.5532]/item=N/score=54 | 품목별:기타 가정용품 또는 화장용품 [13102112831A.66612]/item=N/score=42 | 품목별:기타 의료용품 [13102112831A.54199]/item=N/score=42,13103112831T1,수출액,천달러,140,13101112831A,품목별,13102112831A.54190,기타(의료용품의약품 제외),242,itm/obj 후보 선택,direct,,"바이오헬스 수출은 바이오시밀러 등 의약품을 중심으로 전년 대비 13.1% 증가한 151억 달러를 기록했으며, 전 세계적으로 K푸드, K뷰티 선호가 확대되면서 농수산식품 수출은 117억 달러(7.6%), 화장품 수출(102억 달러, +20.6%)은 처음으로 100억 달러를 돌파하면서 역대 최대 수출실적을 경신했다."
A0006-C014,A0006-C014-m2,바이오헬스 수출액,무역,바이오헬스,15100000000,달러,달러,currency,amount,item,수준값,증가,현재값,KOSIS_VALUE,2024,Y,전년,,2,168,,ALTERNATE,NOT_TOP_TABLE,후순위 통계표 후보,"품목별,수출,수입,무역",lexical,168.0,Y,,,,134,DT_134006_N001,품목별 수입·수출현황,2017044,기업무역활동통계,품목별:의료용품[A30]/item=N/score=42 | 품목별:화장품[A33]/item=N/score=36 | 품목별:어류 [A03]/item=N/score=30 | 품목별:가구 [A93]/item=N/score=18 | 품목별:가죽류 [A41]/item=N/score=18 | 품목별:가죽제품 [A42]/item=N/score=18 | 품목별:견직물[A50]/item=N/score=18 | 품목별:고무제품 [A40]/item=N/score=18,T002,교역액,백만달러,30,A001,품목별,A30,의료용품,197,itm/obj 후보 선택,direct,,"바이오헬스 수출은 바이오시밀러 등 의약품을 중심으로 전년 대비 13.1% 증가한 151억 달러를 기록했으며, 전 세계적으로 K푸드, K뷰티 선호가 확대되면서 농수산식품 수출은 117억 달러(7.6%), 화장품 수출(102억 달러, +20.6%)은 처음으로 100억 달러를 돌파하면서 역대 최대 수출실적을 경신했다."
A0006-C014,A0006-C014-m2,바이오헬스 수출액,무역,바이오헬스,15100000000,달러,달러,currency,amount,item,수준값,증가,현재값,KOSIS_VALUE,2024,Y,전년,,3,152,,ALTERNATE,NOT_TOP_TABLE,후순위 통계표 후보,"품목별,수출",lexical,152.0,Y,,,,434,DT_434_STBL_1028692,게임기기 품목별 수출입 실적,2016058,문화체육관광산업통계 > 수출입 실적 현황,품목별:게임기기[131021274021.001]/item=N/score=18 | 품목별:비디오 게임용구[131021274021.002]/item=N/score=18 | 품목별:전자식 게임용구[131021274021.003]/item=N/score=18 | 통계분류:무역수지[131021274022.003]/item=N/score=12 | 통계분류:수출[131021274022.001]/item=N/score=12 | 통계분류:수입[131021274022.002]/item=N/score=8,,,,,131011274021,품목별,131021274021.001,게임기기,17,itm/obj 후보 선택,,,"바이오헬스 수출은 바이오시밀러 등 의약품을 중심으로 전년 대비 13.1% 증가한 151억 달러를 기록했으며, 전 세계적으로 K푸드, K뷰티 선호가 확대되면서 농수산식품 수출은 117억 달러(7.6%), 화장품 수출(102억 달러, +20.6%)은 처음으로 100억 달러를 돌파하면서 역대 최대 수출실적을 경신했다."
A0006-C014,A0006-C014-m2,바이오헬스 수출액,무역,바이오헬스,15100000000,달러,달러,currency,amount,item,수준값,증가,현재값,KOSIS_VALUE,2024,Y,전년,,4,152,,ALTERNATE,NOT_TOP_TABLE,후순위 통계표 후보,"품목별,수출",lexical,152.0,Y,,,,434,DT_434_STBL_1028682,공예품 품목별 수출입 실적,2016058,문화체육관광산업통계 > 수출입 실적 현황,품목별:수산공예품[131021273861.004]/item=N/score=30 | 품목별:공예품[131021273861.001]/item=N/score=18 | 품목별:기타공예품[131021273861.009]/item=N/score=18 | 품목별:도자공예품[131021273861.002]/item=N/score=18 | 품목별:목공예품[131021273861.003]/item=N/score=18 | 품목별:유리공예품[131021273861.005]/item=N/score=18 | 품목별:장신구(액세서리)[131021273861.006]/item=N/score=18 | 품목별:조화[131021273861.007]/item=N/score=18,,,,,131011273861,품목별,131021273861.001,공예품,17,itm/obj 후보 선택,,,"바이오헬스 수출은 바이오시밀러 등 의약품을 중심으로 전년 대비 13.1% 증가한 151억 달러를 기록했으며, 전 세계적으로 K푸드, K뷰티 선호가 확대되면서 농수산식품 수출은 117억 달러(7.6%), 화장품 수출(102억 달러, +20.6%)은 처음으로 100억 달러를 돌파하면서 역대 최대 수출실적을 경신했다."
A0006-C014,A0006-C014-m2,바이오헬스 수출액,무역,바이오헬스,15100000000,달러,달러,currency,amount,item,수준값,증가,현재값,KOSIS_VALUE,2024,Y,전년,,5,152,,ALTERNATE,NOT_TOP_TABLE,후순위 통계표 후보,"품목별,수출",lexical,152.0,Y,,,,434,DT_434_STBL_1028678,레저용품 품목별 수출입 실적,2016058,문화체육관광산업통계 > 수출입 실적 현황,품목별:낚시용품[131021274031.002]/item=N/score=18 | 품목별:등산화[131021274031.003]/item=N/score=18 | 품목별:레저[131021274031.001]/item=N/score=18 | 품목별:레저/수렵사격용품[131021274031.004]/item=N/score=18 | 품목별:자전거[131021274031.005]/item=N/score=18 | 품목별:캠핑용품[131021274031.006]/item=N/score=18 | 통계분류:무역수지[131021274032.003]/item=N/score=12 | 통계분류:수출[131021274032.001]/item=N/score=12,,,,,131011274031,품목별,131021274031.002,낚시용품,17,itm/obj 후보 선택,,,"바이오헬스 수출은 바이오시밀러 등 의약품을 중심으로 전년 대비 13.1% 증가한 151억 달러를 기록했으며, 전 세계적으로 K푸드, K뷰티 선호가 확대되면서 농수산식품 수출은 117억 달러(7.6%), 화장품 수출(102억 달러, +20.6%)은 처음으로 100억 달러를 돌파하면서 역대 최대 수출실적을 경신했다."
A0006-C014,A0006-C014-m3,농수산식품 수출 증가율,무역,농수산식품,7.6,%,%,rate,rate_change,item,증감률,증가,증감률,KOSIS_VALUE,2024,Y,전년,2023,1,484,328,REVIEW,CODESET_REQUIRED,농수산식품 집계용 OBJ 코드셋이 필요함,"품목별,수출액,수출,수입,무역",lexical,484.0,Y,,,,360,DT_1R11001_FRM101,"품목별 수출액, 수입액",1976045,SITC에의한무역통계,품목별:탈모제 향수 화장품이나 달리 명시되지  않은 화장용품[13102112831A.55359]/item=N/score=72 | 품목별:향수 및 화장품화장용품(비누제외)[13102112831A.553]/item=N/score=72 | 품목별:기타(의료용품의약품 제외)[13102112831A.54190]/item=N/score=60 | 품목별:의료용품의약품 제외[13102112831A.5419]/item=N/score=60 | 품목별:기타(미용 또는 메이크업용 제품류와 기초 화장  품제품류(의약품을 제외하며  선 스크린  )[13102112831A.55320]/item=N/score=54 | 품목별:미용 또는 메이크업용 제품류와 기초 화장  품제품류(의약품을 제외하며  선 스크린  [13102112831A.5532]/item=N/score=54 | 품목별:기타 가정용품 또는 화장용품 [13102112831A.66612]/item=N/score=42 | 품목별:기타 의료용품 [13102112831A.54199]/item=N/score=42,13103112831T1,수출액,천달러,150,13101112831A,품목별,13102112831A.74184,건조기(농산물용의 것) ,197,itm/obj 후보 선택,rate_from_level,KOSIS 수준값에서 증감률 계산 필요,"바이오헬스 수출은 바이오시밀러 등 의약품을 중심으로 전년 대비 13.1% 증가한 151억 달러를 기록했으며, 전 세계적으로 K푸드, K뷰티 선호가 확대되면서 농수산식품 수출은 117억 달러(7.6%), 화장품 수출(102억 달러, +20.6%)은 처음으로 100억 달러를 돌파하면서 역대 최대 수출실적을 경신했다."
A0006-C014,A0006-C014-m3,농수산식품 수출 증가율,무역,농수산식품,7.6,%,%,rate,rate_change,item,증감률,증가,증감률,KOSIS_VALUE,2024,Y,전년,2023,2,328,,ALTERNATE,NOT_TOP_TABLE,후순위 통계표 후보,"품목별,수출액,수출,식품",lexical,328.0,Y,,,,466,DT_446001_A027,쌀가루 생산판매 현황 : 품목별 수출액 - 총계,2024007,쌀가공식품제조업실태조사 > 쌀가공식품제조업,사업체특성별:주 생산 품목별(소분류)[A02]/item=N/score=18,,,,,A,사업체특성별,A02,주 생산 품목별(소분류),32,itm/obj 후보 선택,,,"바이오헬스 수출은 바이오시밀러 등 의약품을 중심으로 전년 대비 13.1% 증가한 151억 달러를 기록했으며, 전 세계적으로 K푸드, K뷰티 선호가 확대되면서 농수산식품 수출은 117억 달러(7.6%), 화장품 수출(102억 달러, +20.6%)은 처음으로 100억 달러를 돌파하면서 역대 최대 수출실적을 경신했다."
A0006-C014,A0006-C014-m3,농수산식품 수출 증가율,무역,농수산식품,7.6,%,%,rate,rate_change,item,증감률,증가,증감률,KOSIS_VALUE,2024,Y,전년,2023,3,318,,ALTERNATE,NOT_TOP_TABLE,후순위 통계표 후보,"식품,품목별,수입",lexical,318.0,Y,,,,145,TX_145_2009_H1026,가공식품 국가 및 품목별(중량순),2006066,수입식품현황 > 수입식품등 국가 및 품목별 검사현황,품목별:농산물조림[15145PMBAQ]/item=N/score=36 | 품목별:감마리놀렌산가공식품[15145PMBEW]/item=N/score=30 | 품목별:감마리놀렌산식품또는감마리놀렌함유유[15145PMBFU]/item=N/score=30 | 품목별:건조효모가공식품[15145PMBH2]/item=N/score=30 | 품목별:곡류효소식품[15145PMBC8]/item=N/score=30 | 품목별:과·채류효소식품[15145PMBG1]/item=N/score=30 | 품목별:글루코사민가공식품[15145PMBC1]/item=N/score=30 | 품목별:기타 수산물가공품[15145PMBDS]/item=N/score=30,16145T2009_0009,건수,건,0,15145PMB,품목별,15145PMBAQ,농산물조림,197,itm/obj 후보 선택,rate_from_level,KOSIS 수준값에서 증감률 계산 필요,"바이오헬스 수출은 바이오시밀러 등 의약품을 중심으로 전년 대비 13.1% 증가한 151억 달러를 기록했으며, 전 세계적으로 K푸드, K뷰티 선호가 확대되면서 농수산식품 수출은 117억 달러(7.6%), 화장품 수출(102억 달러, +20.6%)은 처음으로 100억 달러를 돌파하면서 역대 최대 수출실적을 경신했다."
