claim_id,claim_measurement_id,indicator,metric_domain,industry_or_item,value,unit,raw_unit,unit_dimension,semantic_type,entity_type,value_type,direction,measurement_role,measurement_usage,period,article_date,prd_se,change_base,comparison_period,candidate_rank,candidate_score,candidate_runner_up_score,candidate_status,candidate_status_code,candidate_status_reason,candidate_hits,retrieval_backend,lexical_score,lexical_eligible,semantic_score,reranker_score,fusion_score,org_id,tbl_id,tbl_name,stat_id,category_path,meta_candidates,selected_itm_id,selected_itm_name,selected_itm_unit,selected_itm_score,selected_obj_l1_axis_id,selected_obj_l1_axis_name,selected_obj_l1,selected_obj_l1_name,selected_obj_l1_score,selected_code_status,mapping_type,unit_compatibility_reason,claim_text
A0018-C003,A0018-C003-m1,수출액,무역,반도체,141900000000,달러,달러,currency,,,수준값,증가,현재값,KOSIS_VALUE,2024,2025-01-02,Y,전년,,3,152,,ALTERNATE,NOT_TOP_TABLE,후순위 통계표 후보,"품목별,수출",lexical,152.0,Y,,,,434,DT_434_STBL_1028692,게임기기 품목별 수출입 실적,2016058,문화체육관광산업통계 > 수출입 실적 현황,meta_index 없음 또는 코드명 매칭 없음,,,,,,,,,,meta 없음,,,주력 수출 품목인 반도체 수출액이 1419억달러로 역대 최대치를 고쳐 쓰면서 수출 증가세를 주도했다.
A0018-C003,A0018-C003-m1,수출액,무역,반도체,141900000000,달러,달러,currency,,,수준값,증가,현재값,KOSIS_VALUE,2024,2025-01-02,Y,전년,,4,152,,ALTERNATE,NOT_TOP_TABLE,후순위 통계표 후보,"품목별,수출",lexical,152.0,Y,,,,434,DT_434_STBL_1028682,공예품 품목별 수출입 실적,2016058,문화체육관광산업통계 > 수출입 실적 현황,meta_index 없음 또는 코드명 매칭 없음,,,,,,,,,,meta 없음,,,주력 수출 품목인 반도체 수출액이 1419억달러로 역대 최대치를 고쳐 쓰면서 수출 증가세를 주도했다.
A0018-C003,A0018-C003-m1,수출액,무역,반도체,141900000000,달러,달러,currency,,,수준값,증가,현재값,KOSIS_VALUE,2024,2025-01-02,Y,전년,,5,152,,ALTERNATE,NOT_TOP_TABLE,후순위 통계표 후보,"품목별,수출",lexical,152.0,Y,,,,434,DT_434_STBL_1028678,레저용품 품목별 수출입 실적,2016058,문화체육관광산업통계 > 수출입 실적 현황,meta_index 없음 또는 코드명 매칭 없음,,,,,,,,,,meta 없음,,,주력 수출 품목인 반도체 수출액이 1419억달러로 역대 최대치를 고쳐 쓰면서 수출 증가세를 주도했다.
A0018-C004,A0018-C004-m1,수입액 증감률,무역,-,1.6,%,%,rate,,,증감률,감소,증감률,KOSIS_VALUE,2024,2025-01-02,Y,전년,,1,416,132,REJECT,NO_COMPATIBLE_ITEM,단위·지표 의미가 맞는 ITEM 없음,"수입액,품목별,수출액,수입,수출,무역",lexical,416.0,Y,,,,360,DT_1R11001_FRM101,"품목별 수출액, 수입액",1976045,SITC에의한무역통계,품목별:총액[13102112831A.A]/item=N/score=30 | 품목별:기타 우표 또는 수입인지우편요금 별납증지우편엽서[13102112831A.89649]/item=N/score=22 | 품목별:기타(우표 또는 수입인지 우편요금 별납증지  초일봉투 우편엽서(엽서) 및 이와 유사  )[13102112831A.89640]/item=N/score=22 | 품목별:우표 또는 수입인지 우편요금 별납증지  초일봉투 우편엽서(엽서) 및 이와 유사  [13102112831A.8964]/item=N/score=22 | 품목별:우표수입인지 또는 이와 유사한 물품  (우리나라에서 통용 또는 발행된 것  으로서 사[13102112831A.89283]/item=N/score=22 | 항목:수입액[13103112831T2]/item=Y/score=22 | 항목:수출액[13103112831T1]/item=Y/score=22 | 품목별:기타 여성 전체 또는 무릎길이 스타킹(면사 67decitex 이하)[13102112831A.84625]/item=N/score=20,,,,,13101112831A,품목별,13102112831A.A,총액,32,itm/obj 후보 선택,,,"작년 한국의 수입액은 전년보다 1.6% 감소한 6320억달러로, 518억달러의 무역 흑자를 기록했다."
A0018-C004,A0018-C004-m1,수입액 증감률,무역,-,1.6,%,%,rate,,,증감률,감소,증감률,KOSIS_VALUE,2024,2025-01-02,Y,전년,,2,132,,ALTERNATE,NOT_TOP_TABLE,후순위 통계표 후보,"수입액,무역,무역수지,수입,수출",lexical,132.0,Y,,,,145,DT_145009_026,"국내 의약품 생산·수출·수입액, 무역수지, 시장규모",2016008,의약품생산및수출수입실적 > 수출입 현황,항목:무역수지[T004]/item=Y/score=36 | 항목:수입액[T003]/item=Y/score=22 | 항목:수출액[T002]/item=Y/score=22,,,,,13999000,가상분류,DATA,데이터,2,itm/obj 후보 선택,,,"작년 한국의 수입액은 전년보다 1.6% 감소한 6320억달러로, 518억달러의 무역 흑자를 기록했다."
A0018-C004,A0018-C004-m1,수입액 증감률,무역,-,1.6,%,%,rate,,,증감률,감소,증감률,KOSIS_VALUE,2024,2025-01-02,Y,전년,,3,124,,ALTERNATE,NOT_TOP_TABLE,후순위 통계표 후보,"수입액,무역,무역수지,수입,수출",lexical,124.0,Y,,,,145,DT_145014_013,"위생용품 생산·수출·수입액 무역수지, 시장규모",2019072,위생용품산업현황 > 위생용품 산업현황 총괄,meta_index 없음 또는 코드명 매칭 없음,,,,,,,,,,meta 없음,,,"작년 한국의 수입액은 전년보다 1.6% 감소한 6320억달러로, 518억달러의 무역 흑자를 기록했다."
A0018-C004,A0018-C004-m1,수입액 증감률,무역,-,1.6,%,%,rate,,,증감률,감소,증감률,KOSIS_VALUE,2024,2025-01-02,Y,전년,,4,124,,ALTERNATE,NOT_TOP_TABLE,후순위 통계표 후보,"수입액,무역,무역수지,수입,수출",lexical,124.0,Y,,,,145,DT_14508_007,"의료기기 생산·수출·수입액, 무역수지, 시장규모",2014001,의료기기생산실적 > 의료기기 생산실적 총괄,meta_index 없음 또는 코드명 매칭 없음,,,,,,,,,,meta 없음,,,"작년 한국의 수입액은 전년보다 1.6% 감소한 6320억달러로, 518억달러의 무역 흑자를 기록했다."
A0018-C004,A0018-C004-m1,수입액 증감률,무역,-,1.6,%,%,rate,,,증감률,감소,증감률,KOSIS_VALUE,2024,2025-01-02,Y,전년,,5,120,,ALTERNATE,NOT_TOP_TABLE,후순위 통계표 후보,"무역,무역수지,국가별",lexical,120.0,Y,,,,127,DT_DEA0001_S10502,주요 국가별 기술별 기술무역수지 추이,2003037,기술무역통계 > 기술무역수지현황,항목:주요 국가별 기술별 기술무역수지 추이[T001]/item=Y/score=42 | 국가별:기타[1611213103200038T13]/item=N/score=6 | 국가별:네덜란드[1611213103200038T8]/item=N/score=6 | 국가별:독일[1611213103200038T4]/item=N/score=6 | 국가별:말레이시아[1611213103200038T11]/item=N/score=6 | 국가별:멕시코[1611213103200038T12]/item=N/score=6 | 국가별:미국[1611213103200038T2]/item=N/score=6 | 국가별:싱가포르[1611213103200038T7]/item=N/score=6,,,,,1511213101200038A,기술별,1511213102200038A.0017,건설교통,2,itm/obj 후보 선택,,,"작년 한국의 수입액은 전년보다 1.6% 감소한 6320억달러로, 518억달러의 무역 흑자를 기록했다."
A0018-C004,A0018-C004-m2,수입액,무역,-,632000000000,달러,달러,currency,,,수준값,감소,현재값,KOSIS_VALUE,2024,2025-01-02,Y,전년,,1,416,132,READY,READY,통계표·ITEM·OBJ·단위 의미 확정,"수입액,품목별,수출액,수입,수출,무역",lexical,416.0,Y,,,,360,DT_1R11001_FRM101,"품목별 수출액, 수입액",1976045,SITC에의한무역통계,품목별:총액[13102112831A.A]/item=N/score=30 | 품목별:기타 우표 또는 수입인지우편요금 별납증지우편엽서[13102112831A.89649]/item=N/score=22 | 품목별:기타(우표 또는 수입인지 우편요금 별납증지  초일봉투 우편엽서(엽서) 및 이와 유사  )[13102112831A.89640]/item=N/score=22 | 품목별:우표 또는 수입인지 우편요금 별납증지  초일봉투 우편엽서(엽서) 및 이와 유사  [13102112831A.8964]/item=N/score=22 | 품목별:우표수입인지 또는 이와 유사한 물품  (우리나라에서 통용 또는 발행된 것  으로서 사[13102112831A.89283]/item=N/score=22 | 항목:수입액[13103112831T2]/item=Y/score=22 | 항목:수출액[13103112831T1]/item=Y/score=22 | 품목별:기타 여성 전체 또는 무릎길이 스타킹(면사 67decitex 이하)[13102112831A.84625]/item=N/score=20,13103112831T2,수입액,천달러,140,13101112831A,품목별,13102112831A.A,총액,32,itm/obj 후보 선택,direct,,"작년 한국의 수입액은 전년보다 1.6% 감소한 6320억달러로, 518억달러의 무역 흑자를 기록했다."
A0018-C004,A0018-C004-m2,수입액,무역,-,632000000000,달러,달러,currency,,,수준값,감소,현재값,KOSIS_VALUE,2024,2025-01-02,Y,전년,,2,132,,ALTERNATE,NOT_TOP_TABLE,후순위 통계표 후보,"수입액,무역,무역수지,수입,수출",lexical,132.0,Y,,,,145,DT_145009_026,"국내 의약품 생산·수출·수입액, 무역수지, 시장규모",2016008,의약품생산및수출수입실적 > 수출입 현황,항목:무역수지[T004]/item=Y/score=36 | 항목:수입액[T003]/item=Y/score=22 | 항목:수출액[T002]/item=Y/score=22,T003,수입액,억원,140,13999000,가상분류,DATA,데이터,2,itm/obj 후보 선택,direct,,"작년 한국의 수입액은 전년보다 1.6% 감소한 6320억달러로, 518억달러의 무역 흑자를 기록했다."
A0018-C004,A0018-C004-m2,수입액,무역,-,632000000000,달러,달러,currency,,,수준값,감소,현재값,KOSIS_VALUE,2024,2025-01-02,Y,전년,,3,124,,ALTERNATE,NOT_TOP_TABLE,후순위 통계표 후보,"수입액,무역,무역수지,수입,수출",lexical,124.0,Y,,,,145,DT_145014_013,"위생용품 생산·수출·수입액 무역수지, 시장규모",2019072,위생용품산업현황 > 위생용품 산업현황 총괄,meta_index 없음 또는 코드명 매칭 없음,,,,,,,,,,meta 없음,,,"작년 한국의 수입액은 전년보다 1.6% 감소한 6320억달러로, 518억달러의 무역 흑자를 기록했다."
A0018-C004,A0018-C004-m2,수입액,무역,-,632000000000,달러,달러,currency,,,수준값,감소,현재값,KOSIS_VALUE,2024,2025-01-02,Y,전년,,4,124,,ALTERNATE,NOT_TOP_TABLE,후순위 통계표 후보,"수입액,무역,무역수지,수입,수출",lexical,124.0,Y,,,,145,DT_14508_007,"의료기기 생산·수출·수입액, 무역수지, 시장규모",2014001,의료기기생산실적 > 의료기기 생산실적 총괄,meta_index 없음 또는 코드명 매칭 없음,,,,,,,,,,meta 없음,,,"작년 한국의 수입액은 전년보다 1.6% 감소한 6320억달러로, 518억달러의 무역 흑자를 기록했다."
A0018-C004,A0018-C004-m2,수입액,무역,-,632000000000,달러,달러,currency,,,수준값,감소,현재값,KOSIS_VALUE,2024,2025-01-02,Y,전년,,5,120,,ALTERNATE,NOT_TOP_TABLE,후순위 통계표 후보,"무역,무역수지,국가별",lexical,120.0,Y,,,,127,DT_DEA0001_S10502,주요 국가별 기술별 기술무역수지 추이,2003037,기술무역통계 > 기술무역수지현황,항목:주요 국가별 기술별 기술무역수지 추이[T001]/item=Y/score=42 | 국가별:기타[1611213103200038T13]/item=N/score=6 | 국가별:네덜란드[1611213103200038T8]/item=N/score=6 | 국가별:독일[1611213103200038T4]/item=N/score=6 | 국가별:말레이시아[1611213103200038T11]/item=N/score=6 | 국가별:멕시코[1611213103200038T12]/item=N/score=6 | 국가별:미국[1611213103200038T2]/item=N/score=6 | 국가별:싱가포르[1611213103200038T7]/item=N/score=6,,,,,1511213101200038A,기술별,1511213102200038A.0017,건설교통,2,itm/obj 후보 선택,,,"작년 한국의 수입액은 전년보다 1.6% 감소한 6320억달러로, 518억달러의 무역 흑자를 기록했다."
A0018-C004,A0018-C004-m3,무역 흑자,무역,-,51800000000,달러,달러,currency,,,수준값,감소,현재값,KOSIS_VALUE,2024,2025-01-02,Y,전년,,1,276,272,REVIEW,AMBIGUOUS_TABLE,"1·2위 점수 차이 부족: margin=4, required=27","수입액,수출액,품목별,수입,수출,무역",lexical,276.0,Y,,,,360,DT_1R11001_FRM101,"품목별 수출액, 수입액",1976045,SITC에의한무역통계,품목별:총액[13102112831A.A]/item=N/score=28 | 품목별:기타 우표 또는 수입인지우편요금 별납증지우편엽서[13102112831A.89649]/item=N/score=22 | 품목별:기타(우표 또는 수입인지 우편요금 별납증지  초일봉투 우편엽서(엽서) 및 이와 유사  )[13102112831A.89640]/item=N/score=22 | 품목별:우표 또는 수입인지 우편요금 별납증지  초일봉투 우편엽서(엽서) 및 이와 유사  [13102112831A.8964]/item=N/score=22 | 품목별:우표수입인지 또는 이와 유사한 물품  (우리나라에서 통용 또는 발행된 것  으로서 사[13102112831A.89283]/item=N/score=22 | 항목:수입액[13103112831T2]/item=Y/score=22 | 항목:수출액[13103112831T1]/item=Y/score=22 | 품목별:기타 여성 전체 또는 무릎길이 스타킹(면사 67decitex 이하)[13102112831A.84625]/item=N/score=20,13103112831T2,수입액,천달러,60,13101112831A,품목별,13102112831A.A,총액,7,itm/obj 후보 선택,direct,,"작년 한국의 수입액은 전년보다 1.6% 감소한 6320억달러로, 518억달러의 무역 흑자를 기록했다."
A0018-C004,A0018-C004-m3,무역 흑자,무역,-,51800000000,달러,달러,currency,,,수준값,감소,현재값,KOSIS_VALUE,2024,2025-01-02,Y,전년,,2,272,,ALTERNATE,NOT_TOP_TABLE,후순위 통계표 후보,"수입액,무역수지,무역,수입,수출",lexical,272.0,Y,,,,145,DT_145009_026,"국내 의약품 생산·수출·수입액, 무역수지, 시장규모",2016008,의약품생산및수출수입실적 > 수출입 현황,항목:무역수지[T004]/item=Y/score=36 | 항목:수입액[T003]/item=Y/score=22 | 항목:수출액[T002]/item=Y/score=22,T004,무역수지,억원,80,13999000,가상분류,DATA,데이터,2,itm/obj 후보 선택,direct,,"작년 한국의 수입액은 전년보다 1.6% 감소한 6320억달러로, 518억달러의 무역 흑자를 기록했다."
A0018-C004,A0018-C004-m3,무역 흑자,무역,-,51800000000,달러,달러,currency,,,수준값,감소,현재값,KOSIS_VALUE,2024,2025-01-02,Y,전년,,3,264,,ALTERNATE,NOT_TOP_TABLE,후순위 통계표 후보,"수입액,무역수지,무역,수입,수출",lexical,264.0,Y,,,,145,DT_145014_013,"위생용품 생산·수출·수입액 무역수지, 시장규모",2019072,위생용품산업현황 > 위생용품 산업현황 총괄,meta_index 없음 또는 코드명 매칭 없음,,,,,,,,,,meta 없음,,,"작년 한국의 수입액은 전년보다 1.6% 감소한 6320억달러로, 518억달러의 무역 흑자를 기록했다."
A0018-C004,A0018-C004-m3,무역 흑자,무역,-,51800000000,달러,달러,currency,,,수준값,감소,현재값,KOSIS_VALUE,2024,2025-01-02,Y,전년,,4,264,,ALTERNATE,NOT_TOP_TABLE,후순위 통계표 후보,"수입액,무역수지,무역,수입,수출",lexical,264.0,Y,,,,145,DT_14508_007,"의료기기 생산·수출·수입액, 무역수지, 시장규모",2014001,의료기기생산실적 > 의료기기 생산실적 총괄,meta_index 없음 또는 코드명 매칭 없음,,,,,,,,,,meta 없음,,,"작년 한국의 수입액은 전년보다 1.6% 감소한 6320억달러로, 518억달러의 무역 흑자를 기록했다."
A0018-C004,A0018-C004-m3,무역 흑자,무역,-,51800000000,달러,달러,currency,,,수준값,감소,현재값,KOSIS_VALUE,2024,2025-01-02,Y,전년,,5,260,,ALTERNATE,NOT_TOP_TABLE,후순위 통계표 후보,"무역수지,무역,국가별",lexical,260.0,Y,,,,127,DT_DEA0001_S10502,주요 국가별 기술별 기술무역수지 추이,2003037,기술무역통계 > 기술무역수지현황,항목:주요 국가별 기술별 기술무역수지 추이[T001]/item=Y/score=42 | 국가별:기타[1611213103200038T13]/item=N/score=6 | 국가별:네덜란드[1611213103200038T8]/item=N/score=6 | 국가별:독일[1611213103200038T4]/item=N/score=6 | 국가별:말레이시아[1611213103200038T11]/item=N/score=6 | 국가별:멕시코[1611213103200038T12]/item=N/score=6 | 국가별:미국[1611213103200038T2]/item=N/score=6 | 국가별:싱가포르[1611213103200038T7]/item=N/score=6,,,,,1511213101200038A,기술별,1511213102200038A.0017,건설교통,2,itm/obj 후보 선택,,,"작년 한국의 수입액은 전년보다 1.6% 감소한 6320억달러로, 518억달러의 무역 흑자를 기록했다."
A0018-C008,A0018-C008-m1,수출액,무역,-,61380000000,달러,달러,currency,,,수준값,-,현재값,KOSIS_VALUE,202401,2025-01-02,M,전년동월,,1,440,168,READY,READY,통계표·ITEM·OBJ·단위 의미 확정,"수출액,품목별,수입액,수출,수입,무역",lexical,440.0,Y,,,,360,DT_1R11001_FRM101,"품목별 수출액, 수입액",1976045,SITC에의한무역통계,품목별:감광성 반도체 디바이스 및 발광다이오드 [13102112831A.77637]/item=N/score=60 | 품목별:다이오드트랜지스터 기타 이와 유사한 반도체 디바이스[13102112831A.7763]/item=N/score=60 | 품목별:기타 전자집적회로와 초소형 조립회로 [13102112831A.77649]/item=N/score=54 | 품목별:전자집적회로와 초소향 조립회로[13102112831A.7764]/item=N/score=54 | 품목별:776.81항의 압전기 결정소자 및 776.3항의  디바이스의 부분품[13102112831A.77688]/item=N/score=42 | 품목별:다이리스터 다이액과 트라이액(감광성 디  바이스 제외)[13102112831A.77635]/item=N/score=42 | 품목별:달리 명시되지 않은 액정 디바이스레이저 기기[13102112831A.8719]/item=N/score=42 | 품목별: 불이나 웨이퍼 반도체 장비 또는 집적회로 평면판표시장치 제조를 위한 기계 및 기구[13102112831A.72821]/item=N/score=36,13103112831T1,수출액,천달러,140,13101112831A,품목별,13102112831A.A,총액,32,itm/obj 후보 선택,direct,,작년 12월 수출은 613억8000만달러로 1년 전 대비 6.6% 늘어 한 달 전(1.4%)에 비해 오름폭을 키웠다.
A0018-C008,A0018-C008-m1,수출액,무역,-,61380000000,달러,달러,currency,,,수준값,-,현재값,KOSIS_VALUE,202401,2025-01-02,M,전년동월,,2,168,,ALTERNATE,NOT_TOP_TABLE,후순위 통계표 후보,"무역,수입액,무역수지,수출,수입",lexical,168.0,Y,,,,145,DT_145009_026,"국내 의약품 생산·수출·수입액, 무역수지, 시장규모",2016008,의약품생산및수출수입실적 > 수출입 현황,항목:무역수지[T004]/item=Y/score=36 | 항목:수출액[T002]/item=Y/score=30 | 항목:수입액[T003]/item=Y/score=26,T002,수출액,억원,140,13999000,가상분류,DATA,데이터,2,itm/obj 후보 선택,direct,,작년 12월 수출은 613억8000만달러로 1년 전 대비 6.6% 늘어 한 달 전(1.4%)에 비해 오름폭을 키웠다.
A0018-C008,A0018-C008-m1,수출액,무역,-,61380000000,달러,달러,currency,,,수준값,-,현재값,KOSIS_VALUE,202401,2025-01-02,M,전년동월,,3,148,,ALTERNATE,NOT_TOP_TABLE,후순위 통계표 후보,"무역,수입액,무역수지,수출,수입",lexical,148.0,Y,,,,145,DT_145014_013,"위생용품 생산·수출·수입액 무역수지, 시장규모",2019072,위생용품산업현황 > 위생용품 산업현황 총괄,meta_index 없음 또는 코드명 매칭 없음,,,,,,,,,,meta 없음,,,작년 12월 수출은 613억8000만달러로 1년 전 대비 6.6% 늘어 한 달 전(1.4%)에 비해 오름폭을 키웠다.
A0018-C008,A0018-C008-m1,수출액,무역,-,61380000000,달러,달러,currency,,,수준값,-,현재값,KOSIS_VALUE,202401,2025-01-02,M,전년동월,,4,148,,ALTERNATE,NOT_TOP_TABLE,후순위 통계표 후보,"무역,수입액,무역수지,수출,수입",lexical,148.0,Y,,,,145,DT_14508_007,"의료기기 생산·수출·수입액, 무역수지, 시장규모",2014001,의료기기생산실적 > 의료기기 생산실적 총괄,meta_index 없음 또는 코드명 매칭 없음,,,,,,,,,,meta 없음,,,작년 12월 수출은 613억8000만달러로 1년 전 대비 6.6% 늘어 한 달 전(1.4%)에 비해 오름폭을 키웠다.
A0018-C008,A0018-C008-m1,수출액,무역,-,61380000000,달러,달러,currency,,,수준값,-,현재값,KOSIS_VALUE,202401,2025-01-02,M,전년동월,,5,136,,ALTERNATE,NOT_TOP_TABLE,후순위 통계표 후보,"수출액,수입액,수출,수입,국가별,무역",lexical,136.0,Y,,,,360,DT_1R11006_FRM101,"국가별 수출액, 수입액",1976045,SITC에의한무역통계,항목:수출액[13103103829T1]/item=Y/score=30 | 항목:수입액[13103103829T2]/item=Y/score=26 | 국가별:E.U.[13102103829E.EU]/item=N/score=6 | 국가별:가나[13102103829E.GH]/item=N/score=6 | 국가별:가봉[13102103829E.GA]/item=N/score=6 | 국가별:가이아나[13102103829E.GY]/item=N/score=6 | 국가별:감비아[13102103829E.GM]/item=N/score=6 | 국가별:건지[13102103829E.GG]/item=N/score=6,13103103829T1,수출액,천달러,140,13101103829E,국가별,13102103829E.00,계,7,itm/obj 후보 선택,direct,,작년 12월 수출은 613억8000만달러로 1년 전 대비 6.6% 늘어 한 달 전(1.4%)에 비해 오름폭을 키웠다.
A0018-C008,A0018-C008-m2,수출액 증감률,무역,-,6.6,%,%,rate,,,증감률,증가,증감률,KOSIS_VALUE,202401,2025-01-02,M,전년동월,,1,440,168,REJECT,NO_COMPATIBLE_ITEM,단위·지표 의미가 맞는 ITEM 없음,"수출액,품목별,수입액,수출,수입,무역",lexical,440.0,Y,,,,360,DT_1R11001_FRM101,"품목별 수출액, 수입액",1976045,SITC에의한무역통계,품목별:감광성 반도체 디바이스 및 발광다이오드 [13102112831A.77637]/item=N/score=60 | 품목별:다이오드트랜지스터 기타 이와 유사한 반도체 디바이스[13102112831A.7763]/item=N/score=60 | 품목별:기타 전자집적회로와 초소형 조립회로 [13102112831A.77649]/item=N/score=54 | 품목별:전자집적회로와 초소향 조립회로[13102112831A.7764]/item=N/score=54 | 품목별:776.81항의 압전기 결정소자 및 776.3항의  디바이스의 부분품[13102112831A.77688]/item=N/score=42 | 품목별:다이리스터 다이액과 트라이액(감광성 디  바이스 제외)[13102112831A.77635]/item=N/score=42 | 품목별:달리 명시되지 않은 액정 디바이스레이저 기기[13102112831A.8719]/item=N/score=42 | 품목별: 불이나 웨이퍼 반도체 장비 또는 집적회로 평면판표시장치 제조를 위한 기계 및 기구[13102112831A.72821]/item=N/score=36,,,,,13101112831A,품목별,13102112831A.A,총액,32,itm/obj 후보 선택,,,작년 12월 수출은 613억8000만달러로 1년 전 대비 6.6% 늘어 한 달 전(1.4%)에 비해 오름폭을 키웠다.
A0018-C008,A0018-C008-m2,수출액 증감률,무역,-,6.6,%,%,rate,,,증감률,증가,증감률,KOSIS_VALUE,202401,2025-01-02,M,전년동월,,2,168,,ALTERNATE,NOT_TOP_TABLE,후순위 통계표 후보,"무역,수입액,무역수지,수출,수입",lexical,168.0,Y,,,,145,DT_145009_026,"국내 의약품 생산·수출·수입액, 무역수지, 시장규모",2016008,의약품생산및수출수입실적 > 수출입 현황,항목:무역수지[T004]/item=Y/score=36 | 항목:수출액[T002]/item=Y/score=30 | 항목:수입액[T003]/item=Y/score=26,,,,,13999000,가상분류,DATA,데이터,2,itm/obj 후보 선택,,,작년 12월 수출은 613억8000만달러로 1년 전 대비 6.6% 늘어 한 달 전(1.4%)에 비해 오름폭을 키웠다.
A0018-C008,A0018-C008-m2,수출액 증감률,무역,-,6.6,%,%,rate,,,증감률,증가,증감률,KOSIS_VALUE,202401,2025-01-02,M,전년동월,,3,148,,ALTERNATE,NOT_TOP_TABLE,후순위 통계표 후보,"무역,수입액,무역수지,수출,수입",lexical,148.0,Y,,,,145,DT_145014_013,"위생용품 생산·수출·수입액 무역수지, 시장규모",2019072,위생용품산업현황 > 위생용품 산업현황 총괄,meta_index 없음 또는 코드명 매칭 없음,,,,,,,,,,meta 없음,,,작년 12월 수출은 613억8000만달러로 1년 전 대비 6.6% 늘어 한 달 전(1.4%)에 비해 오름폭을 키웠다.
A0018-C008,A0018-C008-m2,수출액 증감률,무역,-,6.6,%,%,rate,,,증감률,증가,증감률,KOSIS_VALUE,202401,2025-01-02,M,전년동월,,4,148,,ALTERNATE,NOT_TOP_TABLE,후순위 통계표 후보,"무역,수입액,무역수지,수출,수입",lexical,148.0,Y,,,,145,DT_14508_007,"의료기기 생산·수출·수입액, 무역수지, 시장규모",2014001,의료기기생산실적 > 의료기기 생산실적 총괄,meta_index 없음 또는 코드명 매칭 없음,,,,,,,,,,meta 없음,,,작년 12월 수출은 613억8000만달러로 1년 전 대비 6.6% 늘어 한 달 전(1.4%)에 비해 오름폭을 키웠다.
A0018-C008,A0018-C008-m2,수출액 증감률,무역,-,6.6,%,%,rate,,,증감률,증가,증감률,KOSIS_VALUE,202401,2025-01-02,M,전년동월,,5,136,,ALTERNATE,NOT_TOP_TABLE,후순위 통계표 후보,"수출액,수입액,수출,수입,국가별,무역",lexical,136.0,Y,,,,360,DT_1R11006_FRM101,"국가별 수출액, 수입액",1976045,SITC에의한무역통계,항목:수출액[13103103829T1]/item=Y/score=30 | 항목:수입액[13103103829T2]/item=Y/score=26 | 국가별:E.U.[13102103829E.EU]/item=N/score=6 | 국가별:가나[13102103829E.GH]/item=N/score=6 | 국가별:가봉[13102103829E.GA]/item=N/score=6 | 국가별:가이아나[13102103829E.GY]/item=N/score=6 | 국가별:감비아[13102103829E.GM]/item=N/score=6 | 국가별:건지[13102103829E.GG]/item=N/score=6,,,,,13101103829E,국가별,13102103829E.00,계,7,itm/obj 후보 선택,,,작년 12월 수출은 613억8000만달러로 1년 전 대비 6.6% 늘어 한 달 전(1.4%)에 비해 오름폭을 키웠다.
A0018-C008,A0018-C008-m4,수출액 증감률,무역,-,1.4,%,%,rate,,,증감률,증가,참고값,KOSIS_VALUE,202401,2025-01-02,M,전월,,1,440,168,REJECT,NO_COMPATIBLE_ITEM,단위·지표 의미가 맞는 ITEM 없음,"수출액,품목별,수입액,수출,수입,무역",lexical,440.0,Y,,,,360,DT_1R11001_FRM101,"품목별 수출액, 수입액",1976045,SITC에의한무역통계,품목별:감광성 반도체 디바이스 및 발광다이오드 [13102112831A.77637]/item=N/score=60 | 품목별:다이오드트랜지스터 기타 이와 유사한 반도체 디바이스[13102112831A.7763]/item=N/score=60 | 품목별:기타 전자집적회로와 초소형 조립회로 [13102112831A.77649]/item=N/score=54 | 품목별:전자집적회로와 초소향 조립회로[13102112831A.7764]/item=N/score=54 | 품목별:776.81항의 압전기 결정소자 및 776.3항의  디바이스의 부분품[13102112831A.77688]/item=N/score=42 | 품목별:다이리스터 다이액과 트라이액(감광성 디  바이스 제외)[13102112831A.77635]/item=N/score=42 | 품목별:달리 명시되지 않은 액정 디바이스레이저 기기[13102112831A.8719]/item=N/score=42 | 품목별: 불이나 웨이퍼 반도체 장비 또는 집적회로 평면판표시장치 제조를 위한 기계 및 기구[13102112831A.72821]/item=N/score=36,,,,,13101112831A,품목별,13102112831A.A,총액,32,itm/obj 후보 선택,,,작년 12월 수출은 613억8000만달러로 1년 전 대비 6.6% 늘어 한 달 전(1.4%)에 비해 오름폭을 키웠다.
A0018-C008,A0018-C008-m4,수출액 증감률,무역,-,1.4,%,%,rate,,,증감률,증가,참고값,KOSIS_VALUE,202401,2025-01-02,M,전월,,2,168,,ALTERNATE,NOT_TOP_TABLE,후순위 통계표 후보,"무역,수입액,무역수지,수출,수입",lexical,168.0,Y,,,,145,DT_145009_026,"국내 의약품 생산·수출·수입액, 무역수지, 시장규모",2016008,의약품생산및수출수입실적 > 수출입 현황,항목:무역수지[T004]/item=Y/score=36 | 항목:수출액[T002]/item=Y/score=30 | 항목:수입액[T003]/item=Y/score=26,,,,,13999000,가상분류,DATA,데이터,2,itm/obj 후보 선택,,,작년 12월 수출은 613억8000만달러로 1년 전 대비 6.6% 늘어 한 달 전(1.4%)에 비해 오름폭을 키웠다.
