claim_id,claim_measurement_id,article_id,title,date,url,claim_text,prev_sentence,next_sentence,claim_domain_scope,is_recurring_series,metric_domain,indicator,keywords,region,age_group,gender,industry_or_item,population_etc,origin_country,destination_country,period,period_end,prd_se,time_resolution_status,measurement_text,measurement_usage,measurement_source,measurement_indicator,measurement_item,measurement_period,measurement_prd_se,measurement_binding_source,measurement_role,value,value_min,value_max,value_approximate,unit,value_type,direction,change_base,evidence_text,extraction_confidence,needs_review,review_reason,measurement_repaired,measurement_fallback_count,measurement_binding_fallback_count,extraction_model,prompt_version,extracted_at,claim_indicator,claim_industry_or_item,item_ungrounded,dropped_item,claim_period,claim_prd_se,period_span_start,period_span_end,period_aggregation,raw_measurement_period,period_alignment_status,raw_unit,canonical_unit,unit_dimension,semantic_type,entity_type,comparison_period,mapping_eligible,in_ready,mapping_exclusion_code,mapping_exclusion_reason,mapping_gate,mapping_gate_reason,enrichment_actions,scope_gate_code,scope_gate_reason,scope_gate_severity,scope_gate_blocked
A1157-SPD0C16C0E5D,A1157-SPD0C16C0E5D-m1,A1157,“돈 못 갚아요” 자영업자 저축은행 연체율 9년여 만에 최고치,45747.0,https://www.chosun.com/economy/economy_general/2025/03/31/2RJUSYPX5RFTPAAUAFTPTVJ5RM,31일 한국은행이 국회 기획재정위 박성훈 의원(국민의힘)과 행정안전위 양부남 의원(더불어민주당)에게 제출한 ‘개인사업자대출 세부 업권별 연체율’ 자료에 따르면 작년 4분기 말 저축은행 연체율(1개월 이상 연체 기준)은 11.7%로 집계됐다.,은행과 2금융권 여러 곳에서 최대한 돈을 빌린 자영업자들이 높은 대출 금리와 소비 부진 등으로 상환 불능 상태에 빠져들며 저축은행 업권에서는 연체율이 10년 내 가장 높은 수준까지 치솟았다.,이는 2015년 2분기(11.87%) 이후 9년 6개월 만에 가장 높은 수준이다.,국내공식통계,Y,금융·금리,저축은행 연체율,"자영업자, 저축은행, 연체율, 4분기, 개인사업자대출",-,-,-,,자영업자,-,-,2023,-,Q,확정,11.7%,KOSIS_VALUE,hcx,저축은행 연체율,-,2023Q4,Q,hcx,현재값,11.7,-,-,N,%,수준값,-,전분기,'작년 4분기 말 저축은행 연체율(1개월 이상 연체 기준)은 11.7%로 집계됐다.',high,Y,measurement_binding_fallback:1,Y,0,1,HCX-007,v1.6-early-kosis-context,2026-08-11,저축은행 연체율,,N,,2023Q4,Q,,,,2023Q4,,%,%,rate,level,unspecified,,Y,Y,,,READY,ELIGIBLE,,,,,N
A1157-SP867291F798,A1157-SP867291F798-m1,A1157,“돈 못 갚아요” 자영업자 저축은행 연체율 9년여 만에 최고치,45747.0,https://www.chosun.com/economy/economy_general/2025/03/31/2RJUSYPX5RFTPAAUAFTPTVJ5RM,여신전문금융사(카드사·캐피탈 등)에서 개인사업자대출 연체율(3.67%)도 2014년 2분기(3.69%) 이래 10년 6개월 만에 가장 높은 수준을 기록했다.,1년 전인 2023년 4분기(7.63%)보다도 4.07%포인트 높아졌다.,개인사업자의 보험사 연체율(1.46%) 역시 2019년 2분기(1.48%) 이후 5년 6개월 내 최고점이다.,국내공식통계,Y,금융·금리,개인사업자대출 연체율,"저축은행, 여신전문금융사, 카드사, 캐피탈, 개인사업자, 연체율",-,-,-,여신전문금융사,-,-,-,2023,-,Q,확정,3.67%,KOSIS_VALUE,hcx,개인사업자대출 연체율,여신전문금융사,2023Q4,Q,hcx,현재값,3.67,-,-,N,%,비중,-,전분기,여신전문금융사(카드사·캐피탈 등)에서 개인사업자대출 연체율(3.67%)도 2014년 2분기(3.69%) 이래 10년 6개월 만에 가장 높은 수준을 기록했다.,high,Y,measurement_rule_fallback:1,Y,1,0,HCX-007,v1.6-early-kosis-context,2026-08-11,개인사업자대출 연체율,,N,,2023Q4,Q,,,,2023Q4,,%,%,rate,level,item,,Y,Y,,,READY,ELIGIBLE,,,,,N
A1157-SP21A3BC22A1,A1157-SP21A3BC22A1-m1,A1157,“돈 못 갚아요” 자영업자 저축은행 연체율 9년여 만에 최고치,45747.0,https://www.chosun.com/economy/economy_general/2025/03/31/2RJUSYPX5RFTPAAUAFTPTVJ5RM,지난해 4분기 말 현재 자영업 대출자 가운데 다중채무자(176만1000명)는 56.5%를 차지했다.,이들은 평균 4억3000만원에 이르는 빚을 가지고 있는 것으로 파악됐다.,대출액 기준으로는 전체 자영업자 대출액의 70.4%(749조6000억원)가 다중채무자의 빚이다.,국내공식통계,N,재정·조세,자영업 대출자 중 다중채무자 수,"자영업자, 대출자, 다중채무자, 비율",-,-,-,,자영업 대출자,-,-,2023,-,Q,확정,176만1000명,KOSIS_VALUE,hcx,자영업 대출자 중 다중채무자 수,-,2023Q4,Q,hcx,현재값,1761000,-,-,N,명,수준값,-,전분기,지난해 4분기 말 현재 자영업 대출자 가운데 다중채무자(176만1000명)는 56.5%를 차지했다.,high,N,-,N,0,0,HCX-007,v1.6-early-kosis-context,2026-08-11,자영업 대출자 중 다중채무자 비율,,N,,2023Q4,Q,,,,2023Q4,,명,명,person_count,count,unspecified,,Y,Y,,,READY,ELIGIBLE,,,,,N
A1157-SP8FEFF3F193,A1157-SP8FEFF3F193-m2,A1157,“돈 못 갚아요” 자영업자 저축은행 연체율 9년여 만에 최고치,45747.0,https://www.chosun.com/economy/economy_general/2025/03/31/2RJUSYPX5RFTPAAUAFTPTVJ5RM,대출액 기준으로는 전체 자영업자 대출액의 70.4%(749조6000억원)가 다중채무자의 빚이다.,지난해 4분기 말 현재 자영업 대출자 가운데 다중채무자(176만1000명)는 56.5%를 차지했다.,자영업 다중채무자는 1인당 평균 4억3000만원의 대출을 안고 있는 것으로 추산된다.,국내공식통계,N,금융·금리,전체 자영업자 대출액,"자영업자, 대출액, 다중채무자, 비율",-,-,-,,-,-,-,2023,-,Q,확정,749조6000억원,KOSIS_VALUE,hcx,전체 자영업자 대출액,-,2023Q4,Q,hcx,현재값,749600000000000,-,-,N,원,수준값,-,전분기,대출액 기준으로는 전체 자영업자 대출액의 70.4%(749조6000억원)가 다중채무자의 빚이다.,high,N,-,N,0,0,HCX-007,v1.6-early-kosis-context,2026-08-11,자영업자 대출액 중 다중채무자의 비율,,N,,2023Q4,Q,,,,2023Q4,,원,원,currency,amount,unspecified,,Y,Y,,,READY,ELIGIBLE,,,,,N
A0673-SPFFFDAEF95A,A0673-SPFFFDAEF95A-m1,A0673,"울릉군, 전국 고용률 1위 83.5%… 2위에는 청송군",45709.0,https://www.chosun.com/economy/economy_general/2025/02/21/WTMGCNUZRFBDBEF3XXSEMSPMXA,"20일 통계청은 ‘2024년 하반기 지역별 고용조사’에서 지난해 하반기 울릉군의 고용률은 83.5%로, 전년 동기 대비 1.1%포인트 상승했다고 밝혔다.",울릉군은 2014년 상반기부터 10년간 단 한 차례(2023년 상반기) 경북 청송군에 밀렸던 것을 제외하고 꾸준히 왕좌를 차지했다.,전국 고용률 1위다.,국내공식통계,Y,고용,고용률,"전국, 고용률, 울릉군, 청송군, 지역별 고용조사",-,-,-,울릉군,-,-,-,2024,-,Q,확정,83.5%,KOSIS_VALUE,hcx,고용률,울릉군,2024Q2,Q,hcx,현재값,83.5,-,-,N,%,수준값,증가,전분기,"20일 통계청은 ‘2024년 하반기 지역별 고용조사’에서 지난해 하반기 울릉군의 고용률은 83.5%로, 전년 동기 대비 1.1%포인트 상승했다고 밝혔다.",high,N,-,N,0,0,HCX-007,v1.6-early-kosis-context,2026-08-11,고용률,,N,,2024Q2,Q,,,,2024Q2,,%,%,rate,level,item,,Y,Y,,,READY,ELIGIBLE,,,,,N
A0673-SPE6313160DC,A0673-SPE6313160DC-m1,A0673,"울릉군, 전국 고용률 1위 83.5%… 2위에는 청송군",45709.0,https://www.chosun.com/economy/economy_general/2025/02/21/WTMGCNUZRFBDBEF3XXSEMSPMXA,"울릉군을 이어 2위는 청송군(81.8%)인데, 전체 시·군·구 중 고용률이 80%를 넘는 곳은 울릉군과 청송군뿐이었다.","울릉군은 섬 지역 특성상 자체적인 경제를 꾸리고 있어, 일할 수 있는 주민 대부분이 어업이나 관광 산업에 종사하는 사실상 ‘완전 고용’ 상태라는 게 통계청의 설명이다.","반대로 고용률이 가장 낮은 곳은 부산의 대표적 구도심인 영도구(48.1%)로, 전국 시·군·구 중 유일하게 고용률 50%를 넘지 못했다.",국내공식통계,Y,고용,고용률,"울릉군, 청송군, 고용률, 전국, 시·군·구",-,-,-,청송군,-,-,-,2024,-,Q,확정,81.8%,KOSIS_VALUE,hcx,고용률,청송군,2024하반기,Q,hcx,현재값,81.8,-,-,N,%,수준값,-,전년동기,"울릉군을 이어 2위는 청송군(81.8%)인데, 전체 시·군·구 중 고용률이 80%를 넘는 곳은 울릉군과 청송군뿐이었다.",high,N,-,Y,0,0,HCX-007,v1.6-early-kosis-context,2026-08-11,고용률,,N,,2024하반기,Q,,,,2024하반기,,%,%,rate,level,item,,Y,Y,,,READY,ELIGIBLE,,,,,N
A0673-SPE6313160DC,A0673-SPE6313160DC-m3,A0673,"울릉군, 전국 고용률 1위 83.5%… 2위에는 청송군",45709.0,https://www.chosun.com/economy/economy_general/2025/02/21/WTMGCNUZRFBDBEF3XXSEMSPMXA,"울릉군을 이어 2위는 청송군(81.8%)인데, 전체 시·군·구 중 고용률이 80%를 넘는 곳은 울릉군과 청송군뿐이었다.","울릉군은 섬 지역 특성상 자체적인 경제를 꾸리고 있어, 일할 수 있는 주민 대부분이 어업이나 관광 산업에 종사하는 사실상 ‘완전 고용’ 상태라는 게 통계청의 설명이다.","반대로 고용률이 가장 낮은 곳은 부산의 대표적 구도심인 영도구(48.1%)로, 전국 시·군·구 중 유일하게 고용률 50%를 넘지 못했다.",국내공식통계,Y,고용,고용률 임계값,"울릉군, 청송군, 고용률, 전국, 시·군·구",-,-,-,전국 시·군·구,-,-,-,2024,-,Q,확정,80%,KOSIS_VALUE,hcx,고용률 임계값,전국 시·군·구,2024하반기,Q,hcx,현재값,80,-,-,N,%,수준값,-,전년동기,"울릉군을 이어 2위는 청송군(81.8%)인데, 전체 시·군·구 중 고용률이 80%를 넘는 곳은 울릉군과 청송군뿐이었다.",high,N,-,Y,0,0,HCX-007,v1.6-early-kosis-context,2026-08-11,고용률,,N,,2024하반기,Q,,,,2024하반기,,%,%,rate,level,item,,Y,Y,,,READY,ELIGIBLE,,,,,N
A0673-SPACF868EAA8,A0673-SPACF868EAA8-m1,A0673,"울릉군, 전국 고용률 1위 83.5%… 2위에는 청송군",45709.0,https://www.chosun.com/economy/economy_general/2025/02/21/WTMGCNUZRFBDBEF3XXSEMSPMXA,"반대로 고용률이 가장 낮은 곳은 부산의 대표적 구도심인 영도구(48.1%)로, 전국 시·군·구 중 유일하게 고용률 50%를 넘지 못했다.","울릉군을 이어 2위는 청송군(81.8%)인데, 전체 시·군·구 중 고용률이 80%를 넘는 곳은 울릉군과 청송군뿐이었다.",한편 거주지가 아닌 취업자가 실제 근무하는 지역을 기준으로 측정한 ‘지역활동인구’는 도심에 밀집했다.,국내공식통계,Y,고용,고용률,"전국, 시·군·구, 고용률, 부산, 영도구",-,-,-,영도구,-,-,-,2024,-,H,확정,48.1%,KOSIS_VALUE,hcx,고용률,영도구,2024하반기,H,hcx,현재값,48.1,-,-,N,%,비중,-,전년동기,"반대로 고용률이 가장 낮은 곳은 부산의 대표적 구도심인 영도구(48.1%)로, 전국 시·군·구 중 유일하게 고용률 50%를 넘지 못했다.",high,N,-,N,0,0,HCX-007,v1.6-early-kosis-context,2026-08-11,고용률,,N,,2024하반기,H,,,,2024하반기,,%,%,rate,level,item,,Y,Y,,,READY,ELIGIBLE,,,,,N
A0673-SPACF868EAA8,A0673-SPACF868EAA8-m2,A0673,"울릉군, 전국 고용률 1위 83.5%… 2위에는 청송군",45709.0,https://www.chosun.com/economy/economy_general/2025/02/21/WTMGCNUZRFBDBEF3XXSEMSPMXA,"반대로 고용률이 가장 낮은 곳은 부산의 대표적 구도심인 영도구(48.1%)로, 전국 시·군·구 중 유일하게 고용률 50%를 넘지 못했다.","울릉군을 이어 2위는 청송군(81.8%)인데, 전체 시·군·구 중 고용률이 80%를 넘는 곳은 울릉군과 청송군뿐이었다.",한편 거주지가 아닌 취업자가 실제 근무하는 지역을 기준으로 측정한 ‘지역활동인구’는 도심에 밀집했다.,국내공식통계,Y,고용,고용률,"전국, 시·군·구, 고용률, 부산, 영도구",-,-,-,전국 시·군·구 평균,-,-,-,2024,-,H,확정,50%,KOSIS_VALUE,hcx,고용률,전국 시·군·구 평균,2024하반기,H,hcx,현재값,50,-,-,N,%,비중,-,전년동기,"반대로 고용률이 가장 낮은 곳은 부산의 대표적 구도심인 영도구(48.1%)로, 전국 시·군·구 중 유일하게 고용률 50%를 넘지 못했다.",high,N,-,N,0,0,HCX-007,v1.6-early-kosis-context,2026-08-11,고용률,,N,,2024하반기,H,,,,2024하반기,,%,%,rate,level,item,,Y,Y,,,READY,ELIGIBLE,,,,,N
A0382-SP13D297C5C5,A0382-SP13D297C5C5-m2,A0382,"내수부진, 혼술 문화... 서울 호프집 10곳 중 3곳 1년 내 폐업",45687.0,https://www.chosun.com/economy/economy_general/2025/01/30/QGHF2IJIGRHQZOVCDRVOH7YSRE,"최근 3년을 놓고 보더라도 서울시 내 호프집 수는 2022년 9159개, 2023년 8666개, 2024년 8220개로 계속해서 줄고 있다.","호프·간이주점은 맥주, 소주, 막걸리 등 술과 안주를 전문적으로 파는 주점을 의미한다.","경기도(1369만4685명)에 이어 가장 많은 인구가 집중돼 있는 서울(933만1828명)에서, 서민들이 즐겨 찾는 호프집이 지속적으로 줄고 있다는 건 그만큼 내수부진이 심각하다는 의미다.",국내공식통계,N,소매·소비,서울시 내 호프집 수,"서울, 호프집, 내수부진, 폐업",-,-,-,호프집,-,-,-,2024,-,Y,확정,8220개,KOSIS_VALUE,hcx,서울시 내 호프집 수,호프집,2024,Y,hcx,현재값,8220,-,-,N,개,수준값,-,전년,"최근 3년을 놓고 보더라도 서울시 내 호프집 수는 2022년 9159개, 2023년 8666개, 2024년 8220개로 계속해서 줄고 있다.",high,Y,measurement_binding_fallback:1,Y,0,1,HCX-007,v1.6-early-kosis-context,2026-08-11,서울시 내 호프집 수,호프집,N,,2024,Y,,,,2024,,개,개,count,count,item,,Y,Y,,,READY,ELIGIBLE,,,,,N
A0382-SP13D297C5C5,A0382-SP13D297C5C5-m3,A0382,"내수부진, 혼술 문화... 서울 호프집 10곳 중 3곳 1년 내 폐업",45687.0,https://www.chosun.com/economy/economy_general/2025/01/30/QGHF2IJIGRHQZOVCDRVOH7YSRE,"최근 3년을 놓고 보더라도 서울시 내 호프집 수는 2022년 9159개, 2023년 8666개, 2024년 8220개로 계속해서 줄고 있다.","호프·간이주점은 맥주, 소주, 막걸리 등 술과 안주를 전문적으로 파는 주점을 의미한다.","경기도(1369만4685명)에 이어 가장 많은 인구가 집중돼 있는 서울(933만1828명)에서, 서민들이 즐겨 찾는 호프집이 지속적으로 줄고 있다는 건 그만큼 내수부진이 심각하다는 의미다.",국내공식통계,N,소매·소비,서울시 내 호프집 수,"서울, 호프집, 내수부진, 폐업",-,-,-,호프집,-,-,-,2023,-,Y,확정,8666개,KOSIS_VALUE,hcx,서울시 내 호프집 수,호프집,2023,Y,hcx,현재값,8666,-,-,N,개,수준값,-,전년,"최근 3년을 놓고 보더라도 서울시 내 호프집 수는 2022년 9159개, 2023년 8666개, 2024년 8220개로 계속해서 줄고 있다.",high,Y,measurement_binding_fallback:1,Y,0,1,HCX-007,v1.6-early-kosis-context,2026-08-11,서울시 내 호프집 수,호프집,N,,2024,Y,,,,2023,,개,개,count,count,item,,Y,Y,,,READY,ELIGIBLE,,,,,N
A0382-SP13D297C5C5,A0382-SP13D297C5C5-m4,A0382,"내수부진, 혼술 문화... 서울 호프집 10곳 중 3곳 1년 내 폐업",45687.0,https://www.chosun.com/economy/economy_general/2025/01/30/QGHF2IJIGRHQZOVCDRVOH7YSRE,"최근 3년을 놓고 보더라도 서울시 내 호프집 수는 2022년 9159개, 2023년 8666개, 2024년 8220개로 계속해서 줄고 있다.","호프·간이주점은 맥주, 소주, 막걸리 등 술과 안주를 전문적으로 파는 주점을 의미한다.","경기도(1369만4685명)에 이어 가장 많은 인구가 집중돼 있는 서울(933만1828명)에서, 서민들이 즐겨 찾는 호프집이 지속적으로 줄고 있다는 건 그만큼 내수부진이 심각하다는 의미다.",국내공식통계,N,소매·소비,서울시 내 호프집 수,"서울, 호프집, 내수부진, 폐업",-,-,-,호프집,-,-,-,2022,-,Y,확정,9159개,KOSIS_VALUE,hcx,서울시 내 호프집 수,호프집,2022,Y,hcx,현재값,9159,-,-,N,개,수준값,-,전년,"최근 3년을 놓고 보더라도 서울시 내 호프집 수는 2022년 9159개, 2023년 8666개, 2024년 8220개로 계속해서 줄고 있다.",high,Y,measurement_binding_fallback:1,Y,0,1,HCX-007,v1.6-early-kosis-context,2026-08-11,서울시 내 호프집 수,호프집,N,,2024,Y,,,,2022,,개,개,count,count,item,,Y,Y,,,READY,ELIGIBLE,,,,,N
A0382-SP8B6D770727,A0382-SP8B6D770727-m2,A0382,"내수부진, 혼술 문화... 서울 호프집 10곳 중 3곳 1년 내 폐업",45687.0,https://www.chosun.com/economy/economy_general/2025/01/30/QGHF2IJIGRHQZOVCDRVOH7YSRE,"구체적으로 2022년 1년 생존율이 67.3%로 대폭 떨어진 데 이어 2023년 68.5%로 소폭 상승했지만, 지난해 68.4%로 다시 감소했다.","새로 문을 연 호프집 중 1년 이상 영업을 이어간 호프집을 분류한 ‘1년 생존율’을 보면, 2019년 69%였던 1년 생존율은 2020년70.8%, 2021년 74.3%까지 증가했지만 이후 다시 60%대로 떨어졌다.",새로 문을 연 호프집 가운데 30% 가량은 1년도 버티지 못하고 폐업하고 있는 것이다.,국내공식통계,Y,소매·소비,서울시 내 호프집 1년 생존율,"서울, 호프집, 내수부진, 혼술 문화, 폐업",서울,-,-,호프집,-,-,-,2022,-,Y,확정,67.3%,KOSIS_VALUE,hcx,서울시 내 호프집 1년 생존율,호프집,2022,Y,hcx,현재값,67.3,-,-,N,%,수준값,증가,전년동기,"구체적으로 2022년 1년 생존율이 67.3%로 대폭 떨어진 데 이어 2023년 68.5%로 소폭 상승했지만, 지난해 68.4%로 다시 감소했다.",high,N,-,Y,0,0,HCX-007,v1.6-early-kosis-context,2026-08-11,서울시 내 호프집 1년 생존율,호프집,N,,2024,Y,,,,2022,,%,%,rate,level,item,,Y,Y,,,READY,ELIGIBLE,,,,,N
A0382-SP8B6D770727,A0382-SP8B6D770727-m3,A0382,"내수부진, 혼술 문화... 서울 호프집 10곳 중 3곳 1년 내 폐업",45687.0,https://www.chosun.com/economy/economy_general/2025/01/30/QGHF2IJIGRHQZOVCDRVOH7YSRE,"구체적으로 2022년 1년 생존율이 67.3%로 대폭 떨어진 데 이어 2023년 68.5%로 소폭 상승했지만, 지난해 68.4%로 다시 감소했다.","새로 문을 연 호프집 중 1년 이상 영업을 이어간 호프집을 분류한 ‘1년 생존율’을 보면, 2019년 69%였던 1년 생존율은 2020년70.8%, 2021년 74.3%까지 증가했지만 이후 다시 60%대로 떨어졌다.",새로 문을 연 호프집 가운데 30% 가량은 1년도 버티지 못하고 폐업하고 있는 것이다.,국내공식통계,Y,소매·소비,서울시 내 호프집 1년 생존율,"서울, 호프집, 내수부진, 혼술 문화, 폐업",서울,-,-,호프집,-,-,-,2023,-,Y,확정,68.5%,KOSIS_VALUE,hcx,서울시 내 호프집 1년 생존율,호프집,2023,Y,hcx,현재값,68.5,-,-,N,%,수준값,증가,전년동기,"구체적으로 2022년 1년 생존율이 67.3%로 대폭 떨어진 데 이어 2023년 68.5%로 소폭 상승했지만, 지난해 68.4%로 다시 감소했다.",high,N,-,Y,0,0,HCX-007,v1.6-early-kosis-context,2026-08-11,서울시 내 호프집 1년 생존율,호프집,N,,2024,Y,,,,2023,,%,%,rate,level,item,,Y,Y,,,READY,ELIGIBLE,,,,,N
A0382-SP8B6D770727,A0382-SP8B6D770727-m4,A0382,"내수부진, 혼술 문화... 서울 호프집 10곳 중 3곳 1년 내 폐업",45687.0,https://www.chosun.com/economy/economy_general/2025/01/30/QGHF2IJIGRHQZOVCDRVOH7YSRE,"구체적으로 2022년 1년 생존율이 67.3%로 대폭 떨어진 데 이어 2023년 68.5%로 소폭 상승했지만, 지난해 68.4%로 다시 감소했다.","새로 문을 연 호프집 중 1년 이상 영업을 이어간 호프집을 분류한 ‘1년 생존율’을 보면, 2019년 69%였던 1년 생존율은 2020년70.8%, 2021년 74.3%까지 증가했지만 이후 다시 60%대로 떨어졌다.",새로 문을 연 호프집 가운데 30% 가량은 1년도 버티지 못하고 폐업하고 있는 것이다.,국내공식통계,Y,소매·소비,서울시 내 호프집 1년 생존율,"서울, 호프집, 내수부진, 혼술 문화, 폐업",서울,-,-,호프집,-,-,-,2024,-,Y,확정,68.4%,KOSIS_VALUE,hcx,서울시 내 호프집 1년 생존율,호프집,2024,Y,hcx,현재값,68.4,-,-,N,%,수준값,증가,전년동기,"구체적으로 2022년 1년 생존율이 67.3%로 대폭 떨어진 데 이어 2023년 68.5%로 소폭 상승했지만, 지난해 68.4%로 다시 감소했다.",high,N,-,Y,0,0,HCX-007,v1.6-early-kosis-context,2026-08-11,서울시 내 호프집 1년 생존율,호프집,N,,2024,Y,,,,2024,,%,%,rate,level,item,,Y,Y,,,READY,ELIGIBLE,,,,,N
A0495-SPD347F35204,A0495-SPD347F35204-m1,A0495,지방 미분양 DSR 완화 압박에 난처한 금융위 “효과 의문”,45696.0,https://www.chosun.com/economy/economy_general/2025/02/08/KIO3SWFQ3ND2VOYMOMNJ7P3GL4,"국토교통부에 따르면, 지난해 12월말 기준 준공 후 미분양 주택은 2만1480가구로 전월 대비 15.2% 늘었다.",소득 심사 때문에 대출이 막혀 미분양이 쌓였다고 보기 어렵다는 얘기다.,2014년 7월 이후 10년 5개월 만에 처음으로 2만가구를 넘어섰다.,국내공식통계,Y,부동산,준공 후 미분양 주택 수,"미분양, 주택, 가구, 증가",-,-,-,,-,-,-,202312,-,M,확정,2만1480가구,KOSIS_VALUE,hcx,준공 후 미분양 주택 수,-,2023년 12월,M,hcx,현재값,21480,-,-,N,가구,수준값,증가,전월,"국토교통부에 따르면, 지난해 12월말 기준 준공 후 미분양 주택은 2만1480가구로 전월 대비 15.2% 늘었다.",high,N,-,N,0,0,HCX-007,v1.6-early-kosis-context,2026-08-11,준공 후 미분양 주택 수,,N,,2023년 12월,M,,,,2023년 12월,,가구,가구,count,count,household,,Y,Y,,,READY,ELIGIBLE,,,,,N
A2657-SP7761543E77,A2657-SP7761543E77-m1,A2657,우리나라 거주 외국인 주민 '역대 최다' 258만명… 전체 인구의 5%,45960.0,https://biz.chosun.com/topics/topics_social/2025/10/30/QR4AGGYKCBEB3AWOYIWTGTC3LM/,외국인 주민 수는 총 258만3626명으로 집계됐다.,"집계 대상은 2024년 11월 1일 기준, 3개월을 초과해 국내에 장기 거주한 외국인 주민의 수다.",인구주택총조사 기준 우리나라 총인구인 5180만5547명의 5%다.,국내공식통계,Y,인구,거주 외국인 주민 수,"우리나라, 거주, 외국인, 주민, 역대, 최다, 전체, 인구, 5%",-,-,-,,-,-,-,202411,-,M,확정,258만3626명,KOSIS_VALUE,hcx,거주 외국인 주민 수,-,2024년 11월,M,hcx,현재값,2583626,-,-,N,명,수준값,-,전년,외국인 주민 수는 총 258만3626명으로 집계됐다.,high,N,-,N,0,0,HCX-007,v1.6-early-kosis-context,2026-08-11,거주 외국인 주민 수,,N,,2024년 11월,M,,,,2024년 11월,,명,명,person_count,count,unspecified,,Y,Y,,,READY,ELIGIBLE,,,,,N
A2657-SPF7EB6B068D,A2657-SPF7EB6B068D-m1,A2657,우리나라 거주 외국인 주민 '역대 최다' 258만명… 전체 인구의 5%,45960.0,https://biz.chosun.com/topics/topics_social/2025/10/30/QR4AGGYKCBEB3AWOYIWTGTC3LM/,인구주택총조사 기준 우리나라 총인구인 5180만5547명의 5%다.,외국인 주민 수는 총 258만3626명으로 집계됐다.,"행안부는 ""국내 외국인주민 수는 통계가 처음 발표된 2006년 이후 매년 증가해, 지난해에도 사상 최대 규모를 경신했다""고 설명했다.",국내공식통계,Y,인구,우리나라 총인구,"우리나라, 거주, 외국인, 주민, 전체, 인구, 5%",-,-,-,,-,-,-,2024,-,Y,확정,5180만5547명,KOSIS_VALUE,hcx,우리나라 총인구,-,2024,Y,hcx,현재값,51805547,-,-,N,명,수준값,-,전년,인구주택총조사 기준 우리나라 총인구인 5180만5547명의 5%다.,high,N,-,N,0,0,HCX-007,v1.6-early-kosis-context,2026-08-11,거주 외국인 주민 비율,,N,,2024,Y,,,,2024,,명,명,person_count,count,person,,Y,Y,,,READY,ELIGIBLE,,,,,N
A2657-SP886FE569BE,A2657-SP886FE569BE-m1,A2657,우리나라 거주 외국인 주민 '역대 최다' 258만명… 전체 인구의 5%,45960.0,https://biz.chosun.com/topics/topics_social/2025/10/30/QR4AGGYKCBEB3AWOYIWTGTC3LM/,"특히 지난해 통계 대비 유학생(+2만6908명·13%↑)의 증가 추세가 두드러졌다. 이어 외국인근로자(+3만2384명·6.9%↑), 결혼이민자(+1만1767명·6.5%↑) 순으로 증가 폭이 컸다.","행안부는 ""국내 외국인주민 수는 통계가 처음 발표된 2006년 이후 매년 증가해, 지난해에도 사상 최대 규모를 경신했다""고 설명했다.","외국인주민은 17개 모든 시·도에서 지속적으로 증가하고 있으며, 전년 대비 증가율이 높은 시·도는 전남(10.5%↑), 울산(8.9%↑), 경북·충남(8.8%↑), 충북(8.4%↑) 순이었다.",국내공식통계,Y,인구,유학생 수,"우리나라, 거주, 외국인, 주민, 역대, 최다, 전체, 인구, 5%",-,-,-,,-,-,-,2024,-,Y,확정,유학생(+2만6908명·13%↑),KOSIS_VALUE,hcx,유학생 수,-,2024,Y,hcx,증감값,26908,-,-,N,명,증감량,증가,전년,"특히 지난해 통계 대비 유학생(+2만6908명·13%↑)의 증가 추세가 두드러졌다. 이어 외국인근로자(+3만2384명·6.9%↑), 결혼이민자(+1만1767명·6.5%↑) 순으로 증가 폭이 컸다.",high,N,-,N,0,0,HCX-007,v1.6-early-kosis-context,2026-08-11,거주 외국인 주민 수,,N,,2024,Y,,,,2024,,명,명,person_count,absolute_change,unspecified,2023,Y,Y,,,READY,ELIGIBLE,,,,,N
