claim_id,claim_measurement_id,article_id,title,date,url,claim_text,prev_sentence,next_sentence,claim_domain_scope,is_recurring_series,metric_domain,indicator,keywords,region,age_group,gender,industry_or_item,population_etc,origin_country,destination_country,period,period_end,prd_se,time_resolution_status,measurement_text,measurement_usage,measurement_source,measurement_indicator,measurement_item,measurement_period,measurement_prd_se,measurement_binding_source,measurement_role,value,value_min,value_max,value_approximate,unit,value_type,direction,change_base,evidence_text,extraction_confidence,needs_review,review_reason,measurement_repaired,measurement_fallback_count,measurement_binding_fallback_count,extraction_model,prompt_version,extracted_at,claim_indicator,claim_industry_or_item,claim_period,claim_prd_se,raw_measurement_period,period_alignment_status,raw_unit,canonical_unit,unit_dimension,semantic_type,entity_type,comparison_period,mapping_eligible,in_ready,mapping_exclusion_code,mapping_exclusion_reason,mapping_gate,mapping_gate_reason,enrichment_actions
A0023-SPED919A3F82,A0023-SPED919A3F82-m3,A0023,정부 “올해 경제성장률 1.8%”… 한은 전망보다 더 낮췄다,2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/FWT5PD42TZED7JTIXYCIECCFRE,작년 성장률 전망치를 2.2%로 6개월 전(2.6%)에 비해 0.4%포인트 낮춰 잡은 것도 정국 불안에 따른 불확실성을 감안한 점이 일부 영향을 미쳤다고 김 차관은 전했다.,기재부는 한은보다 성장률 전망치를 낮춘 이유로 줄탄핵 등 정치적 불확실성을 들었다.,거대 야당인 더불어민주당 주도의 4조원대 감액 예산안이 지난달 10일 국회를 통과한 점도 한은보다 새해 경제를 어둡게 전망한 이유다.,국내공식통계,N,재정·조세,성장률 전망치의 변화,"경제성장률, 전망치, 한은, 기재부, 성장률 전망",-,-,-,,-,-,-,2025,-,Y,확정,0.4%포인트 낮춰,KOSIS_VALUE,hcx,성장률 전망치의 변화,-,2024,Y,hcx,증감값,0.4,-,-,N,%,증감률,감소,전년,작년 성장률 전망치를 2.2%로 6개월 전(2.6%)에 비해 0.4%포인트 낮춰 잡은 것도 정국 불안에 따른 불확실성을 감안한 점이 일부 영향을 미쳤다고 김 차관은 전했다.,high,Y,measurement_rule_fallback:1;measurement_period_ungrounded:1,Y,1,0,HCX-007,v1.6-early-kosis-context,2026-07-30,경제성장률,,2025,Y,2024,COMPARISON_PERIOD_TO_TARGET,%,%,rate,rate_change,unspecified,2024,Y,Y,,,READY,ELIGIBLE,
A0023-SPC9A6E7ED48,A0023-SPC9A6E7ED48-m1,A0023,정부 “올해 경제성장률 1.8%”… 한은 전망보다 더 낮췄다,2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/FWT5PD42TZED7JTIXYCIECCFRE,이창용 한국은행 총재도 같은 달 17일 국회 기획재정위원회 현안질의에서 “현재 통과된 예산안은 경제(성장률)에 마이너스(-) 0.06%포인트정도 영향이 있다”고 말했었다.,거대 야당인 더불어민주당 주도의 4조원대 감액 예산안이 지난달 10일 국회를 통과한 점도 한은보다 새해 경제를 어둡게 전망한 이유다.,최근 한달새 나온 각종 경기 지표가 부진한 모습을 보인 점도 정부의 보수적인 경기 전망에 한몫했다.,국내공식통계,N,재정·조세,예산안의 경제성장률 영향,"경제성장률, 전망치, 한은, 국회, 예산안",-,-,-,,-,-,-,2025,-,Y,확정,0.06%,KOSIS_VALUE,hcx,예산안의 경제성장률 영향,-,2025,Y,hcx,현재값,0.06,-,-,N,%,비중,감소,전년,"이창용 한국은행 총재도 같은 달 17일 국회 기획재정위원회 현안질의에서 ""현재 통과된 예산안은 경제(성장률)에 마이너스(-) 0.06%포인트정도 영향이 있다""고 말했었다.",high,N,-,N,0,0,HCX-007,v1.6-early-kosis-context,2026-07-30,경제성장률,,2025,Y,2025,,%,%,rate,level,unspecified,,Y,Y,,,READY,ELIGIBLE,
A0023-SPE3405D9C32,A0023-SPE3405D9C32-m1,A0023,정부 “올해 경제성장률 1.8%”… 한은 전망보다 더 낮췄다,2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/FWT5PD42TZED7JTIXYCIECCFRE,"지난달 30일 발표된 통계청의 ‘11월 산업활동동향’에 따르면, 생산은 작년 9월(-0.4%)·10월(-0.2%)·11월(-0.4%) 등 3개월 연속으로 전월 대비 감소했다.",최근 한달새 나온 각종 경기 지표가 부진한 모습을 보인 점도 정부의 보수적인 경기 전망에 한몫했다.,설비투자도 작년 10월(-5.9%)·11월(-1.6%) 등 2달 연속 감소했다.,국내공식통계,N,생산·산업,산업생산지수,"산업활동동향, 생산, 전월 대비 감소",-,-,-,,-,-,-,202409,-,M,확정,-0.4%,KOSIS_VALUE,hcx,산업생산지수,-,2024-09,M,hcx,증감률,0.4,-,-,N,%,증감률,감소,전월,"지난달 30일 발표된 통계청의 ‘11월 산업활동동향’에 따르면, 생산은 작년 9월(-0.4%)·10월(-0.2%)·11월(-0.4%) 등 3개월 연속으로 전월 대비 감소했다.",high,N,-,Y,0,0,HCX-007,v1.6-early-kosis-context,2026-07-30,산업생산지수,,"2024-09, 2024-10, 2024-11",M,2024-09,,%,%,rate,rate_change,unspecified,202408,Y,Y,,,READY,ELIGIBLE,
A0023-SPE3405D9C32,A0023-SPE3405D9C32-m2,A0023,정부 “올해 경제성장률 1.8%”… 한은 전망보다 더 낮췄다,2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/FWT5PD42TZED7JTIXYCIECCFRE,"지난달 30일 발표된 통계청의 ‘11월 산업활동동향’에 따르면, 생산은 작년 9월(-0.4%)·10월(-0.2%)·11월(-0.4%) 등 3개월 연속으로 전월 대비 감소했다.",최근 한달새 나온 각종 경기 지표가 부진한 모습을 보인 점도 정부의 보수적인 경기 전망에 한몫했다.,설비투자도 작년 10월(-5.9%)·11월(-1.6%) 등 2달 연속 감소했다.,국내공식통계,N,생산·산업,산업생산지수,"산업활동동향, 생산, 전월 대비 감소",-,-,-,,-,-,-,202410,-,M,확정,-0.2%,KOSIS_VALUE,hcx,산업생산지수,-,2024-10,M,hcx,증감률,0.2,-,-,N,%,증감률,감소,전월,"지난달 30일 발표된 통계청의 ‘11월 산업활동동향’에 따르면, 생산은 작년 9월(-0.4%)·10월(-0.2%)·11월(-0.4%) 등 3개월 연속으로 전월 대비 감소했다.",high,N,-,Y,0,0,HCX-007,v1.6-early-kosis-context,2026-07-30,산업생산지수,,"2024-09, 2024-10, 2024-11",M,2024-10,,%,%,rate,rate_change,unspecified,202409,Y,Y,,,READY,ELIGIBLE,
A0023-SP5A84C92CFD,A0023-SP5A84C92CFD-m1,A0023,정부 “올해 경제성장률 1.8%”… 한은 전망보다 더 낮췄다,2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/FWT5PD42TZED7JTIXYCIECCFRE,다만 11월 소매판매는 전년 동월과 비교하면 1.9% 줄어 부진한 흐름을 이어갔다.,소비 지표인 소매판매는 9월(-0.3%)과 10월(-0.8%) 2달 연속 감소하다가 11월 0.4% 증가세로 돌아섰다.,◇잠재 성장률보다 낮은 올해 성장률 전망치 정부의 올해 성장률 전망치는 잠재,국내공식통계,N,소매·소비,소매판매 증감률,"소매판매, 전년 동월",-,-,-,,-,-,-,202411,-,M,확정,1.9%,KOSIS_VALUE,hcx,소매판매 증감률,-,2024-11,M,hcx,현재값,1.9,-,-,N,%,증감률,감소,전년동기,다만 11월 소매판매는 전년 동월과 비교하면 1.9% 줄어 부진한 흐름을 이어갔다.,high,N,-,N,0,0,HCX-007,v1.6-early-kosis-context,2026-07-30,소매판매,,2024-11,M,2024-11,,%,%,rate,rate_change,unspecified,202311,Y,Y,,,READY,ELIGIBLE,
A0023-SP92101A37A4,A0023-SP92101A37A4-m1,A0023,정부 “올해 경제성장률 1.8%”… 한은 전망보다 더 낮췄다,2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/FWT5PD42TZED7JTIXYCIECCFRE,"◇물가 상승률 전망도 물가안정 목표 밑돌아 정부는 올해 소비자 물가 상승률도 1.8%로 전망해, 6개월 전 전망치(2.1%)보다 0.3%포인트 낮춰잡았다.",경기가 일시적으로 나쁜 것이 아니라 성장률이 경제의 기초 체력을 뜻하는 잠재 성장률에도 미치지 못하는 저성장 터널로 들어서고 있다는 우려가 나온다.,작년 11월말 한국은행 전망치(1.9%)보다도 0.1%포인트 낮다.,국내공식통계,Y,물가,소비자 물가 상승률,"정부, 경제성장률, 물가안정 목표, 한국은행",-,-,-,,-,-,-,2025,-,Y,확정,1.8%,KOSIS_VALUE,hcx,소비자 물가 상승률,-,2025,Y,hcx,현재값,1.8,-,-,N,%,증감률,증가,전년,"◇물가 상승률 전망도 물가안정 목표 밑돌아 정부는 올해 소비자 물가 상승률도 1.8%로 전망해, 6개월 전 전망치(2.1%)보다 0.3%포인트 낮춰잡았다.",high,N,-,Y,0,0,HCX-007,v1.6-early-kosis-context,2026-07-30,소비자 물가 상승률,,2025,Y,2025,,%,%,rate,rate_change,unspecified,2024,Y,Y,,,READY,ELIGIBLE,
A0023-SP92101A37A4,A0023-SP92101A37A4-m3,A0023,정부 “올해 경제성장률 1.8%”… 한은 전망보다 더 낮췄다,2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/FWT5PD42TZED7JTIXYCIECCFRE,"◇물가 상승률 전망도 물가안정 목표 밑돌아 정부는 올해 소비자 물가 상승률도 1.8%로 전망해, 6개월 전 전망치(2.1%)보다 0.3%포인트 낮춰잡았다.",경기가 일시적으로 나쁜 것이 아니라 성장률이 경제의 기초 체력을 뜻하는 잠재 성장률에도 미치지 못하는 저성장 터널로 들어서고 있다는 우려가 나온다.,작년 11월말 한국은행 전망치(1.9%)보다도 0.1%포인트 낮다.,국내공식통계,Y,물가,소비자 물가 상승률 변화폭,"정부, 경제성장률, 물가안정 목표, 한국은행",-,-,-,,-,-,-,2025,-,Y,확정,0.3%포인트,KOSIS_VALUE,hcx,소비자 물가 상승률 변화폭,-,2025,Y,hcx,증감값,0.3,-,-,N,%,증감률,감소,전년,"◇물가 상승률 전망도 물가안정 목표 밑돌아 정부는 올해 소비자 물가 상승률도 1.8%로 전망해, 6개월 전 전망치(2.1%)보다 0.3%포인트 낮춰잡았다.",high,N,-,Y,0,0,HCX-007,v1.6-early-kosis-context,2026-07-30,소비자 물가 상승률,,2025,Y,2025,,%,%,rate,rate_change,unspecified,2024,Y,Y,,,READY,ELIGIBLE,
A0023-SPCF2549D440,A0023-SPCF2549D440-m1,A0023,정부 “올해 경제성장률 1.8%”… 한은 전망보다 더 낮췄다,2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/FWT5PD42TZED7JTIXYCIECCFRE,작년 11월말 한국은행 전망치(1.9%)보다도 0.1%포인트 낮다.,"◇물가 상승률 전망도 물가안정 목표 밑돌아 정부는 올해 소비자 물가 상승률도 1.8%로 전망해, 6개월 전 전망치(2.1%)보다 0.3%포인트 낮춰잡았다.",정부 전망대로 1%대 물가 상승률이 현실화활 경우 코로나 대유행 여파로 물가 상승률이 0.5%에 그쳤던 2020년 이후 5년 만에 처음으로 한국은행의 물가 안정 목표치를 밑돌게 된다.,국내공식통계,Y,재정·조세,경제성장률,"경제성장률, 전망, 소비자 물가 상승률, 한국은행",-,-,-,,-,-,-,2025,-,Y,확정,1.9%,KOSIS_VALUE,hcx,경제성장률,-,2025,Y,hcx,현재값,1.9,-,-,N,%,수준값,감소,전년,작년 11월말 한국은행 전망치(1.9%)보다도 0.1%포인트 낮다.,high,N,-,N,0,0,HCX-007,v1.6-early-kosis-context,2026-07-30,경제성장률,,2025,Y,2025,,%,%,rate,level,unspecified,,Y,Y,,,READY,ELIGIBLE,
A0023-SPCF2549D440,A0023-SPCF2549D440-m2,A0023,정부 “올해 경제성장률 1.8%”… 한은 전망보다 더 낮췄다,2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/FWT5PD42TZED7JTIXYCIECCFRE,작년 11월말 한국은행 전망치(1.9%)보다도 0.1%포인트 낮다.,"◇물가 상승률 전망도 물가안정 목표 밑돌아 정부는 올해 소비자 물가 상승률도 1.8%로 전망해, 6개월 전 전망치(2.1%)보다 0.3%포인트 낮춰잡았다.",정부 전망대로 1%대 물가 상승률이 현실화활 경우 코로나 대유행 여파로 물가 상승률이 0.5%에 그쳤던 2020년 이후 5년 만에 처음으로 한국은행의 물가 안정 목표치를 밑돌게 된다.,국내공식통계,Y,재정·조세,경제성장률 차이,"경제성장률, 전망, 소비자 물가 상승률, 한국은행",-,-,-,,-,-,-,2025,-,Y,확정,0.1%,KOSIS_VALUE,hcx,경제성장률 차이,-,2025,Y,hcx,현재값,0.1,-,-,N,%,증감률,감소,전년동월,작년 11월말 한국은행 전망치(1.9%)보다도 0.1%포인트 낮다.,high,N,-,N,0,0,HCX-007,v1.6-early-kosis-context,2026-07-30,경제성장률,,2025,Y,2025,,%,%,rate,rate_change,unspecified,2024,Y,Y,,,READY,ELIGIBLE,
A0023-SP7267A91177,A0023-SP7267A91177-m1,A0023,정부 “올해 경제성장률 1.8%”… 한은 전망보다 더 낮췄다,2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/FWT5PD42TZED7JTIXYCIECCFRE,저출산·고령화 장기화로 생산연령인구(15~64세)가 줄어드는 가운데 경기 부진세가 이어지면서 올해 취업자 수도 12만명 늘어나는 데 그칠 것으로 정부는 전망했다.,성장률과 물가 상승률이 모두 2%를 밑돈 경우는 2020년이 마지막이었다.,"올해 취업자 수 증가폭은 작년(17만명·정부 전망치)보다 5만명 줄어든 것으로, 코로나로 취업자 수가 21만8000명 줄어든 2020년 이후 가장 낮은 증가폭이다.",국내공식통계,Y,고용,취업자 수,"저출산, 고령화, 생산연령인구, 경기 부진, 취업자 수 증가폭",-,생산연령인구,-,,생산연령인구(15~64세),-,-,2025,-,Y,확정,12만명,KOSIS_VALUE,hcx,취업자 수,-,2025,Y,hcx,현재값,120000,-,-,N,명,수준값,증가,전년,저출산·고령화 장기화로 생산연령인구(15~64세)가 줄어드는 가운데 경기 부진세가 이어지면서 올해 취업자 수도 12만명 늘어나는 데 그칠 것으로 정부는 전망했다.,high,Y,measurement_binding_fallback:2,Y,0,2,HCX-007,v1.6-early-kosis-context,2026-07-30,취업자 수,,2025,Y,2025,,명,명,person_count,count,person,,Y,Y,,,READY,ELIGIBLE,
A0023-SP253B27241B,A0023-SP253B27241B-m1,A0023,정부 “올해 경제성장률 1.8%”… 한은 전망보다 더 낮췄다,2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/FWT5PD42TZED7JTIXYCIECCFRE,성장률과 물가 상승률이 모두 2%를 밑돈 경우는 2020년이 마지막이었다.,"경기 둔화 속 저물가는 투자와 고용 감소, 실업자 증가, 가계소득 감소, 소비 침체 등 악순환으로 이어질 수 있다.",저출산·고령화 장기화로 생산연령인구(15~64세)가 줄어드는 가운데 경기 부진세가 이어지면서 올해 취업자 수도 12만명 늘어나는 데 그칠 것으로 정부는 전망했다.,국내공식통계,N,기타,성장률과 물가 상승률,"성장률, 물가 상승률, 2%",-,-,-,,-,-,-,2020,-,Y,확정,2%,KOSIS_VALUE,hcx,성장률과 물가 상승률,-,2020,Y,hcx,증감률,2,-,-,N,%,증감률,유지,전년,성장률과 물가 상승률이 모두 2%를 밑돈 경우는 2020년이 마지막이었다.,high,N,-,N,0,0,HCX-007,v1.6-early-kosis-context,2026-07-30,성장률과 물가 상승률,,,,2020,,%,%,rate,rate_change,unspecified,2019,Y,Y,,,READY,ELIGIBLE,
A0023-SPF3CEC76FAD,A0023-SPF3CEC76FAD-m1,A0023,정부 “올해 경제성장률 1.8%”… 한은 전망보다 더 낮췄다,2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/FWT5PD42TZED7JTIXYCIECCFRE,673조3000억원 규모의 새해 예산 중 67%를 상반기(1~6월) 안으로 집행하겠다고도 했다.,"◇”1분기 상황 보고 추가 경기 보강안 마련” 김범석 1차관은 “경제 심리 개선과 내수 등 경기 회복이 급선무”라며 공공기관 추가 투자와 민간 투자 확대, 정책 금융 추가 공급 등에 18조원을 투입하는 등 경기 부양에 나서겠다고 밝혔다.",올해 상반기 한시로 자동차 개별소비세를 5%에서 3.5%(100만원 한도)로 30% 인하하겠다고 밝히는 등 내수 진작책도 내놨다.,국내공식통계,N,재정·조세,예산 총액,"예산, 상반기, 집행",-,-,-,,-,-,-,2025,-,Y,확정,673조3000억원,KOSIS_VALUE,hcx,예산 총액,-,2025,Y,hcx,현재값,673300000000000,-,-,N,원,수준값,-,전년,673조3000억원 규모의 새해 예산 중 67%를 상반기(1~6월) 안으로 집행하겠다고도 했다.,high,N,-,N,0,0,HCX-007,v1.6-early-kosis-context,2026-07-30,새해 예산,,2025,Y,2025,,원,원,currency,amount,unspecified,,Y,Y,,,READY,ELIGIBLE,
A0023-SPF3CEC76FAD,A0023-SPF3CEC76FAD-m2,A0023,정부 “올해 경제성장률 1.8%”… 한은 전망보다 더 낮췄다,2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/FWT5PD42TZED7JTIXYCIECCFRE,673조3000억원 규모의 새해 예산 중 67%를 상반기(1~6월) 안으로 집행하겠다고도 했다.,"◇”1분기 상황 보고 추가 경기 보강안 마련” 김범석 1차관은 “경제 심리 개선과 내수 등 경기 회복이 급선무”라며 공공기관 추가 투자와 민간 투자 확대, 정책 금융 추가 공급 등에 18조원을 투입하는 등 경기 부양에 나서겠다고 밝혔다.",올해 상반기 한시로 자동차 개별소비세를 5%에서 3.5%(100만원 한도)로 30% 인하하겠다고 밝히는 등 내수 진작책도 내놨다.,국내공식통계,N,재정·조세,상반기 예산 집행 비율,"예산, 상반기, 집행",-,-,-,,-,-,-,2025,-,Y,확정,67%,KOSIS_VALUE,hcx,상반기 예산 집행 비율,-,2025,Y,hcx,현재값,67,-,-,N,%,비중,-,전년,673조3000억원 규모의 새해 예산 중 67%를 상반기(1~6월) 안으로 집행하겠다고도 했다.,high,N,-,N,0,0,HCX-007,v1.6-early-kosis-context,2026-07-30,새해 예산,,2025,Y,2025,,%,%,rate,rate_level,unspecified,,Y,Y,,,READY,ELIGIBLE,
A0024-SP0ADF6BC121,A0024-SP0ADF6BC121-m1,A0024,"정부, 작년 세수 부족으로 韓銀서 170조원 빌려 썼다",2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/LYWZZSQ6I5AVJDNTRW6KAK6ORY,정부가 지난해 세수 부족으로 한국은행에서 170조원 넘는 돈을 빌려 쓴 것으로 나타났다.,-,"1일 더불어민주당 임광현 의원이 한은에서 제출받은 자료에 따르면, 정부는 지난해 한은에서 누적으로 따져 총 173조원을 일시 차입했다.",국내공식통계,N,재정·조세,정부 세수 부족으로 인한 한국은행에서의 차입금,"세수 부족, 한국은행, 차입금, 재정",-,-,-,,-,-,-,2024,-,Y,확정,170조원,KOSIS_VALUE,hcx,정부 세수 부족으로 인한 한국은행에서의 차입금,-,2024,Y,hcx,현재값,170000000000000,-,-,N,원,수준값,-,전년,정부가 지난해 세수 부족으로 한국은행에서 170조원 넘는 돈을 빌려 쓴 것으로 나타났다.,high,N,-,N,0,0,HCX-007,v1.6-early-kosis-context,2026-07-30,정부 세수 부족으로 인한 한국은행에서의 차입금,,2024,Y,2024,,원,원,currency,amount,unspecified,,Y,Y,,,READY,ELIGIBLE,
A0024-SPB6F2BCA704,A0024-SPB6F2BCA704-m1,A0024,"정부, 작년 세수 부족으로 韓銀서 170조원 빌려 썼다",2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/LYWZZSQ6I5AVJDNTRW6KAK6ORY,"1일 더불어민주당 임광현 의원이 한은에서 제출받은 자료에 따르면, 정부는 지난해 한은에서 누적으로 따져 총 173조원을 일시 차입했다.",정부가 지난해 세수 부족으로 한국은행에서 170조원 넘는 돈을 빌려 쓴 것으로 나타났다.,이는 관련 통계를 확인할 수 있는 2011년 이후 역대 최대 규모다.,국내공식통계,N,재정·조세,한국은행에서의 일시 차입금,"세수 부족, 한국은행, 일시 차입, 재정",-,-,-,,-,-,-,2024,-,Y,확정,173조원,KOSIS_VALUE,hcx,한국은행에서의 일시 차입금,-,2024,Y,hcx,현재값,173000000000000,-,-,N,원,수준값,-,전년,정부가 지난해 세수 부족으로 한국은행에서 누적으로 따져 총 173조원을 일시 차입했다.,high,N,-,N,0,0,HCX-007,v1.6-early-kosis-context,2026-07-30,한국은행에서의 일시 차입금,,2024,Y,2024,,원,원,currency,amount,unspecified,,Y,Y,,,READY,ELIGIBLE,
A0024-SP74CC09E73F,A0024-SP74CC09E73F-m2,A0024,"정부, 작년 세수 부족으로 韓銀서 170조원 빌려 썼다",2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/LYWZZSQ6I5AVJDNTRW6KAK6ORY,종전 최대인 2023년의 117조6000억원보다 47% 늘었다.,이는 관련 통계를 확인할 수 있는 2011년 이후 역대 최대 규모다.,현재는 172조원을 상환하고 1조원 정도 남은 상태다.,국내공식통계,N,재정·조세,정부의 한국은행 차입금 증가율,"세수 부족, 한국은행, 차입, 재정",-,-,-,,-,-,-,2023,-,Y,확정,47%,KOSIS_VALUE,hcx,정부의 한국은행 차입금 증가율,-,2023,Y,hcx,증감률,47,-,-,N,%,증감률,증가,전년,종전 최대인 2023년의 117조6000억원보다 47% 늘었다.,high,N,-,N,0,0,HCX-007,v1.6-early-kosis-context,2026-07-30,정부의 한국은행 차입금,,2023,Y,2023,,%,%,rate,rate_change,unspecified,2022,Y,Y,,,READY,ELIGIBLE,
A0024-SPBD5E9DA6C0,A0024-SPBD5E9DA6C0-m2,A0024,"정부, 작년 세수 부족으로 韓銀서 170조원 빌려 썼다",2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/LYWZZSQ6I5AVJDNTRW6KAK6ORY,정부의 연간 누적 대출은 2019년 36조5072억원에서 코로나 팬데믹이 터졌던 2020년 102조9130억원으로 크게 뛰었다.,정부가 한은 일시 대출을 많이 받을수록 세출에 비해 세입이 부족해 재원을 임시변통하는 일이 잦아졌다는 의미다.,"이후 2021년 7조6130억원, 2022년 34조2000억원 등으로 줄었다가 세수 펑크가 커진 2023년 117조6000억원으로 다시 급증했다.",국내공식통계,Y,재정·조세,정부의 연간 누적 대출,"세수 부족, 한국은행, 일시 대출, 재정",-,-,-,,-,-,-,2020,-,Y,확정,102조9130억원,KOSIS_VALUE,hcx,정부의 연간 누적 대출,-,2020,Y,hcx,현재값,102913000000000,-,-,N,원,수준값,-,전년,정부의 연간 누적 대출은 2019년 36조5072억원에서 코로나 팬데믹이 터졌던 2020년 102조9130억원으로 크게 뛰었다.,high,N,-,N,0,0,HCX-007,v1.6-early-kosis-context,2026-07-30,정부의 연간 누적 대출,,2023,Y,2020,,원,원,currency,amount,unspecified,,Y,Y,,,READY,ELIGIBLE,
A0024-SP6B92A26CC2,A0024-SP6B92A26CC2-m5,A0024,"정부, 작년 세수 부족으로 韓銀서 170조원 빌려 썼다",2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/LYWZZSQ6I5AVJDNTRW6KAK6ORY,"정부의 연간 누적 대출은 2019년 36조5072억원에서 코로나 팬데믹이 터졌던 2020년 102조9130억원으로 크게 뛰었다. 이후 2021년 7조6130억원, 2022년 34조2000억원 등으로 줄었다가 세수 펑크가 커진 2023년 117조6000억원으로 다시 급증했다.",정부가 한은 일시 대출을 많이 받을수록 세출에 비해 세입이 부족해 재원을 임시변통하는 일이 잦아졌다는 의미다.,지난해 이 같은 일시 대출에 따라 정부가 부담한 이자는 2092억원에 달한 것으로 집계됐다.,국내공식통계,Y,재정·조세,정부의 한은 일시 대출 누적액,"세수 부족, 한은, 일시 대출, 재정",-,-,-,,-,-,-,2023,-,Y,확정,117조6000억원,KOSIS_VALUE,hcx,정부의 한은 일시 대출 누적액,-,2023,Y,hcx,현재값,117600000000000,-,-,N,원,수준값,감소,전년동기,"[검증 대상 문장] 정부의 연간 누적 대출은 2019년 36조5072억원에서 코로나 팬데믹이 터졌던 2020년 102조9130억원으로 크게 뛰었다. 이후 2021년 7조6130억원, 2022년 34조2000억원 등으로 줄었다가 세수 펑크가 커진 2023년 117조6000억원으로 다시 급증했다.",high,N,-,N,0,0,HCX-007,v1.6-early-kosis-context,2026-07-30,정부의 한은 일시 대출 누적액,,2023,Y,2023,,원,원,currency,amount,unspecified,,Y,Y,,,READY,ELIGIBLE,
A0024-SP3ACEA6C6F7,A0024-SP3ACEA6C6F7-m1,A0024,"정부, 작년 세수 부족으로 韓銀서 170조원 빌려 썼다",2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/LYWZZSQ6I5AVJDNTRW6KAK6ORY,"이후 2021년 7조6130억원, 2022년 34조2000억원 등으로 줄었다가 세수 펑크가 커진 2023년 117조6000억원으로 다시 급증했다.",정부의 연간 누적 대출은 2019년 36조5072억원에서 코로나 팬데믹이 터졌던 2020년 102조9130억원으로 크게 뛰었다.,지난해 이 같은 일시 대출에 따라 정부가 부담한 이자는 2092억원에 달한 것으로 집계됐다.,국내공식통계,Y,재정·조세,정부 연간 누적 대출,"세수 부족, 한국은행, 일시 대출, 재정",-,-,-,,-,-,-,2021,-,Y,확정,7조6130억원,KOSIS_VALUE,hcx,정부 연간 누적 대출,-,2021,Y,hcx,현재값,7613000000000,-,-,N,원,수준값,감소,전년동기,"[검증 대상 문장] 이후 2021년 7조6130억원, 2022년 34조2000억원 등으로 줄었다가 세수 펑크가 커진 2023년 117조6000억원으로 다시 급증했다.",high,N,-,N,0,0,HCX-007,v1.6-early-kosis-context,2026-07-30,정부 연간 누적 대출,,2023,Y,2021,,원,원,currency,amount,unspecified,,Y,Y,,,READY,ELIGIBLE,
A0024-SP3ACEA6C6F7,A0024-SP3ACEA6C6F7-m2,A0024,"정부, 작년 세수 부족으로 韓銀서 170조원 빌려 썼다",2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/LYWZZSQ6I5AVJDNTRW6KAK6ORY,"이후 2021년 7조6130억원, 2022년 34조2000억원 등으로 줄었다가 세수 펑크가 커진 2023년 117조6000억원으로 다시 급증했다.",정부의 연간 누적 대출은 2019년 36조5072억원에서 코로나 팬데믹이 터졌던 2020년 102조9130억원으로 크게 뛰었다.,지난해 이 같은 일시 대출에 따라 정부가 부담한 이자는 2092억원에 달한 것으로 집계됐다.,국내공식통계,Y,재정·조세,정부 연간 누적 대출,"세수 부족, 한국은행, 일시 대출, 재정",-,-,-,,-,-,-,2022,-,Y,확정,34조2000억원,KOSIS_VALUE,hcx,정부 연간 누적 대출,-,2022,Y,hcx,현재값,34200000000000,-,-,N,원,수준값,감소,전년동기,"[검증 대상 문장] 이후 2021년 7조6130억원, 2022년 34조2000억원 등으로 줄었다가 세수 펑크가 커진 2023년 117조6000억원으로 다시 급증했다.",high,N,-,N,0,0,HCX-007,v1.6-early-kosis-context,2026-07-30,정부 연간 누적 대출,,2023,Y,2022,,원,원,currency,amount,unspecified,,Y,Y,,,READY,ELIGIBLE,
