claim_id,claim_measurement_id,article_id,title,date,url,claim_text,prev_sentence,next_sentence,claim_domain_scope,is_recurring_series,metric_domain,indicator,keywords,region,age_group,gender,industry_or_item,population_etc,origin_country,destination_country,period,period_end,prd_se,time_resolution_status,measurement_text,measurement_usage,measurement_source,measurement_indicator,measurement_item,measurement_period,measurement_prd_se,measurement_binding_source,measurement_role,value,value_min,value_max,value_approximate,unit,value_type,direction,change_base,evidence_text,extraction_confidence,needs_review,review_reason,measurement_repaired,measurement_fallback_count,measurement_binding_fallback_count,extraction_model,prompt_version,extracted_at,claim_grounded,extraction_scope,chunk_index
A0023-c011,A0023-c011-m3,A0023,정부 “올해 경제성장률 1.8%”… 한은 전망보다 더 낮췄다,2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/FWT5PD42TZED7JTIXYCIECCFRE,"올해 취업자 수 증가폭은 작년(17만명·정부 전망치)보다 5만명 줄어든 것으로, 코로나로 취업자 수가 21만8000명 줄어든 2020년 이후 가장 낮은 증가폭이다.",-,-,국내공식통계,N,고용,취업자 수 증가폭,"코로나, 취업자 수",-,-,-,-,-,-,-,2025,-,-,확정,21만8000명,KOSIS_VALUE,hcx,취업자 수 감소폭,-,2020,-,hcx,참고값,218000,-,-,N,명,수준값,감소,전년,"[38] 올해 취업자 수 증가폭은 작년(17만명·정부 전망치)보다 5만명 줄어든 것으로, 코로나로 취업자 수가 21만8000명 줄어든 2020년 이후 가장 낮은 증가폭이다.",high,N,-,Y,0,0,HCX-007,article-combined-v2.0-sentence-index,2026-07-31,Y,article_combined,1
A0023-c012,A0023-c012-m1,A0023,정부 “올해 경제성장률 1.8%”… 한은 전망보다 더 낮췄다,2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/FWT5PD42TZED7JTIXYCIECCFRE,"올해 취업자 수 증가폭은 작년(17만명·정부 전망치)보다 5만명 줄어든 것으로, 코로나로 취업자 수가 21만8000명 줄어든 2020년 이후 가장 낮은 증가폭이다.",-,-,국내공식통계,N,고용,취업자 수 증가폭,"경기 부진세, 취업자 수",-,-,-,-,-,-,-,2025,-,-,확정,17만명,KOSIS_VALUE,hcx,취업자 수 증가폭,-,2024,-,hcx,이전값,170000,-,-,N,명,수준값,증가,전년,"[38] 올해 취업자 수 증가폭은 작년(17만명·정부 전망치)보다 5만명 줄어든 것으로, 코로나로 취업자 수가 21만8000명 줄어든 2020년 이후 가장 낮은 증가폭이다.",high,Y,measurement_rule_fallback:1,Y,1,0,HCX-007,article-combined-v2.0-sentence-index,2026-07-31,Y,article_combined,1
A0023-c012,A0023-c012-m2,A0023,정부 “올해 경제성장률 1.8%”… 한은 전망보다 더 낮췄다,2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/FWT5PD42TZED7JTIXYCIECCFRE,"올해 취업자 수 증가폭은 작년(17만명·정부 전망치)보다 5만명 줄어든 것으로, 코로나로 취업자 수가 21만8000명 줄어든 2020년 이후 가장 낮은 증가폭이다.",-,-,국내공식통계,N,고용,취업자 수 증가폭,"경기 부진세, 취업자 수",-,-,-,-,-,-,-,2025,-,-,확정,5만명 감소,KOSIS_VALUE,hcx,취업자 수 증가폭,-,2025,-,hcx,증감값,50000,-,-,N,명,증감량,감소,전년,"[38] 올해 취업자 수 증가폭은 작년(17만명·정부 전망치)보다 5만명 줄어든 것으로, 코로나로 취업자 수가 21만8000명 줄어든 2020년 이후 가장 낮은 증가폭이다.",high,Y,measurement_rule_fallback:1,Y,1,0,HCX-007,article-combined-v2.0-sentence-index,2026-07-31,Y,article_combined,1
A0023-c012,A0023-c012-m3,A0023,정부 “올해 경제성장률 1.8%”… 한은 전망보다 더 낮췄다,2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/FWT5PD42TZED7JTIXYCIECCFRE,"올해 취업자 수 증가폭은 작년(17만명·정부 전망치)보다 5만명 줄어든 것으로, 코로나로 취업자 수가 21만8000명 줄어든 2020년 이후 가장 낮은 증가폭이다.",-,-,국내공식통계,N,고용,취업자 수 증가폭,"경기 부진세, 취업자 수",-,-,-,-,-,-,-,2025,-,-,확정,21만8000명,KOSIS_VALUE,rule_fallback,취업자 수 증가폭,-,2025,-,rule_fallback,현재값,218000,-,-,N,명,수준값,증가,-,"[38] 올해 취업자 수 증가폭은 작년(17만명·정부 전망치)보다 5만명 줄어든 것으로, 코로나로 취업자 수가 21만8000명 줄어든 2020년 이후 가장 낮은 증가폭이다.",high,Y,measurement_rule_fallback:1,Y,1,0,HCX-007,article-combined-v2.0-sentence-index,2026-07-31,Y,article_combined,1
A0024-c001,A0024-c001-m1,A0024,"정부, 작년 세수 부족으로 韓銀서 170조원 빌려 썼다",2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/LYWZZSQ6I5AVJDNTRW6KAK6ORY,"0 정부가 지난해 세수 부족으로 한국은행에서 170조원 넘는 돈을 빌려 쓴 것으로 나타났다. 1일 더불어민주당 임광현 의원이 한은에서 제출받은 자료에 따르면, 정부는 지난해 한은에서 누적으로 따져 총 173조원을 일시 차입했다.",-,-,국내공식통계,N,재정·조세,정부의 한은 일시 차입금,"세수 부족, 한은 일시 차입, 재정",-,-,-,-,-,-,-,2024,-,-,확정,170조원,KOSIS_VALUE,hcx,정부의 한은 일시 차입금,-,2024,-,hcx,현재값,170000000000000,-,-,N,원,수준값,-,-,[0] 0 정부가 지난해 세수 부족으로 한국은행에서 170조원 넘는 돈을 빌려 쓴 것으로 나타났다.,high,N,-,N,0,0,HCX-007,article-combined-v2.0-sentence-index,2026-07-31,Y,article_combined,0
A0024-c001,A0024-c001-m2,A0024,"정부, 작년 세수 부족으로 韓銀서 170조원 빌려 썼다",2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/LYWZZSQ6I5AVJDNTRW6KAK6ORY,"0 정부가 지난해 세수 부족으로 한국은행에서 170조원 넘는 돈을 빌려 쓴 것으로 나타났다. 1일 더불어민주당 임광현 의원이 한은에서 제출받은 자료에 따르면, 정부는 지난해 한은에서 누적으로 따져 총 173조원을 일시 차입했다.",-,-,국내공식통계,N,재정·조세,정부의 한은 일시 차입금,"세수 부족, 한은 일시 차입, 재정",-,-,-,-,-,-,-,2024,-,-,확정,173조원,KOSIS_VALUE,hcx,정부의 한은 일시 차입금,-,2024,-,hcx,현재값,173000000000000,-,-,N,원,수준값,-,-,[0] 0 정부가 지난해 세수 부족으로 한국은행에서 170조원 넘는 돈을 빌려 쓴 것으로 나타났다.,high,N,-,N,0,0,HCX-007,article-combined-v2.0-sentence-index,2026-07-31,Y,article_combined,0
A0024-c002,A0024-c002-m1,A0024,"정부, 작년 세수 부족으로 韓銀서 170조원 빌려 썼다",2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/LYWZZSQ6I5AVJDNTRW6KAK6ORY,종전 최대인 2023년의 117조6000억원보다 47% 늘었다.,-,-,국내공식통계,N,재정·조세,정부의 한은 일시 차입금,"세수 부족, 한은 일시 차입, 재정",-,-,-,-,-,-,-,2023,-,-,확정,117조6000억원,KOSIS_VALUE,hcx,정부의 한은 일시 차입금,-,2023,-,hcx,이전값,117600000000000,-,-,N,원,수준값,-,-,[3] 종전 최대인 2023년의 117조6000억원보다 47% 늘었다.,high,N,-,Y,0,0,HCX-007,article-combined-v2.0-sentence-index,2026-07-31,Y,article_combined,0
A0024-c002,A0024-c002-m2,A0024,"정부, 작년 세수 부족으로 韓銀서 170조원 빌려 썼다",2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/LYWZZSQ6I5AVJDNTRW6KAK6ORY,종전 최대인 2023년의 117조6000억원보다 47% 늘었다.,-,-,국내공식통계,N,재정·조세,정부의 한은 일시 차입금,"세수 부족, 한은 일시 차입, 재정",-,-,-,-,-,-,-,2023,-,-,확정,47%,KOSIS_VALUE,hcx,정부의 한은 일시 차입금 증가율,-,2023,-,hcx,증감률,47,-,-,N,%,증감률,증가,전년,[3] 종전 최대인 2023년의 117조6000억원보다 47% 늘었다.,high,N,-,Y,0,0,HCX-007,article-combined-v2.0-sentence-index,2026-07-31,Y,article_combined,0
A0024-c003,A0024-c003-m1,A0024,"정부, 작년 세수 부족으로 韓銀서 170조원 빌려 썼다",2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/LYWZZSQ6I5AVJDNTRW6KAK6ORY,현재는 172조원을 상환하고 1조원 정도 남은 상태다.,-,-,국내공식통계,N,재정·조세,정부의 한은 일시 차입금,"세수 부족, 한은 일시 차입, 재정",-,-,-,-,-,-,-,2024,-,-,확정,172조원,KOSIS_VALUE,hcx,정부의 한은 일시 차입금,-,2024,-,hcx,현재값,172000000000000,-,-,N,원,수준값,-,-,[4] 현재는 172조원을 상환하고 1조원 정도 남은 상태다.,high,N,-,N,0,0,HCX-007,article-combined-v2.0-sentence-index,2026-07-31,Y,article_combined,0
A0024-c003,A0024-c003-m2,A0024,"정부, 작년 세수 부족으로 韓銀서 170조원 빌려 썼다",2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/LYWZZSQ6I5AVJDNTRW6KAK6ORY,현재는 172조원을 상환하고 1조원 정도 남은 상태다.,-,-,국내공식통계,N,재정·조세,정부의 한은 일시 차입금,"세수 부족, 한은 일시 차입, 재정",-,-,-,-,-,-,-,2024,-,-,확정,1조원,KOSIS_VALUE,hcx,정부의 한은 일시 차입금 잔액,-,2024,-,hcx,현재값,1000000000000,-,-,N,원,수준값,-,-,[4] 현재는 172조원을 상환하고 1조원 정도 남은 상태다.,high,N,-,N,0,0,HCX-007,article-combined-v2.0-sentence-index,2026-07-31,Y,article_combined,0
A0024-c004,A0024-c004-m1,A0024,"정부, 작년 세수 부족으로 韓銀서 170조원 빌려 썼다",2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/LYWZZSQ6I5AVJDNTRW6KAK6ORY,지난해 이 같은 일시 대출에 따라 정부가 부담한 이자는 2092억원에 달한 것으로 집계됐다.,-,-,국내공식통계,N,재정·조세,정부의 한은 일시 차입금 이자,"세수 부족, 한은 일시 차입, 재정",-,-,-,-,-,-,-,2024,-,-,확정,2092억원,KOSIS_VALUE,hcx,정부의 한은 일시 차입금 이자,-,2024,-,hcx,현재값,209200000000,-,-,N,원,수준값,-,-,[10] 지난해 이 같은 일시 대출에 따라 정부가 부담한 이자는 2092억원에 달한 것으로 집계됐다.,high,N,-,N,0,0,HCX-007,article-combined-v2.0-sentence-index,2026-07-31,Y,article_combined,0
A0026-c001,A0026-c001-m1,A0026,"선물환포지션 한도 풀고, 외화대출 규제도 완화",2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/QWFKNTB7ZRARZGL4HKVD5NS234,"최근 미국 경제가 호조세를 보이고 있고, 트럼프 2기 행정부 출범과 국내 정치적 불안이 겹치면서 달러 대비 원화 환율은 지난달 말(30일) 오후 3시 30분 기준 1472.5원을 기록했다. 연간으로 따지면 무려 172.1원이 올랐다.",-,-,국내공식통계,N,금융·금리,환율,달러당 원화 환율,-,-,-,-,-,-,-,2024,-,-,확정,1472.5원,KOSIS_VALUE,hcx,환율,-,2024,-,hcx,현재값,1472.5,-,-,N,원,수준값,유지,전년,"[3] 최근 미국 경제가 호조세를 보이고 있고, 트럼프 2기 행정부 출범과 국내 정치적 불안이 겹치면서 달러 대비 원화 환율은 지난달 말(30일) 오후 3시 30분 기준 1472.5원을 기록했다.",high,N,-,N,0,0,HCX-007,article-combined-v2.0-sentence-index,2026-07-31,Y,article_combined,0
A0026-c001,A0026-c001-m2,A0026,"선물환포지션 한도 풀고, 외화대출 규제도 완화",2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/QWFKNTB7ZRARZGL4HKVD5NS234,"최근 미국 경제가 호조세를 보이고 있고, 트럼프 2기 행정부 출범과 국내 정치적 불안이 겹치면서 달러 대비 원화 환율은 지난달 말(30일) 오후 3시 30분 기준 1472.5원을 기록했다. 연간으로 따지면 무려 172.1원이 올랐다.",-,-,국내공식통계,N,금융·금리,환율,달러당 원화 환율,-,-,-,-,-,-,-,2024,-,-,확정,172.1원,KOSIS_VALUE,hcx,환율,-,2024,-,hcx,증감값,172.1,-,-,N,원,증감량,증가,전년,"[3] 최근 미국 경제가 호조세를 보이고 있고, 트럼프 2기 행정부 출범과 국내 정치적 불안이 겹치면서 달러 대비 원화 환율은 지난달 말(30일) 오후 3시 30분 기준 1472.5원을 기록했다.",high,N,-,N,0,0,HCX-007,article-combined-v2.0-sentence-index,2026-07-31,Y,article_combined,0
A0026-c002,A0026-c002-m1,A0026,"선물환포지션 한도 풀고, 외화대출 규제도 완화",2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/QWFKNTB7ZRARZGL4HKVD5NS234,"이에 정부는 선물환포지션(선물 외화자산에서 선물 외화부채를 뺀 값) 한도를 국내은행의 경우 50%에서 75%로, 외국은행 지점은 250%에서 375%로 상향한다.",-,-,국내공식통계,N,금융·금리,선물환포지션 한도,선물환포지션 한도,-,-,-,-,-,-,-,2025,-,-,확정,50%,POLICY_VALUE,hcx,선물환포지션 한도,국내은행,2024,-,hcx,현재값,50,-,-,N,%,수준값,유지,전년,"[6] 이에 정부는 선물환포지션(선물 외화자산에서 선물 외화부채를 뺀 값) 한도를 국내은행의 경우 50%에서 75%로, 외국은행 지점은 250%에서 375%로 상향한다.",high,N,-,N,0,0,HCX-007,article-combined-v2.0-sentence-index,2026-07-31,Y,article_combined,0
A0026-c002,A0026-c002-m2,A0026,"선물환포지션 한도 풀고, 외화대출 규제도 완화",2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/QWFKNTB7ZRARZGL4HKVD5NS234,"이에 정부는 선물환포지션(선물 외화자산에서 선물 외화부채를 뺀 값) 한도를 국내은행의 경우 50%에서 75%로, 외국은행 지점은 250%에서 375%로 상향한다.",-,-,국내공식통계,N,금융·금리,선물환포지션 한도,선물환포지션 한도,-,-,-,-,-,-,-,2025,-,-,확정,75%,POLICY_VALUE,hcx,선물환포지션 한도,국내은행,2025,-,hcx,현재값,75,-,-,N,%,수준값,증가,전년,"[6] 이에 정부는 선물환포지션(선물 외화자산에서 선물 외화부채를 뺀 값) 한도를 국내은행의 경우 50%에서 75%로, 외국은행 지점은 250%에서 375%로 상향한다.",high,N,-,N,0,0,HCX-007,article-combined-v2.0-sentence-index,2026-07-31,Y,article_combined,0
A0026-c002,A0026-c002-m3,A0026,"선물환포지션 한도 풀고, 외화대출 규제도 완화",2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/QWFKNTB7ZRARZGL4HKVD5NS234,"이에 정부는 선물환포지션(선물 외화자산에서 선물 외화부채를 뺀 값) 한도를 국내은행의 경우 50%에서 75%로, 외국은행 지점은 250%에서 375%로 상향한다.",-,-,국내공식통계,N,금융·금리,선물환포지션 한도,선물환포지션 한도,-,-,-,-,-,-,-,2025,-,-,확정,250%,POLICY_VALUE,hcx,선물환포지션 한도,외국은행 지점,2024,-,hcx,현재값,250,-,-,N,%,수준값,유지,전년,"[6] 이에 정부는 선물환포지션(선물 외화자산에서 선물 외화부채를 뺀 값) 한도를 국내은행의 경우 50%에서 75%로, 외국은행 지점은 250%에서 375%로 상향한다.",high,N,-,N,0,0,HCX-007,article-combined-v2.0-sentence-index,2026-07-31,Y,article_combined,0
A0026-c002,A0026-c002-m4,A0026,"선물환포지션 한도 풀고, 외화대출 규제도 완화",2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/QWFKNTB7ZRARZGL4HKVD5NS234,"이에 정부는 선물환포지션(선물 외화자산에서 선물 외화부채를 뺀 값) 한도를 국내은행의 경우 50%에서 75%로, 외국은행 지점은 250%에서 375%로 상향한다.",-,-,국내공식통계,N,금융·금리,선물환포지션 한도,선물환포지션 한도,-,-,-,-,-,-,-,2025,-,-,확정,375%,POLICY_VALUE,hcx,선물환포지션 한도,외국은행 지점,2025,-,hcx,현재값,375,-,-,N,%,수준값,증가,전년,"[6] 이에 정부는 선물환포지션(선물 외화자산에서 선물 외화부채를 뺀 값) 한도를 국내은행의 경우 50%에서 75%로, 외국은행 지점은 250%에서 375%로 상향한다.",high,N,-,N,0,0,HCX-007,article-combined-v2.0-sentence-index,2026-07-31,Y,article_combined,0
A0026-c003,A0026-c003-m1,A0026,"선물환포지션 한도 풀고, 외화대출 규제도 완화",2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/QWFKNTB7ZRARZGL4HKVD5NS234,"외환 당국 간 국민연금 외환스와프 한도는 기존 500억 달러에서 650억 달러로 증액하고, 만기를 올해 연말까지 연장했다.",-,-,국내공식통계,N,금융·금리,국민연금 외환스와프 한도,국민연금 외환스와프 한도,-,-,-,-,-,-,-,2025,-,-,확정,500억 달러,POLICY_VALUE,hcx,국민연금 외환스와프 한도,-,2024,-,hcx,현재값,50000000000,-,-,N,달러,수준값,유지,전년,"[18] 외환 당국 간 국민연금 외환스와프 한도는 기존 500억 달러에서 650억 달러로 증액하고, 만기를 올해 연말까지 연장했다.",high,N,-,N,0,0,HCX-007,article-combined-v2.0-sentence-index,2026-07-31,Y,article_combined,0
A0026-c003,A0026-c003-m2,A0026,"선물환포지션 한도 풀고, 외화대출 규제도 완화",2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/QWFKNTB7ZRARZGL4HKVD5NS234,"외환 당국 간 국민연금 외환스와프 한도는 기존 500억 달러에서 650억 달러로 증액하고, 만기를 올해 연말까지 연장했다.",-,-,국내공식통계,N,금융·금리,국민연금 외환스와프 한도,국민연금 외환스와프 한도,-,-,-,-,-,-,-,2025,-,-,확정,650억 달러,POLICY_VALUE,hcx,국민연금 외환스와프 한도,-,2025,-,hcx,현재값,65000000000,-,-,N,달러,수준값,증가,전년,"[18] 외환 당국 간 국민연금 외환스와프 한도는 기존 500억 달러에서 650억 달러로 증액하고, 만기를 올해 연말까지 연장했다.",high,N,-,N,0,0,HCX-007,article-combined-v2.0-sentence-index,2026-07-31,Y,article_combined,0
A0027-c001,A0027-c001-m1,A0027,“尹 지켜라” “즉각 체포” 한남동 관저 주변 찬반 시위,2025-01-03,https://www.chosun.com/national/national_general/2025/01/03/WYIS6PWV7BFZ5L5DVBCR23PLDE,공수처 검사·수사관들이 서울 용산구 한남동 관저에 도착하기도 전인 오전 7시 이미 친윤 시위대 600여 명이 “대통령을 지키자”는 구호를 외치며 한남동 일대에 모여들었다.,-,-,기타,N,기타,-,-,-,-,-,-,-,-,-,2025,-,-,확정,600여 명,KOSIS_VALUE,hcx,집회 참여 인원,친윤 시위대,-,-,hcx,현재값,600,-,-,Y,명,수준값,유지,전년,"[1] 공수처 등이 3일 오전 6시 13분쯤부터 윤석열 대통령 체포 영장 집행을 시작했다는 소식이 알려지자 친윤 진영에선 ""대통령을 지키러 가자""라는 목소리가 퍼져나왔다.",high,Y,measurement_period_ungrounded:1,N,0,0,HCX-007,article-combined-v2.0-sentence-index,2026-07-31,Y,article_combined,0
A0027-c002,A0027-c002-m1,A0027,“尹 지켜라” “즉각 체포” 한남동 관저 주변 찬반 시위,2025-01-03,https://www.chosun.com/national/national_general/2025/01/03/WYIS6PWV7BFZ5L5DVBCR23PLDE,친윤 시위대는 오후 4시쯤 1만2000명까지 불어났다.,-,-,기타,N,기타,-,-,-,-,-,-,-,-,-,2025,-,-,확정,1만2000명,KOSIS_VALUE,hcx,집회 참여 인원,친윤 시위대,-,-,hcx,현재값,12000,-,-,Y,명,수준값,유지,전년,[12] 친윤 시위대는 오후 4시쯤 1만2000명까지 불어났다.,high,Y,measurement_period_ungrounded:1,N,0,0,HCX-007,article-combined-v2.0-sentence-index,2026-07-31,Y,article_combined,0
A0027-c003,A0027-c003-m1,A0027,“尹 지켜라” “즉각 체포” 한남동 관저 주변 찬반 시위,2025-01-03,https://www.chosun.com/national/national_general/2025/01/03/WYIS6PWV7BFZ5L5DVBCR23PLDE,민주노총 집회엔 오후 4시까지 3000여 명이 모였다.,-,-,기타,N,기타,-,-,-,-,-,-,-,-,-,2025,-,-,확정,3000여 명,KOSIS_VALUE,hcx,집회 참여 인원,민주노총 등 반윤 시위대,-,-,hcx,현재값,3000,-,-,Y,명,수준값,유지,전년,[15] 민주노총 집회엔 오후 4시까지 3000여 명이 모였다.,high,Y,measurement_period_ungrounded:1,N,0,0,HCX-007,article-combined-v2.0-sentence-index,2026-07-31,Y,article_combined,0
A0028-c001,A0028-c001-m1,A0028,"현대차그룹 전기차 5종, 美 보조금 최대 7500달러 확정",2025-01-03,https://www.chosun.com/economy/auto/2025/01/03/JAOXUIC3JJEU7APKQ7W6OHYJRQ,1 현대차그룹 전기차가 미국에서 처음으로 최대 7500달러(약 1100만원) 규모 IRA(인플레이션 감축법) 보조금 지급 대상에 포함됐다.,-,-,개별기업,N,금융·금리,IRA 보조금,"전기차, 보조금, 현대차그룹, 테슬라, HMGMA",-,-,-,전기차,-,-,-,2025,-,-,확정,7500달러(약 1100만원),POLICY_VALUE,hcx,IRA 보조금,현대차그룹 전기차,2025,-,hcx,현재값,7500,-,-,N,달러,수준값,-,-,[0] 1 현대차그룹 전기차가 미국에서 처음으로 최대 7500달러(약 1100만원) 규모 IRA(인플레이션 감축법) 보조금 지급 대상에 포함됐다.,high,N,-,Y,0,0,HCX-007,article-combined-v2.0-sentence-index,2026-07-31,Y,article_combined,0
A0028-c001,A0028-c001-m2,A0028,"현대차그룹 전기차 5종, 美 보조금 최대 7500달러 확정",2025-01-03,https://www.chosun.com/economy/auto/2025/01/03/JAOXUIC3JJEU7APKQ7W6OHYJRQ,1 현대차그룹 전기차가 미국에서 처음으로 최대 7500달러(약 1100만원) 규모 IRA(인플레이션 감축법) 보조금 지급 대상에 포함됐다.,-,-,개별기업,N,금융·금리,IRA 보조금,"전기차, 보조금, 현대차그룹, 테슬라, HMGMA",-,-,-,전기차,-,-,-,2025,-,-,확정,약 1100만원,POLICY_VALUE,hcx,환율 변환,IRA 보조금,2025,-,hcx,참고값,11000000,-,-,Y,원,수준값,-,-,[0] 1 현대차그룹 전기차가 미국에서 처음으로 최대 7500달러(약 1100만원) 규모 IRA(인플레이션 감축법) 보조금 지급 대상에 포함됐다.,high,N,-,Y,0,0,HCX-007,article-combined-v2.0-sentence-index,2026-07-31,Y,article_combined,0
A0028-c002,A0028-c002-m1,A0028,"현대차그룹 전기차 5종, 美 보조금 최대 7500달러 확정",2025-01-03,https://www.chosun.com/economy/auto/2025/01/03/JAOXUIC3JJEU7APKQ7W6OHYJRQ,1 현대차그룹 전기차가 미국에서 처음으로 최대 7500달러(약 1100만원) 규모 IRA(인플레이션 감축법) 보조금 지급 대상에 포함됐다.,-,-,개별기업,N,금융·금리,IRA 보조금,"전기차, 보조금, 현대차그룹, 테슬라, HMGMA",-,-,-,전기차,-,-,-,2025,-,-,확정,7500달러,POLICY_VALUE,hcx,IRA 보조금,현대차그룹 전기차,2025,-,hcx,현재값,7500,-,-,N,달러,수준값,-,-,[0] 1 현대차그룹 전기차가 미국에서 처음으로 최대 7500달러(약 1100만원) 규모 IRA(인플레이션 감축법) 보조금 지급 대상에 포함됐다.,high,N,-,Y,0,0,HCX-007,article-combined-v2.0-sentence-index,2026-07-31,Y,article_combined,0
A0028-c002,A0028-c002-m2,A0028,"현대차그룹 전기차 5종, 美 보조금 최대 7500달러 확정",2025-01-03,https://www.chosun.com/economy/auto/2025/01/03/JAOXUIC3JJEU7APKQ7W6OHYJRQ,1 현대차그룹 전기차가 미국에서 처음으로 최대 7500달러(약 1100만원) 규모 IRA(인플레이션 감축법) 보조금 지급 대상에 포함됐다.,-,-,개별기업,N,금융·금리,IRA 보조금,"전기차, 보조금, 현대차그룹, 테슬라, HMGMA",-,-,-,전기차,-,-,-,2025,-,-,확정,약 1100만원,POLICY_VALUE,hcx,IRA 보조금,현대차그룹 전기차,2025,-,hcx,참고값,11000000,-,-,Y,원,수준값,-,-,[0] 1 현대차그룹 전기차가 미국에서 처음으로 최대 7500달러(약 1100만원) 규모 IRA(인플레이션 감축법) 보조금 지급 대상에 포함됐다.,high,N,-,Y,0,0,HCX-007,article-combined-v2.0-sentence-index,2026-07-31,Y,article_combined,0
A0028-c003,A0028-c003-m1,A0028,"현대차그룹 전기차 5종, 美 보조금 최대 7500달러 확정",2025-01-03,https://www.chosun.com/economy/auto/2025/01/03/JAOXUIC3JJEU7APKQ7W6OHYJRQ,"1일(현지 시각) 미국 에너지부는 홈페이지에 올해 보조금을 지급받을 수 있는 전기차로 현대차 아이오닉5와 아이오닉9, 기아 EV6와 EV9, 제네시스 GV70 전동화 모델을 포함한 모델 25개를 공개했다.",-,-,개별기업,N,금융·금리,IRA 보조금,"전기차, 보조금, 현대차그룹, 테슬라, HMGMA",-,-,-,전기차,-,-,-,2025,-,-,확정,25개,POLICY_VALUE,hcx,보조금 지급 대상 전기차 모델 수,현대차그룹 전기차,2025,-,hcx,현재값,25,-,-,N,개,수준값,-,-,"[4] 1일(현지 시각) 미국 에너지부는 홈페이지에 올해 보조금을 지급받을 수 있는 전기차로 현대차 아이오닉5와 아이오닉9, 기아 EV6와 EV9, 제네시스 GV70 전동화 모델을 포함한 모델 25개를 공개했다.",high,N,-,N,0,0,HCX-007,article-combined-v2.0-sentence-index,2026-07-31,Y,article_combined,0
A0028-c004,A0028-c004-m1,A0028,"현대차그룹 전기차 5종, 美 보조금 최대 7500달러 확정",2025-01-03,https://www.chosun.com/economy/auto/2025/01/03/JAOXUIC3JJEU7APKQ7W6OHYJRQ,"2023년에는 34개, 지난해에는 연말까지 50개 모델에 대해 혜택을 줬다.",-,-,개별기업,N,금융·금리,IRA 보조금,"전기차, 보조금, 현대차그룹, 테슬라, HMGMA",-,-,-,전기차,-,-,-,2023,-,-,확정,34개,KOSIS_VALUE,hcx,보조금 지급 대상 전기차 모델 수,현대차그룹 전기차,2023,-,hcx,이전값,34,-,-,N,개,수준값,-,-,"[5] 2023년에는 34개, 지난해에는 연말까지 50개 모델에 대해 혜택을 줬다.",high,N,-,Y,0,0,HCX-007,article-combined-v2.0-sentence-index,2026-07-31,Y,article_combined,0
A0028-c004,A0028-c004-m2,A0028,"현대차그룹 전기차 5종, 美 보조금 최대 7500달러 확정",2025-01-03,https://www.chosun.com/economy/auto/2025/01/03/JAOXUIC3JJEU7APKQ7W6OHYJRQ,"2023년에는 34개, 지난해에는 연말까지 50개 모델에 대해 혜택을 줬다.",-,-,개별기업,N,금융·금리,IRA 보조금,"전기차, 보조금, 현대차그룹, 테슬라, HMGMA",-,-,-,전기차,-,-,-,2023,-,-,확정,50개,KOSIS_VALUE,hcx,보조금 지급 대상 전기차 모델 수,현대차그룹 전기차,2024,-,hcx,현재값,50,-,-,N,개,수준값,증가,전년,"[5] 2023년에는 34개, 지난해에는 연말까지 50개 모델에 대해 혜택을 줬다.",high,N,-,Y,0,0,HCX-007,article-combined-v2.0-sentence-index,2026-07-31,Y,article_combined,0
A0028-c005,A0028-c005-m1,A0028,"현대차그룹 전기차 5종, 美 보조금 최대 7500달러 확정",2025-01-03,https://www.chosun.com/economy/auto/2025/01/03/JAOXUIC3JJEU7APKQ7W6OHYJRQ,"2023년에는 34개, 지난해에는 연말까지 50개 모델에 대해 혜택을 줬다.",-,-,개별기업,N,금융·금리,IRA 보조금,"전기차, 보조금, 현대차그룹, 테슬라, HMGMA",-,-,-,전기차,-,-,-,"2023, 2024",-,-,확정,34개,KOSIS_VALUE,hcx,보조금 지급 대상 전기차 모델 수,현대차그룹 전기차,2023,-,hcx,이전값,34,-,-,N,개,수준값,-,-,"[5] 2023년에는 34개, 지난해에는 연말까지 50개 모델에 대해 혜택을 줬다.",high,N,-,Y,0,0,HCX-007,article-combined-v2.0-sentence-index,2026-07-31,Y,article_combined,0
