claim_id,claim_measurement_id,article_id,title,date,url,claim_text,prev_sentence,prev_prev_sentence,claim_domain_scope,is_recurring_series,metric_domain,indicator,keywords,region,age_group,gender,industry_or_item,population_etc,origin_country,destination_country,period,period_end,prd_se,time_resolution_status,measurement_text,measurement_usage,measurement_source,measurement_indicator,measurement_item,measurement_period,measurement_prd_se,measurement_binding_source,measurement_role,value,value_min,value_max,value_approximate,unit,value_type,direction,change_base,evidence_text,extraction_confidence,needs_review,review_reason,measurement_repaired,measurement_fallback_count,measurement_binding_fallback_count,extraction_model,prompt_version,extracted_at,claim_indicator,claim_industry_or_item,claim_period,claim_prd_se,raw_unit,canonical_unit,unit_dimension,semantic_type,entity_type,comparison_period,mapping_eligible,mapping_exclusion_code,mapping_exclusion_reason
A0009-C011,A0009-C011-m1,A0009,"승객 수는 더 많은 LCC, 정비사는 대형 항공사의 38%",2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/PVCPHJRE7RDT7L2ZG2LDED5NNA,"이를 각 사의 항공기 보유 대수로 나눠보면, 대형항공사들은 대당 16~18명 수준의 정비사를 보유하고 있지만 LCC는 10.6명이었다.","제주항공·진에어 등 LCC 10사의 정비사는 모두 1601명으로, 대형항공사의 3분의 1 수준(37.7%)에 그쳤다.","◇급성장한 LCC, 안전 투자는 미흡 국토교통부가 지난해 9월 발표한 ‘2023 항공안전백서’에 따르면, 국내 12개 항공사의 정비사 총 5849명(2023년말 기준) 가운데 대형 항공사인 대한항공, 아시아나항공 등 2사 소속은 4248명이었다.",국내공식통계,N,고용,정비사 수,"LCC, 대형 항공사, 정비사, 항공기 보유 대수",-,-,-,대형 항공사,-,-,-,2023,-,Y,확정,16명,KOSIS_VALUE,hcx,정비사 수,대형 항공사,2023,Y,hcx,현재값,16,-,-,N,명,수준값,-,전년,"이를 각 사의 항공기 보유 대수로 나눠보면, 대형항공사들은 대당 16~18명 수준의 정비사를 보유하고 있지만 LCC는 10.6명이었다.",high,N,-,N,0,0,HCX-007,v1.6-prev2-context,2026-07-30,정비사 수,항공,2023,Y,명,명,person_count,count,person,,Y,,
A0009-C011,A0009-C011-m2,A0009,"승객 수는 더 많은 LCC, 정비사는 대형 항공사의 38%",2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/PVCPHJRE7RDT7L2ZG2LDED5NNA,"이를 각 사의 항공기 보유 대수로 나눠보면, 대형항공사들은 대당 16~18명 수준의 정비사를 보유하고 있지만 LCC는 10.6명이었다.","제주항공·진에어 등 LCC 10사의 정비사는 모두 1601명으로, 대형항공사의 3분의 1 수준(37.7%)에 그쳤다.","◇급성장한 LCC, 안전 투자는 미흡 국토교통부가 지난해 9월 발표한 ‘2023 항공안전백서’에 따르면, 국내 12개 항공사의 정비사 총 5849명(2023년말 기준) 가운데 대형 항공사인 대한항공, 아시아나항공 등 2사 소속은 4248명이었다.",국내공식통계,N,고용,정비사 수,"LCC, 대형 항공사, 정비사, 항공기 보유 대수",-,-,-,대형 항공사,-,-,-,2023,-,Y,확정,18명,KOSIS_VALUE,hcx,정비사 수,대형 항공사,2023,Y,hcx,현재값,18,-,-,N,명,수준값,-,전년,"이를 각 사의 항공기 보유 대수로 나눠보면, 대형항공사들은 대당 16~18명 수준의 정비사를 보유하고 있지만 LCC는 10.6명이었다.",high,N,-,N,0,0,HCX-007,v1.6-prev2-context,2026-07-30,정비사 수,항공,2023,Y,명,명,person_count,count,person,,Y,,
A0009-C011,A0009-C011-m3,A0009,"승객 수는 더 많은 LCC, 정비사는 대형 항공사의 38%",2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/PVCPHJRE7RDT7L2ZG2LDED5NNA,"이를 각 사의 항공기 보유 대수로 나눠보면, 대형항공사들은 대당 16~18명 수준의 정비사를 보유하고 있지만 LCC는 10.6명이었다.","제주항공·진에어 등 LCC 10사의 정비사는 모두 1601명으로, 대형항공사의 3분의 1 수준(37.7%)에 그쳤다.","◇급성장한 LCC, 안전 투자는 미흡 국토교통부가 지난해 9월 발표한 ‘2023 항공안전백서’에 따르면, 국내 12개 항공사의 정비사 총 5849명(2023년말 기준) 가운데 대형 항공사인 대한항공, 아시아나항공 등 2사 소속은 4248명이었다.",국내공식통계,N,고용,정비사 수,"LCC, 대형 항공사, 정비사, 항공기 보유 대수",-,-,-,LCC,-,-,-,2023,-,Y,확정,10.6명,KOSIS_VALUE,hcx,정비사 수,LCC,2023,Y,hcx,현재값,10.6,-,-,N,명,수준값,-,전년,"이를 각 사의 항공기 보유 대수로 나눠보면, 대형항공사들은 대당 16~18명 수준의 정비사를 보유하고 있지만 LCC는 10.6명이었다.",high,N,-,N,0,0,HCX-007,v1.6-prev2-context,2026-07-30,정비사 수,항공,2023,Y,명,명,person_count,count,person,,Y,,
A0009-C016,A0009-C016-m1,A0009,"승객 수는 더 많은 LCC, 정비사는 대형 항공사의 38%",2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/PVCPHJRE7RDT7L2ZG2LDED5NNA,"하지만 지난해 국토부 백서에 따르면, LCC 중 가장 정비사 수가 많은 제주항공도 대당 정비사가 11.2명에 그쳤다.",정부가 내세운 기준은 항공기 1대당 정비사 12명(당시 9~11명)이었다.,당시 정부가 가장 먼저 요구한 것도 적정 정비사부터 충원하라는 것이었다.,국내공식통계,N,고용,정비사 수,"LCC, 대형 항공사, 정비사",-,-,-,제주항공,-,-,-,2024,-,Y,확정,11.2명,KOSIS_VALUE,hcx,정비사 수,제주항공,2024,Y,hcx,현재값,11.2,-,-,N,명,수준값,-,전년,"하지만 지난해 국토부 백서에 따르면, LCC 중 가장 정비사 수가 많은 제주항공도 대당 정비사가 11.2명에 그쳤다.",high,N,-,N,0,0,HCX-007,v1.6-prev2-context,2026-07-30,정비사 수,제주항공,2024,Y,명,명,person_count,count,person,,Y,,
A0009-C017,A0009-C017-m1,A0009,"승객 수는 더 많은 LCC, 정비사는 대형 항공사의 38%",2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/PVCPHJRE7RDT7L2ZG2LDED5NNA,이에 대해 제주항공 측은 “정부의 통계 시점인 2023년 말 이후 정비사를 충원해 현재는 정비사가 522명으로 대당 12.7명 수준으로 개선했다”며 “2025년말까지 560명으로 늘리겠다”고 밝혔다.,"하지만 지난해 국토부 백서에 따르면, LCC 중 가장 정비사 수가 많은 제주항공도 대당 정비사가 11.2명에 그쳤다.",정부가 내세운 기준은 항공기 1대당 정비사 12명(당시 9~11명)이었다.,국내공식통계,N,고용,정비사 수,"LCC, 정비사, 항공사",-,-,-,제주항공,-,-,-,2025,-,Y,확정,522명,KOSIS_VALUE,hcx,정비사 수,제주항공,2025,Y,hcx,현재값,522,-,-,N,명,수준값,-,전년,"""정부의 통계 시점인 2023년 말 이후 정비사를 충원해 현재는 정비사가 522명으로 대당 12.7명 수준으로 개선했다""며 ""2025년말까지 560명으로 늘리겠다""",high,N,-,N,0,0,HCX-007,v1.6-prev2-context,2026-07-30,정비사 수,제주항공,2025,Y,명,명,person_count,count,person,,Y,,
A0009-C017,A0009-C017-m2,A0009,"승객 수는 더 많은 LCC, 정비사는 대형 항공사의 38%",2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/PVCPHJRE7RDT7L2ZG2LDED5NNA,이에 대해 제주항공 측은 “정부의 통계 시점인 2023년 말 이후 정비사를 충원해 현재는 정비사가 522명으로 대당 12.7명 수준으로 개선했다”며 “2025년말까지 560명으로 늘리겠다”고 밝혔다.,"하지만 지난해 국토부 백서에 따르면, LCC 중 가장 정비사 수가 많은 제주항공도 대당 정비사가 11.2명에 그쳤다.",정부가 내세운 기준은 항공기 1대당 정비사 12명(당시 9~11명)이었다.,국내공식통계,N,고용,정비사 수,"LCC, 정비사, 항공사",-,-,-,제주항공,-,-,-,2025,-,Y,확정,12.7명,KOSIS_VALUE,hcx,정비사 수,제주항공,2025,Y,hcx,현재값,12.7,-,-,N,명,수준값,-,전년,"""정부의 통계 시점인 2023년 말 이후 정비사를 충원해 현재는 정비사가 522명으로 대당 12.7명 수준으로 개선했다""며 ""2025년말까지 560명으로 늘리겠다""",high,N,-,N,0,0,HCX-007,v1.6-prev2-context,2026-07-30,정비사 수,제주항공,2025,Y,명,명,person_count,count,person,,Y,,
A0012-C005,A0012-C005-m1,A0012,조선업 산업기술인력 9년 만에 다시 상승세,2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/VR4RUPY3CFEGZGFC5M4JPY5SDE,31일 산업통상자원부의 ‘산업기술인력 수급 실태조사’에 따르면 지난 2023년 말 조선 산업기술인력은 5만8528명으로 전년인 2022년 대비 0.8% 증가했다.,다만 여전히 현장엔 일할 사람이 부족한 상황이라 앞으로도 인력 확충은 계속될 전망이다.,하지만 최근 정부 정책 등으로 외국인 근로자가 크게 늘면서 다소 숨통이 트인 것으로 분석된다.,국내공식통계,Y,고용,조선 산업기술인력,"조선업, 산업기술인력, 수급 실태조사",-,-,-,조선업,-,-,-,2023,-,Y,확정,5만8528명,KOSIS_VALUE,hcx,조선 산업기술인력,조선업,2023,Y,hcx,현재값,58528,-,-,N,명,수준값,증가,전년,31일 산업통상자원부의 ‘산업기술인력 수급 실태조사’에 따르면 지난 2023년 말 조선 산업기술인력은 5만8528명으로 전년인 2022년 대비 0.8% 증가했다.,high,N,-,N,0,0,HCX-007,v1.6-prev2-context,2026-07-30,조선 산업기술인력,조선업,2023년 말,Y,명,명,person_count,count,item,,Y,,
A0012-C005,A0012-C005-m2,A0012,조선업 산업기술인력 9년 만에 다시 상승세,2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/VR4RUPY3CFEGZGFC5M4JPY5SDE,31일 산업통상자원부의 ‘산업기술인력 수급 실태조사’에 따르면 지난 2023년 말 조선 산업기술인력은 5만8528명으로 전년인 2022년 대비 0.8% 증가했다.,다만 여전히 현장엔 일할 사람이 부족한 상황이라 앞으로도 인력 확충은 계속될 전망이다.,하지만 최근 정부 정책 등으로 외국인 근로자가 크게 늘면서 다소 숨통이 트인 것으로 분석된다.,국내공식통계,Y,고용,조선 산업기술인력 증감률,"조선업, 산업기술인력, 수급 실태조사",-,-,-,조선업,-,-,-,2022,-,Y,확정,0.8%,KOSIS_VALUE,hcx,조선 산업기술인력 증감률,조선업,2022,Y,hcx,증감률,0.8,-,-,N,%,증감률,증가,전년,31일 산업통상자원부의 ‘산업기술인력 수급 실태조사’에 따르면 지난 2023년 말 조선 산업기술인력은 5만8528명으로 전년인 2022년 대비 0.8% 증가했다.,high,N,-,N,0,0,HCX-007,v1.6-prev2-context,2026-07-30,조선 산업기술인력,조선업,2023년 말,Y,%,%,rate,rate_change,item,2021,Y,,
A0012-C007,A0012-C007-m1,A0012,조선업 산업기술인력 9년 만에 다시 상승세,2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/VR4RUPY3CFEGZGFC5M4JPY5SDE,본래 조선업의 산업기술인력은 2014년 6만9766명에서 2022년 5만8042명까지 꾸준히 하락해 1만명 넘게 줄어든 상태였는데 이 수가 500명 가까이 늘어난 것이다.,"산업기술인력은 연구개발직, 기술직, 관리자를 비롯한 기능·기술 인력을 뜻한다.",31일 산업통상자원부의 ‘산업기술인력 수급 실태조사’에 따르면 지난 2023년 말 조선 산업기술인력은 5만8528명으로 전년인 2022년 대비 0.8% 증가했다.,국내공식통계,Y,고용,조선업 산업기술인력,"조선업, 산업기술인력, 고용",-,-,-,조선업,-,-,-,2014,-,Y,확정,6만9766명,KOSIS_VALUE,hcx,조선업 산업기술인력,조선업,2014,Y,hcx,이전값,69766,-,-,N,명,수준값,증가,전년,본래 조선업의 산업기술인력은 2014년 6만9766명에서 2022년 5만8042명까지 꾸준히 하락해 1만명 넘게 줄어든 상태였는데 이 수가 500명 가까이 늘어난 것이다.,high,N,-,Y,0,0,HCX-007,v1.6-prev2-context,2026-07-30,조선업 산업기술인력,조선업,2023,Y,명,명,person_count,count,item,,Y,,
A0012-C007,A0012-C007-m2,A0012,조선업 산업기술인력 9년 만에 다시 상승세,2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/VR4RUPY3CFEGZGFC5M4JPY5SDE,본래 조선업의 산업기술인력은 2014년 6만9766명에서 2022년 5만8042명까지 꾸준히 하락해 1만명 넘게 줄어든 상태였는데 이 수가 500명 가까이 늘어난 것이다.,"산업기술인력은 연구개발직, 기술직, 관리자를 비롯한 기능·기술 인력을 뜻한다.",31일 산업통상자원부의 ‘산업기술인력 수급 실태조사’에 따르면 지난 2023년 말 조선 산업기술인력은 5만8528명으로 전년인 2022년 대비 0.8% 증가했다.,국내공식통계,Y,고용,조선업 산업기술인력,"조선업, 산업기술인력, 고용",-,-,-,조선업,-,-,-,2022,-,Y,확정,5만8042명,KOSIS_VALUE,hcx,조선업 산업기술인력,조선업,2022,Y,hcx,이전값,58042,-,-,N,명,수준값,증가,전년,본래 조선업의 산업기술인력은 2014년 6만9766명에서 2022년 5만8042명까지 꾸준히 하락해 1만명 넘게 줄어든 상태였는데 이 수가 500명 가까이 늘어난 것이다.,high,N,-,Y,0,0,HCX-007,v1.6-prev2-context,2026-07-30,조선업 산업기술인력,조선업,2023,Y,명,명,person_count,count,item,,Y,,
A0012-C007,A0012-C007-m3,A0012,조선업 산업기술인력 9년 만에 다시 상승세,2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/VR4RUPY3CFEGZGFC5M4JPY5SDE,본래 조선업의 산업기술인력은 2014년 6만9766명에서 2022년 5만8042명까지 꾸준히 하락해 1만명 넘게 줄어든 상태였는데 이 수가 500명 가까이 늘어난 것이다.,"산업기술인력은 연구개발직, 기술직, 관리자를 비롯한 기능·기술 인력을 뜻한다.",31일 산업통상자원부의 ‘산업기술인력 수급 실태조사’에 따르면 지난 2023년 말 조선 산업기술인력은 5만8528명으로 전년인 2022년 대비 0.8% 증가했다.,국내공식통계,Y,고용,조선업 산업기술인력 감소 폭,"조선업, 산업기술인력, 고용",-,-,-,조선업,-,-,-,2022,-,Y,확정,1만명,KOSIS_VALUE,hcx,조선업 산업기술인력 감소 폭,조선업,2022,Y,hcx,현재값,10000,-,-,N,명,수준값,감소,전년,본래 조선업의 산업기술인력은 2014년 6만9766명에서 2022년 5만8042명까지 꾸준히 하락해 1만명 넘게 줄어든 상태였는데 이 수가 500명 가까이 늘어난 것이다.,high,N,-,Y,0,0,HCX-007,v1.6-prev2-context,2026-07-30,조선업 산업기술인력,조선업,2023,Y,명,명,person_count,count,item,,Y,,
A0012-C007,A0012-C007-m4,A0012,조선업 산업기술인력 9년 만에 다시 상승세,2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/VR4RUPY3CFEGZGFC5M4JPY5SDE,본래 조선업의 산업기술인력은 2014년 6만9766명에서 2022년 5만8042명까지 꾸준히 하락해 1만명 넘게 줄어든 상태였는데 이 수가 500명 가까이 늘어난 것이다.,"산업기술인력은 연구개발직, 기술직, 관리자를 비롯한 기능·기술 인력을 뜻한다.",31일 산업통상자원부의 ‘산업기술인력 수급 실태조사’에 따르면 지난 2023년 말 조선 산업기술인력은 5만8528명으로 전년인 2022년 대비 0.8% 증가했다.,국내공식통계,Y,고용,조선업 산업기술인력 증가 폭,"조선업, 산업기술인력, 고용",-,-,-,조선업,-,-,-,2023,-,Y,확정,500명,KOSIS_VALUE,hcx,조선업 산업기술인력 증가 폭,조선업,2023,Y,hcx,현재값,500,-,-,N,명,수준값,증가,전년,본래 조선업의 산업기술인력은 2014년 6만9766명에서 2022년 5만8042명까지 꾸준히 하락해 1만명 넘게 줄어든 상태였는데 이 수가 500명 가까이 늘어난 것이다.,high,N,-,Y,0,0,HCX-007,v1.6-prev2-context,2026-07-30,조선업 산업기술인력,조선업,2023,Y,명,명,person_count,count,item,,Y,,
A0012-C010,A0012-C010-m1,A0012,조선업 산업기술인력 9년 만에 다시 상승세,2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/VR4RUPY3CFEGZGFC5M4JPY5SDE,이들이 차지하는 비율도 같은 기간 1.5%에서 4.4%로 증가했다.,조선 산업기술인력 중 외국인은 2022년 877명에서 2023년 2563명으로 3배 가까이 늘었다.,이 숫자가 다시 증가한 것은 최근 외국인 근로 인력이 많아진 덕이다.,국내공식통계,N,고용,외국인 근로 인력 비율,"조선업, 산업기술인력, 외국인",-,-,-,조선업,-,-,-,2022,-,Y,확정,1.5%,KOSIS_VALUE,hcx,외국인 근로 인력 비율,조선업,2022,Y,hcx,증감률,1.5,-,-,N,%,증감률,증가,전년,이들이 차지하는 비율도 같은 기간 1.5%에서 4.4%로 증가했다.,high,N,-,N,0,0,HCX-007,v1.6-prev2-context,2026-07-30,외국인 근로 인력 비율,조선업,2025,Y,%,%,rate,rate_change,item,2021,Y,,
A0012-C010,A0012-C010-m2,A0012,조선업 산업기술인력 9년 만에 다시 상승세,2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/VR4RUPY3CFEGZGFC5M4JPY5SDE,이들이 차지하는 비율도 같은 기간 1.5%에서 4.4%로 증가했다.,조선 산업기술인력 중 외국인은 2022년 877명에서 2023년 2563명으로 3배 가까이 늘었다.,이 숫자가 다시 증가한 것은 최근 외국인 근로 인력이 많아진 덕이다.,국내공식통계,N,고용,외국인 근로 인력 비율,"조선업, 산업기술인력, 외국인",-,-,-,조선업,-,-,-,2023,-,Y,확정,4.4%,KOSIS_VALUE,hcx,외국인 근로 인력 비율,조선업,2023,Y,hcx,증감률,4.4,-,-,N,%,증감률,증가,전년,이들이 차지하는 비율도 같은 기간 1.5%에서 4.4%로 증가했다.,high,N,-,N,0,0,HCX-007,v1.6-prev2-context,2026-07-30,외국인 근로 인력 비율,조선업,2025,Y,%,%,rate,rate_change,item,2022,Y,,
A0013-C012,A0013-C012-m1,A0013,사라진 ‘연말연시’… 소비 침체 한동안 이어질 수도,2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/Z6WEUBU6FBBDLGDAZFP5PNS574,한 대형 마트의 12월 1~30일 매출 신장률은 전년 같은 기간과 비교해 0%였다.,하지만 최근 분위기는 다르다.,특히 2024년에는 소비 위축이 지속돼 12월 특수를 기대하는 사람이 많았다.,국내공식통계,N,소매·소비,매출 신장률,"연말연시, 소비 침체, 대형마트",-,-,-,대형마트,-,-,-,2024년 12월,-,M,확정,0%,KOSIS_VALUE,hcx,매출 신장률,대형마트,2024년 12월,M,hcx,현재값,0,-,-,N,%,비중,유지,전년동월,한 대형 마트의 12월 1~30일 매출 신장률은 전년 같은 기간과 비교해 0%였다.,high,N,-,N,0,0,HCX-007,v1.6-prev2-context,2026-07-30,매출 신장률,대형마트,2024년 12월,M,%,%,rate,level,item,,Y,,
A0018-C001,A0018-C001-m1,A0018,반도체 덕에… 지난해 수출 6838억달러 역대 최대,2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/6MYGM52QIVHUJBIZYYFBUW5IQM,작년 한 해 전체 수출액이 6838억달러(약 1006조원)로 2023년에 비해 8.2% 증가했다고 산업통상자원부와 관세청이 1일 밝혔다.,,,국내공식통계,Y,무역,수출액,"반도체, 수출액, 역대 최대",-,-,-,,-,-,-,2024,-,Y,확정,6838억달러,KOSIS_VALUE,hcx,수출액,-,2024,Y,hcx,현재값,683800000000,-,-,N,달러,수준값,증가,전년,[검증 대상 문장] 작년 한 해 전체 수출액이 6838억달러(약 1006조원)로 2023년에 비해 8.2% 증가했다고 산업통상자원부와 관세청이 1일 밝혔다.,high,N,-,N,0,0,HCX-007,v1.6-prev2-context,2026-07-30,수출액,,2024,Y,달러,달러,currency,amount,unspecified,,Y,,
A0018-C001,A0018-C001-m2,A0018,반도체 덕에… 지난해 수출 6838억달러 역대 최대,2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/6MYGM52QIVHUJBIZYYFBUW5IQM,작년 한 해 전체 수출액이 6838억달러(약 1006조원)로 2023년에 비해 8.2% 증가했다고 산업통상자원부와 관세청이 1일 밝혔다.,,,국내공식통계,Y,무역,수출액,"반도체, 수출액, 역대 최대",-,-,-,,-,-,-,2024,-,Y,확정,1006조원,KOSIS_VALUE,hcx,수출액,-,2024,Y,hcx,현재값,1006000000000000,-,-,Y,원,수준값,증가,전년,[검증 대상 문장] 작년 한 해 전체 수출액이 6838억달러(약 1006조원)로 2023년에 비해 8.2% 증가했다고 산업통상자원부와 관세청이 1일 밝혔다.,high,N,-,N,0,0,HCX-007,v1.6-prev2-context,2026-07-30,수출액,,2024,Y,원,원,currency,amount,unspecified,,Y,,
A0018-C001,A0018-C001-m3,A0018,반도체 덕에… 지난해 수출 6838억달러 역대 최대,2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/6MYGM52QIVHUJBIZYYFBUW5IQM,작년 한 해 전체 수출액이 6838억달러(약 1006조원)로 2023년에 비해 8.2% 증가했다고 산업통상자원부와 관세청이 1일 밝혔다.,,,국내공식통계,Y,무역,수출액 증감률,"반도체, 수출액, 역대 최대",-,-,-,,-,-,-,2023,-,Y,확정,8.2%,KOSIS_VALUE,hcx,수출액 증감률,-,2023,Y,hcx,증감률,8.2,-,-,N,%,증감률,증가,전년,[검증 대상 문장] 작년 한 해 전체 수출액이 6838억달러(약 1006조원)로 2023년에 비해 8.2% 증가했다고 산업통상자원부와 관세청이 1일 밝혔다.,high,N,-,N,0,0,HCX-007,v1.6-prev2-context,2026-07-30,수출액,,2024,Y,%,%,rate,rate_change,unspecified,2022,Y,,
A0018-C002,A0018-C002-m2,A0018,반도체 덕에… 지난해 수출 6838억달러 역대 최대,2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/6MYGM52QIVHUJBIZYYFBUW5IQM,기존 역대 최대 규모였던 2022년 기록(6836억달러)을 2억달러 웃돌아 역대 최대 수출 실적을 달성했다.,작년 한 해 전체 수출액이 6838억달러(약 1006조원)로 2023년에 비해 8.2% 증가했다고 산업통상자원부와 관세청이 1일 밝혔다.,,국내공식통계,N,무역,수출액,"반도체, 수출, 역대 최대 실적",-,-,-,,-,-,-,2022,-,Y,확정,2억달러,KOSIS_VALUE,hcx,수출액,-,2022,Y,hcx,현재값,200000000,-,-,N,달러,수준값,증가,전년동기,기존 역대 최대 규모였던 2022년 기록(6836억달러)을 2억달러 웃돌아 역대 최대 수출 실적을 달성했다.,high,N,-,N,0,0,HCX-007,v1.6-prev2-context,2026-07-30,수출액,,2024,Y,달러,달러,currency,amount,unspecified,,Y,,
A0018-C003,A0018-C003-m1,A0018,반도체 덕에… 지난해 수출 6838억달러 역대 최대,2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/6MYGM52QIVHUJBIZYYFBUW5IQM,주력 수출 품목인 반도체 수출액이 1419억달러로 역대 최대치를 고쳐 쓰면서 수출 증가세를 주도했다.,기존 역대 최대 규모였던 2022년 기록(6836억달러)을 2억달러 웃돌아 역대 최대 수출 실적을 달성했다.,작년 한 해 전체 수출액이 6838억달러(약 1006조원)로 2023년에 비해 8.2% 증가했다고 산업통상자원부와 관세청이 1일 밝혔다.,국내공식통계,N,무역,수출액,"반도체, 수출액, 역대 최대치",-,-,-,반도체,-,-,-,2024,-,Y,확정,1419억달러,KOSIS_VALUE,hcx,수출액,반도체,2024,Y,hcx,현재값,141900000000,-,-,N,달러,수준값,증가,전년,주력 수출 품목인 반도체 수출액이 1419억달러로 역대 최대치를 고쳐 쓰면서 수출 증가세를 주도했다.,high,N,-,N,0,0,HCX-007,v1.6-prev2-context,2026-07-30,수출액,반도체,2024,Y,달러,달러,currency,amount,item,,Y,,
A0018-C004,A0018-C004-m1,A0018,반도체 덕에… 지난해 수출 6838억달러 역대 최대,2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/6MYGM52QIVHUJBIZYYFBUW5IQM,"작년 한국의 수입액은 전년보다 1.6% 감소한 6320억달러로, 518억달러의 무역 흑자를 기록했다.",주력 수출 품목인 반도체 수출액이 1419억달러로 역대 최대치를 고쳐 쓰면서 수출 증가세를 주도했다.,기존 역대 최대 규모였던 2022년 기록(6836억달러)을 2억달러 웃돌아 역대 최대 수출 실적을 달성했다.,국내공식통계,Y,무역,수입액 증감률,"한국, 수출, 수입액, 무역 흑자",-,-,-,,-,-,-,2024,-,Y,확정,1.6%,KOSIS_VALUE,hcx,수입액 증감률,-,2024,Y,hcx,증감률,1.6,-,-,N,%,증감률,감소,전년,"작년 한국의 수입액은 전년보다 1.6% 감소한 6320억달러로, 518억달러의 무역 흑자를 기록했다.",high,N,-,Y,0,0,HCX-007,v1.6-prev2-context,2026-07-30,수입액,,2024,Y,%,%,rate,rate_change,unspecified,2023,Y,,
A0018-C004,A0018-C004-m2,A0018,반도체 덕에… 지난해 수출 6838억달러 역대 최대,2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/6MYGM52QIVHUJBIZYYFBUW5IQM,"작년 한국의 수입액은 전년보다 1.6% 감소한 6320억달러로, 518억달러의 무역 흑자를 기록했다.",주력 수출 품목인 반도체 수출액이 1419억달러로 역대 최대치를 고쳐 쓰면서 수출 증가세를 주도했다.,기존 역대 최대 규모였던 2022년 기록(6836억달러)을 2억달러 웃돌아 역대 최대 수출 실적을 달성했다.,국내공식통계,Y,무역,수입액,"한국, 수출, 수입액, 무역 흑자",-,-,-,,-,-,-,2024,-,Y,확정,6320억달러,KOSIS_VALUE,hcx,수입액,-,2024,Y,hcx,현재값,632000000000,-,-,N,달러,수준값,감소,전년,"작년 한국의 수입액은 전년보다 1.6% 감소한 6320억달러로, 518억달러의 무역 흑자를 기록했다.",high,N,-,Y,0,0,HCX-007,v1.6-prev2-context,2026-07-30,수입액,,2024,Y,달러,달러,currency,amount,unspecified,,Y,,
A0018-C004,A0018-C004-m3,A0018,반도체 덕에… 지난해 수출 6838억달러 역대 최대,2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/6MYGM52QIVHUJBIZYYFBUW5IQM,"작년 한국의 수입액은 전년보다 1.6% 감소한 6320억달러로, 518억달러의 무역 흑자를 기록했다.",주력 수출 품목인 반도체 수출액이 1419억달러로 역대 최대치를 고쳐 쓰면서 수출 증가세를 주도했다.,기존 역대 최대 규모였던 2022년 기록(6836억달러)을 2억달러 웃돌아 역대 최대 수출 실적을 달성했다.,국내공식통계,Y,무역,무역 흑자,"한국, 수출, 수입액, 무역 흑자",-,-,-,,-,-,-,2024,-,Y,확정,518억달러,KOSIS_VALUE,hcx,무역 흑자,-,2024,Y,hcx,현재값,51800000000,-,-,N,달러,수준값,감소,전년,"작년 한국의 수입액은 전년보다 1.6% 감소한 6320억달러로, 518억달러의 무역 흑자를 기록했다.",high,N,-,Y,0,0,HCX-007,v1.6-prev2-context,2026-07-30,수입액,,2024,Y,달러,달러,currency,amount,unspecified,,Y,,
A0018-C005,A0018-C005-m1,A0018,반도체 덕에… 지난해 수출 6838억달러 역대 최대,2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/6MYGM52QIVHUJBIZYYFBUW5IQM,작년 흑자 폭은 2018년(697억달러 흑자) 이후 6년 만에 최대다.,"작년 한국의 수입액은 전년보다 1.6% 감소한 6320억달러로, 518억달러의 무역 흑자를 기록했다.",주력 수출 품목인 반도체 수출액이 1419억달러로 역대 최대치를 고쳐 쓰면서 수출 증가세를 주도했다.,국내공식통계,N,무역,흑자 폭,"수출, 흑자, 무역",-,-,-,,-,-,-,2018,-,Y,확정,697억달러,KOSIS_VALUE,hcx,흑자 폭,-,2018,Y,hcx,현재값,69700000000,-,-,N,달러,수준값,-,전년,작년 흑자 폭은 2018년(697억달러 흑자) 이후 6년 만에 최대다.,high,N,-,N,0,0,HCX-007,v1.6-prev2-context,2026-07-30,흑자 폭,,2024,Y,달러,달러,currency,amount,unspecified,,Y,,
