gold_id,claim_id,article_id,title,date,url,claim_text,claim_type,claim_value,claim_unit,gold_label,gold_label_tier,gold_verifiable,gold_ready,human_reviewed,gold_org_id,gold_tbl_id,gold_tbl_name,gold_obj_l1,gold_obj_l2,gold_itm_id,gold_item_name,gold_category_name,gold_prd_se,gold_period,gold_previous_period,gold_source_value,gold_previous_source_value,gold_source_unit,gold_actual_value,gold_derivation_method,gold_coordinate_status,gold_label_source,gold_evidence_url,gold_evidence_batch,gold_retrieved_at
MCPG-054,C04395,555,‘무역 전쟁’ 먹구름… KDI도 성장률 전망 1.6%로 낮췄다,2025-02-12,https://www.chosun.com/economy/economy_general/2025/02/12/ET3EQF2MVBAHFFHKLSQYVTVVTM,하지만 지난달 수출은 전년 동월 대비 10.3% 급감했다.,CHANGE_RATE,10.3,['%'],REFUTES,FULL_KOSIS_MCP,Y,Y,N,360,DT_1R11001_FRM101,품목별 수출액 수입액,13102112831A.A,N/A,13103112831T1,수출액,총액,M,202401,202301,54709823.0,46339145.0,천달러,18.0639457201897,(MCP current − MCP previous) / |MCP previous| × 100,MCP_ACTUAL_VALUE_CONFIRMED,KOSIS_MCP_GET_DATA,https://kosis.kr/statHtml/statHtml.do?orgId=360&tblId=DT_1R11001_FRM101&vw_cd=MT_ZTITLE&list_id=&seqNo=&lang_mode=ko&language=kor&obj_var_id=&itm_id=&conn_path=MT_ZTITLE,21-60,2026-08-05T08:31:33.619Z
MCPG-055,C05003,636,1월 자동차 수출 줄었지만 하이브리드차 수출은 35% 증가,2025-02-18,https://www.chosun.com/economy/industry-company/2025/02/18/3752GX6GLVAGFCIZAPNZLLGDWE,산업통상자원부는 지난 달 하이브리드차 수출대수가 전년 동월보다 35.5% 증가한 3만5701대를 기록했다고 17일 밝혔다.,CHANGE_RATE,35.5,"['%', '일']",REFUTES,FULL_KOSIS_MCP,Y,Y,N,360,DT_1R11001_FRM101,품목별 수출액 수입액,13102112831A.781,N/A,13103112831T1,수출액,승용자동차 및 기타의 차량,M,202412,202312,5833631.0,6196407.0,천달러,-5.854618652390006,(MCP current − MCP previous) / |MCP previous| × 100,MCP_ACTUAL_VALUE_CONFIRMED,KOSIS_MCP_GET_DATA,https://kosis.kr/statHtml/statHtml.do?orgId=360&tblId=DT_1R11001_FRM101&vw_cd=MT_ZTITLE&list_id=&seqNo=&lang_mode=ko&language=kor&obj_var_id=&itm_id=&conn_path=MT_ZTITLE,21-60,2026-08-05T08:31:33.619Z
MCPG-056,C05279,673,1∼20일 수출 16.0% 증가 ↑ 작년 설 기저 효과,2025-02-21,https://www.chosun.com/economy/economy_general/2025/02/21/SRNTSTE3VVDHLEYAP7G4Y2GAW4,1 2월 들어 지난 20일까지 수출액이 353억1600만달러로 전년 동기 대비 16% 늘었다고 관세청이 21일 밝혔다.,CHANGE_RATE,16.0,"['월', '일', '%', '일']",REFUTES,FULL_KOSIS_MCP,Y,Y,N,360,DT_1R11001_FRM101,품목별 수출액 수입액,13102112831A.A,N/A,13103112831T1,수출액,총액,M,202402,202302,52076390.0,49994593.0,천달러,4.164044299750575,(MCP current − MCP previous) / |MCP previous| × 100,MCP_ACTUAL_VALUE_CONFIRMED,KOSIS_MCP_GET_DATA,https://kosis.kr/statHtml/statHtml.do?orgId=360&tblId=DT_1R11001_FRM101&vw_cd=MT_ZTITLE&list_id=&seqNo=&lang_mode=ko&language=kor&obj_var_id=&itm_id=&conn_path=MT_ZTITLE,21-60,2026-08-05T08:31:33.620Z
MCPG-057,C06102,774,"한 달 만에 수출 플러스, 무역흑자 전환... ‘수출 효자’ 반도체는 감소세로 부진",2025-03-01,https://www.chosun.com/economy/industry-company/2025/03/01/2HADMQGKKVDHNEH52IQRPDQFLA,5 지난달 한국 수출이 작년보다 1% 증가한 526억달러(약 77조원)를 기록하며 플러스로 돌아섰다.,CHANGE_RATE,1.0,"['%', '조원']",REFUTES,FULL_KOSIS_MCP,Y,Y,N,360,DT_1R11001_FRM101,품목별 수출액 수입액,13102112831A.7763,N/A,13103112831T1,수출액,다이오드트랜지스터 기타 이와 유사한 반도체 디바이스,M,202402,202401,308807.0,362260.0,천달러,-14.755424280903217,(MCP current − MCP previous) / |MCP previous| × 100,MCP_ACTUAL_VALUE_CONFIRMED,KOSIS_MCP_GET_DATA,https://kosis.kr/statHtml/statHtml.do?orgId=360&tblId=DT_1R11001_FRM101&vw_cd=MT_ZTITLE&list_id=&seqNo=&lang_mode=ko&language=kor&obj_var_id=&itm_id=&conn_path=MT_ZTITLE,21-60,2026-08-05T08:31:33.620Z
MCPG-058,C06104,774,"한 달 만에 수출 플러스, 무역흑자 전환... ‘수출 효자’ 반도체는 감소세로 부진",2025-03-01,https://www.chosun.com/economy/industry-company/2025/03/01/2HADMQGKKVDHNEH52IQRPDQFLA,"산업통상자원부는 1일 지난달 수출은 1% 늘어난 526억달러, 수입은 0.2% 증가한 483억달러로 무역수지(수출액-수입액)는 43억달러 흑자를 나타냈다고 밝혔다.",CHANGE_RATE,0.2,"['일', '%', '%']",REFUTES,FULL_KOSIS_MCP,Y,Y,N,360,DT_1R11001_FRM101,품목별 수출액 수입액,13102112831A.7763,N/A,13103112831T1,수출액,다이오드트랜지스터 기타 이와 유사한 반도체 디바이스,M,202502,202501,255006.0,269627.0,천달러,-5.422676512367085,(MCP current − MCP previous) / |MCP previous| × 100,MCP_ACTUAL_VALUE_CONFIRMED,KOSIS_MCP_GET_DATA,https://kosis.kr/statHtml/statHtml.do?orgId=360&tblId=DT_1R11001_FRM101&vw_cd=MT_ZTITLE&list_id=&seqNo=&lang_mode=ko&language=kor&obj_var_id=&itm_id=&conn_path=MT_ZTITLE,21-60,2026-08-05T08:31:33.620Z
MCPG-059,C06108,774,"한 달 만에 수출 플러스, 무역흑자 전환... ‘수출 효자’ 반도체는 감소세로 부진",2025-03-01,https://www.chosun.com/economy/industry-company/2025/03/01/2HADMQGKKVDHNEH52IQRPDQFLA,"이를 감안해 1∼2월 수출 합계를 비교하면 올해 수출 실적은 전년 동기 대비 4.75% 감소, 수출 둔화 우려는 여전하다는 지적이 나온다.",CHANGE_RATE,4.75,"['월', '%']",REFUTES,FULL_KOSIS_MCP,Y,Y,N,360,DT_1R11001_FRM101,품목별 수출액 수입액,13102112831A.7763,N/A,13103112831T1,수출액,다이오드트랜지스터 기타 이와 유사한 반도체 디바이스,M,202402,202302,308807.0,338789.0,천달러,-8.849756042846728,(MCP current − MCP previous) / |MCP previous| × 100,MCP_ACTUAL_VALUE_CONFIRMED,KOSIS_MCP_GET_DATA,https://kosis.kr/statHtml/statHtml.do?orgId=360&tblId=DT_1R11001_FRM101&vw_cd=MT_ZTITLE&list_id=&seqNo=&lang_mode=ko&language=kor&obj_var_id=&itm_id=&conn_path=MT_ZTITLE,21-60,2026-08-05T08:31:33.620Z
MCPG-060,C06734,849,"연두색 번호판 탓?… 고가 수입차, 영리치 대신 50대가 사",2025-03-07,https://www.chosun.com/economy/auto/2025/03/07/MPF2ABV3MRHA5FPAADA7BX4PMA,"6일 한국수입자동차협회(KAIDA)에 따르면, 작년 1억원이 넘는 고가 수입차를 구매한 50대(6229명)는 전년 대비 1.5% 늘어 역대 최고치를 기록했다.",LEVEL,1.0,"['일', '억원', '명', '%']",REFUTES,FULL_KOSIS_MCP,Y,Y,N,360,DT_1R11001_FRM101,품목별 수출액 수입액,13102112831A.781,N/A,13103112831T2,수입액,승용자동차 및 기타의 차량,Y,2024,N/A,12100600.0,N/A,천달러,12100600.0,MCP current value × source unit scale (1),MCP_ACTUAL_VALUE_CONFIRMED,KOSIS_MCP_GET_DATA,https://kosis.kr/statHtml/statHtml.do?orgId=360&tblId=DT_1R11001_FRM101&vw_cd=MT_ZTITLE&list_id=&seqNo=&lang_mode=ko&language=kor&obj_var_id=&itm_id=&conn_path=MT_ZTITLE,21-60,2026-08-05T08:31:33.620Z
MCPG-061,C09177,1186,"완성차 5사 3월 판매 내수 늘고, 수출 줄어",2025-04-02,https://www.chosun.com/economy/auto/2025/04/02/WGSJKEACLREGNPQWEDWLXBGH2Y,"내수 판매(12만3817대)는 작년 동월 대비 2.9% 늘었지만, 같은 기간 수출(57만9036대)이 2.6% 줄면서 전체 판매가 줄었다.",CHANGE_RATE,2.6,"['%', '%']",REFUTES,FULL_KOSIS_MCP,Y,Y,N,360,DT_1R11001_FRM101,품목별 수출액 수입액,13102112831A.A,N/A,13103112831T1,수출액,총액,M,202412,202411,61359250.0,56288629.0,천달러,9.008251027041359,(MCP current − MCP previous) / |MCP previous| × 100,MCP_ACTUAL_VALUE_CONFIRMED,KOSIS_MCP_GET_DATA,https://kosis.kr/statHtml/statHtml.do?orgId=360&tblId=DT_1R11001_FRM101&vw_cd=MT_ZTITLE&list_id=&seqNo=&lang_mode=ko&language=kor&obj_var_id=&itm_id=&conn_path=MT_ZTITLE,21-60,2026-08-05T08:31:33.620Z
MCPG-062,C09806,1268,KDI “대외 여건 급격히 나빠져… 경기 하방 압력 확대”,2025-04-08,https://www.chosun.com/economy/economy_general/2025/04/08/4MVRN3CQ4RGEXEDAWASNFVGZUA,지난 1분기(1~3월) 반도체를 중심으로 한 정보통신기술(ICT) 수출은 전년 대비 6.1% 늘어나며 지난해 4분기(27.5%)보다 증가 폭이 대폭 줄었다.,CHANGE_RATE,27.5,"['분', '월', '%', '분', '%']",REFUTES,FULL_KOSIS_MCP,Y,Y,N,360,DT_1R11001_FRM101,품목별 수출액 수입액,13102112831A.7763,N/A,13103112831T1,수출액,다이오드트랜지스터 기타 이와 유사한 반도체 디바이스,M,202403,202303,284987.0,369202.0,천달러,-22.81000644633561,(MCP current − MCP previous) / |MCP previous| × 100,MCP_ACTUAL_VALUE_CONFIRMED,KOSIS_MCP_GET_DATA,https://kosis.kr/statHtml/statHtml.do?orgId=360&tblId=DT_1R11001_FRM101&vw_cd=MT_ZTITLE&list_id=&seqNo=&lang_mode=ko&language=kor&obj_var_id=&itm_id=&conn_path=MT_ZTITLE,21-60,2026-08-05T08:31:33.622Z
MCPG-063,C12587,1642,"해외 소비자 K뷰티 구매, 지난해 10억달러에 육박… 1년 만에 2배가량 늘어",2025-05-07,https://www.chosun.com/economy/economy_general/2025/05/07/7MTBKSUIN5E6LA73WTMRNQRDTM,"올해 1분기(1~3월) 수출 실적도 지난해 동기보다 약 20% 늘어난 18억4000만달러(약 2조5539억원)로, 역대 1분기 최고치를 경신했다.",LEVEL,4000.0,"['분', '월', '%', '억원', '분']",REFUTES,FULL_KOSIS_MCP,Y,Y,N,360,DT_1R11001_FRM101,품목별 수출액 수입액,13102112831A.A,N/A,13103112831T1,수출액,총액,M,202403,N/A,56518309.0,N/A,천달러,5651830.9,MCP current value × source unit scale (0.1),MCP_ACTUAL_VALUE_CONFIRMED,KOSIS_MCP_GET_DATA,https://kosis.kr/statHtml/statHtml.do?orgId=360&tblId=DT_1R11001_FRM101&vw_cd=MT_ZTITLE&list_id=&seqNo=&lang_mode=ko&language=kor&obj_var_id=&itm_id=&conn_path=MT_ZTITLE,21-60,2026-08-05T08:31:33.622Z
MCPG-064,C12835,1681,트럼프 “기본 관세 10% 항상 유지하지만 예외 있을 수 있다”,2025-05-10,https://www.chosun.com/economy/economy_general/2025/05/10/DXND5YC4CRDSHISNSEQQLSLHJU,트럼프 대통령은 지난달 5일 대부분의 무역 대상국에 10%의 기본 관세를 부과했다.,LEVEL,10.0,"['일', '%']",REFUTES,FULL_KOSIS_MCP,Y,Y,N,360,DT_1R11001_FRM101,품목별 수출액 수입액,13102112831A.A,N/A,13103112831T1,수출액,총액,M,202504,N/A,58035745.0,N/A,천달러,58035745.0,MCP current value × source unit scale (1),MCP_ACTUAL_VALUE_CONFIRMED,KOSIS_MCP_GET_DATA,https://kosis.kr/statHtml/statHtml.do?orgId=360&tblId=DT_1R11001_FRM101&vw_cd=MT_ZTITLE&list_id=&seqNo=&lang_mode=ko&language=kor&obj_var_id=&itm_id=&conn_path=MT_ZTITLE,21-60,2026-08-05T08:31:33.623Z
MCPG-065,C13092,1713,[모닝] 국내산 삼겹살 값 1년 새 7% 뛰었다,2025-05-12,https://www.chosun.com/economy/economy_general/2025/05/12/UYSKJDKGEZDJREULWV5EIPC4IM,지난달 수입 돼지고기 삼겹살(냉동)은 100g당 1472원으로 1년 전보다 3.2% 올랐다.,CHANGE_RATE,3.2,"['g', '원', '년', '%']",REFUTES,FULL_KOSIS_MCP,Y,Y,N,360,DT_1R11001_FRM101,품목별 수출액 수입액,13102112831A.A,N/A,13103112831T2,수입액,총액,M,202504,202503,53232716.0,53341032.0,천달러,-0.2030631878288369,(MCP current − MCP previous) / |MCP previous| × 100,MCP_ACTUAL_VALUE_CONFIRMED,KOSIS_MCP_GET_DATA,https://kosis.kr/statHtml/statHtml.do?orgId=360&tblId=DT_1R11001_FRM101&vw_cd=MT_ZTITLE&list_id=&seqNo=&lang_mode=ko&language=kor&obj_var_id=&itm_id=&conn_path=MT_ZTITLE,21-60,2026-08-05T08:31:33.623Z
MCPG-066,C13757,1798,"안 잡힌다는 고등어·오징어, 수출은 왜 늘었을까?",2025-05-19,https://www.chosun.com/economy/economy_general/2025/05/19/AURYAIAY3ZA77FIGY534GIODAY,그런데 1~4월 고등어 수출량은 3만7888톤으로 전년 동월(1만4178톤) 대비 167%나 폭증했다.,LEVEL,167.0,"['월', '톤', '톤', '%']",REFUTES,FULL_KOSIS_MCP,Y,Y,N,360,DT_1R11001_FRM101,품목별 수출액 수입액,13102112831A.A,N/A,13103112831T1,수출액,총액,M,202404,N/A,56148299.0,N/A,천달러,56148299.0,MCP current value × source unit scale (1),MCP_ACTUAL_VALUE_CONFIRMED,KOSIS_MCP_GET_DATA,https://kosis.kr/statHtml/statHtml.do?orgId=360&tblId=DT_1R11001_FRM101&vw_cd=MT_ZTITLE&list_id=&seqNo=&lang_mode=ko&language=kor&obj_var_id=&itm_id=&conn_path=MT_ZTITLE,21-60,2026-08-05T08:31:33.623Z
MCPG-067,C13769,1799,배추값 뛰자 김치 수입 16.7% 늘어,2025-05-19,https://www.chosun.com/economy/economy_general/2025/05/19/M7E3EWQ6VZBKTPTSVHNBMXWUG4,"18일 관세청에 따르면, 올해 1∼3월 김치 수입액은 4756만달러(약 670억원)로 작년 같은 기간보다 16.7% 늘었다.",CHANGE_RATE,16.7,"['일', '월', '억원', '%']",REFUTES,FULL_KOSIS_MCP,Y,Y,N,360,DT_1R11001_FRM101,품목별 수출액 수입액,13102112831A.A,N/A,13103112831T2,수입액,총액,M,202403,202303,52112905.0,59635920.0,천달러,-12.614905580395172,(MCP current − MCP previous) / |MCP previous| × 100,MCP_ACTUAL_VALUE_CONFIRMED,KOSIS_MCP_GET_DATA,https://kosis.kr/statHtml/statHtml.do?orgId=360&tblId=DT_1R11001_FRM101&vw_cd=MT_ZTITLE&list_id=&seqNo=&lang_mode=ko&language=kor&obj_var_id=&itm_id=&conn_path=MT_ZTITLE,21-60,2026-08-05T08:31:33.623Z
MCPG-068,C15096,1986,반도체 사상 최대에도 5월 수출은 마이너스,2025-06-02,https://www.chosun.com/economy/industry-company/2025/06/02/H7Z2IJ6SSRDTTFLMWJECW7ZFBQ,설 연휴 영향을 빼면 ‘수출 마이너스’는 2023년 9월(-4.4%) 이후 사실상 20개월 만에 처음이다.,LEVEL,-4.4,"['년', '월', '%', '개']",REFUTES,FULL_KOSIS_MCP,Y,Y,N,360,DT_1R11001_FRM101,품목별 수출액 수입액,13102112831A.7763,N/A,13103112831T1,수출액,다이오드트랜지스터 기타 이와 유사한 반도체 디바이스,M,202309,N/A,276630.0,N/A,천달러,276630.0,MCP current value × source unit scale (1),MCP_ACTUAL_VALUE_CONFIRMED,KOSIS_MCP_GET_DATA,https://kosis.kr/statHtml/statHtml.do?orgId=360&tblId=DT_1R11001_FRM101&vw_cd=MT_ZTITLE&list_id=&seqNo=&lang_mode=ko&language=kor&obj_var_id=&itm_id=&conn_path=MT_ZTITLE,21-60,2026-08-05T08:31:33.624Z
MCPG-069,C15097,1986,반도체 사상 최대에도 5월 수출은 마이너스,2025-06-02,https://www.chosun.com/economy/industry-company/2025/06/02/H7Z2IJ6SSRDTTFLMWJECW7ZFBQ,산업통상자원부는 1일 지난달 수출액이 작년보다 1.3% 감소한 572억7000만달러(약 79조2500억원)로 집계됐다고 밝혔다.,CHANGE_RATE,1.3,"['일', '%', '억원']",REFUTES,FULL_KOSIS_MCP,Y,Y,N,360,DT_1R11001_FRM101,품목별 수출액 수입액,13102112831A.7763,N/A,13103112831T1,수출액,다이오드트랜지스터 기타 이와 유사한 반도체 디바이스,M,202405,202404,275527.0,292533.0,천달러,-5.813361227622183,(MCP current − MCP previous) / |MCP previous| × 100,MCP_ACTUAL_VALUE_CONFIRMED,KOSIS_MCP_GET_DATA,https://kosis.kr/statHtml/statHtml.do?orgId=360&tblId=DT_1R11001_FRM101&vw_cd=MT_ZTITLE&list_id=&seqNo=&lang_mode=ko&language=kor&obj_var_id=&itm_id=&conn_path=MT_ZTITLE,21-60,2026-08-05T08:31:33.624Z
MCPG-070,C15425,2025,테슬라 5월 수입차 판매서 첫 1위...수입차 판매 16%↑,2025-06-05,https://www.chosun.com/economy/industry-company/2025/06/05/LDLPZ54VU5EX7GKZQC5XXB7IL4,5일 한국수입자동차협회(KAIDA)에 따르면 올해 5월 수입 승용차 신규 등록 대수는 작년 대비 16.4% 증가한 2만8189대로 집계됐다.,CHANGE_RATE,16.4,"['일', '월', '%']",REFUTES,FULL_KOSIS_MCP,Y,Y,N,360,DT_1R11001_FRM101,품목별 수출액 수입액,13102112831A.781,N/A,13103112831T2,수입액,승용자동차 및 기타의 차량,M,202405,202305,1183589.0,1332951.0,천달러,-11.205363137879786,(MCP current − MCP previous) / |MCP previous| × 100,MCP_ACTUAL_VALUE_CONFIRMED,KOSIS_MCP_GET_DATA,https://kosis.kr/statHtml/statHtml.do?orgId=360&tblId=DT_1R11001_FRM101&vw_cd=MT_ZTITLE&list_id=&seqNo=&lang_mode=ko&language=kor&obj_var_id=&itm_id=&conn_path=MT_ZTITLE,21-60,2026-08-05T08:31:33.624Z
MCPG-071,C16535,2175,"5월 자동차 내수 판매, 친환경차가 내연차 첫 역전",2025-06-17,https://www.chosun.com/economy/auto/2025/06/17/7Q5BOD7QBZFKDGBIM5BG2IXI5U,"한편, 5월 자동차 수출액은 작년보다 4.4% 감소한 62억 달러로 집계됐다.",CHANGE_RATE,4.4,"['월', '%']",REFUTES,FULL_KOSIS_MCP,Y,Y,N,360,DT_1R11001_FRM101,품목별 수출액 수입액,13102112831A.781,N/A,13103112831T1,수출액,승용자동차 및 기타의 차량,M,202405,202404,6292123.0,6571649.0,천달러,-4.253513844089969,(MCP current − MCP previous) / |MCP previous| × 100,MCP_ACTUAL_VALUE_CONFIRMED,KOSIS_MCP_GET_DATA,https://kosis.kr/statHtml/statHtml.do?orgId=360&tblId=DT_1R11001_FRM101&vw_cd=MT_ZTITLE&list_id=&seqNo=&lang_mode=ko&language=kor&obj_var_id=&itm_id=&conn_path=MT_ZTITLE,21-60,2026-08-05T08:31:33.625Z
MCPG-072,C00225,23,정부 “올해 경제성장률 1.8%”… 한은 전망보다 더 낮췄다,2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/FWT5PD42TZED7JTIXYCIECCFRE,기재부는 우리나라 주력 수출 품목인 메모리반도체의 매출 성장세가 올해 13.4%로 작년(81%)의 16.5% 수준으로 쪼그라들 것이라는 세계반도체무역통계기구(WSTS)의 최근 전망을 인용하기도 했다.,CHANGE_RATE,16.5,"['%', '%', '%']",REFUTES,FULL_KOSIS_MCP,Y,Y,N,360,DT_1R11006_FRM101,국가별 수출액 수입액,13102103829E.00,N/A,13103103829T1,수출액,계,Y,2024,2023,683609488.0,632225824.0,천달러,8.127422520469521,(MCP current − MCP previous) / |MCP previous| × 100,MCP_ACTUAL_VALUE_CONFIRMED,KOSIS_MCP_GET_DATA,https://kosis.kr/statHtml/statHtml.do?orgId=360&tblId=DT_1R11006_FRM101&vw_cd=MT_ZTITLE&list_id=&seqNo=&lang_mode=ko&language=kor&obj_var_id=&itm_id=&conn_path=MT_ZTITLE,21-60,2026-08-05T08:31:33.625Z
MCPG-073,C00588,70,대중-대미 수출 격차 21년 만 최소...트럼프 2기 미국 수출 1위 올라서나,2025-01-06,https://www.chosun.com/economy/economy_general/2025/01/06/BXDMXSYJWZDNDOGA5VONBDMCWY,"6일 한국무역협회에 따르면, 지난해 대중 수출액은 1330억2600만달러로 전년 대비 6.6% 늘었다.",CHANGE_RATE,6.6,"['일', '%']",REFUTES,FULL_KOSIS_MCP,Y,Y,N,360,DT_1R11006_FRM101,국가별 수출액 수입액,13102103829E.US,N/A,13103103829T1,수출액,미국,Y,2024,2023,127761371.0,115696334.0,천달러,10.428192997022705,(MCP current − MCP previous) / |MCP previous| × 100,MCP_ACTUAL_VALUE_CONFIRMED,KOSIS_MCP_GET_DATA,https://kosis.kr/statHtml/statHtml.do?orgId=360&tblId=DT_1R11006_FRM101&vw_cd=MT_ZTITLE&list_id=&seqNo=&lang_mode=ko&language=kor&obj_var_id=&itm_id=&conn_path=MT_ZTITLE,21-60,2026-08-05T08:31:33.626Z
MCPG-074,C00592,70,대중-대미 수출 격차 21년 만 최소...트럼프 2기 미국 수출 1위 올라서나,2025-01-06,https://www.chosun.com/economy/economy_general/2025/01/06/BXDMXSYJWZDNDOGA5VONBDMCWY,"그러나 이후 대미 수출액이 매년 역대 최대치를 갱신하며, 2022년(1097억6600만달러) 처음으로 1000억달러선을 넘어섰다.",LEVEL,1000.0,['년'],REFUTES,FULL_KOSIS_MCP,Y,Y,N,360,DT_1R11006_FRM101,국가별 수출액 수입액,13102103829E.US,N/A,13103103829T1,수출액,미국,Y,2022,N/A,109765705.0,N/A,천달러,1097.65705,MCP current value × source unit scale (1e-05),MCP_ACTUAL_VALUE_CONFIRMED,KOSIS_MCP_GET_DATA,https://kosis.kr/statHtml/statHtml.do?orgId=360&tblId=DT_1R11006_FRM101&vw_cd=MT_ZTITLE&list_id=&seqNo=&lang_mode=ko&language=kor&obj_var_id=&itm_id=&conn_path=MT_ZTITLE,21-60,2026-08-05T08:31:33.627Z
MCPG-075,C00648,76,"반도체 수출, 中·홍콩 비율 9%p 이상 줄어",2025-01-06,https://www.chosun.com/economy/industry-company/2025/01/06/BMVO4ZZBRRFZ7NTLK4INPJWIF4,"5일 산업통상자원부와 한국무역협회에 따르면 작년 1~11월 반도체 수출(1274억달러) 가운데 중국 비율은 33.3%, 홍콩 비율은 18.4%로 나타났다.",LEVEL,1274.0,"['일', '월', '%', '%']",REFUTES,FULL_KOSIS_MCP,Y,Y,N,360,DT_1R11006_FRM101,국가별 수출액 수입액,13102103829E.CN,N/A,13103103829T1,수출액,중국,M,202411,N/A,11290362.0,N/A,천달러,112.90362,MCP current value × source unit scale (1e-05),MCP_ACTUAL_VALUE_CONFIRMED,KOSIS_MCP_GET_DATA,https://kosis.kr/statHtml/statHtml.do?orgId=360&tblId=DT_1R11006_FRM101&vw_cd=MT_ZTITLE&list_id=&seqNo=&lang_mode=ko&language=kor&obj_var_id=&itm_id=&conn_path=MT_ZTITLE,21-60,2026-08-05T08:31:33.627Z
MCPG-076,C00812,103,라면·냉동 김밥… K푸드 수출 1위는 미국,2025-01-08,https://www.chosun.com/economy/economy_general/2025/01/08/OCB6UW6X6NHHJAWKHI34GRQSBI,대(對)미국 수출은 15억9000만달러로 2023년보다 21.2% 늘었다.,CHANGE_RATE,21.2,"['년', '%']",REFUTES,FULL_KOSIS_MCP,Y,Y,N,360,DT_1R11006_FRM101,국가별 수출액 수입액,13102103829E.US,N/A,13103103829T1,수출액,미국,Y,2023,2022,115696334.0,109765705.0,천달러,5.402989030134686,(MCP current − MCP previous) / |MCP previous| × 100,MCP_ACTUAL_VALUE_CONFIRMED,KOSIS_MCP_GET_DATA,https://kosis.kr/statHtml/statHtml.do?orgId=360&tblId=DT_1R11006_FRM101&vw_cd=MT_ZTITLE&list_id=&seqNo=&lang_mode=ko&language=kor&obj_var_id=&itm_id=&conn_path=MT_ZTITLE,21-60,2026-08-05T08:31:33.627Z
MCPG-077,C01374,191,“트럼프 2기 출범 후 일괄 관세 부과하면 한국 수출 큰 타격”,2025-01-15,https://www.chosun.com/economy/economy_general/2025/01/15/NGXOCXC67ZDMXJGBKFCDZHY77Q,"트럼프 당선인은 지난해 선거 기간 동안 중국 제품에 대해 최대 60%, 다른 나라들에는 10%의 관세를 부과하겠다는 공약을 내놨다.",LEVEL,10.0,"['%', '%']",REFUTES,FULL_KOSIS_MCP,Y,Y,N,360,DT_1R11006_FRM101,국가별 수출액 수입액,13102103829E.CN,N/A,13103103829T1,수출액,중국,Y,2024,N/A,133011386.0,N/A,천달러,133011386.0,MCP current value × source unit scale (1),MCP_ACTUAL_VALUE_CONFIRMED,KOSIS_MCP_GET_DATA,https://kosis.kr/statHtml/statHtml.do?orgId=360&tblId=DT_1R11006_FRM101&vw_cd=MT_ZTITLE&list_id=&seqNo=&lang_mode=ko&language=kor&obj_var_id=&itm_id=&conn_path=MT_ZTITLE,21-60,2026-08-05T08:31:33.627Z
MCPG-078,C01872,257,2000만톤 넘겼다… 美원유 수입 역대 최대,2025-01-20,https://www.chosun.com/economy/industry-company/2025/01/20/7ZW4SFHX4JEOREMLIKUISOXJHM,"19일 한국무역협회에 따르면, 지난해 한국이 수입한 원유 약 1억3700만t 중 미국산은 약 2151만t(15.7%)을 기록했다.",LEVEL,15.7,"['일', '%']",REFUTES,FULL_KOSIS_MCP,Y,Y,N,360,DT_1R11006_FRM101,국가별 수출액 수입액,13102103829E.US,N/A,13103103829T2,수입액,미국,Y,2024,N/A,72132305.0,N/A,천달러,72132305.0,MCP current value × source unit scale (1),MCP_ACTUAL_VALUE_CONFIRMED,KOSIS_MCP_GET_DATA,https://kosis.kr/statHtml/statHtml.do?orgId=360&tblId=DT_1R11006_FRM101&vw_cd=MT_ZTITLE&list_id=&seqNo=&lang_mode=ko&language=kor&obj_var_id=&itm_id=&conn_path=MT_ZTITLE,21-60,2026-08-05T08:31:33.627Z
MCPG-079,C02323,312,“對美 수출 50%가 美 제조업 부흥·MAGA 위한 것”,2025-01-24,https://www.chosun.com/economy/industry-company/2025/01/24/B2VTXBPKAJCRBN2E3LVAVYALP4,"한국의 대미 투자 비율은 2018년에는 21.7%였지만, 이후 꾸준히 증가해 2023년에는 43%를 차지하며 역대 최대를 기록하기도 했다.",CHANGE_RATE,43.0,"['년', '%', '년', '%']",REFUTES,FULL_KOSIS_MCP,Y,Y,N,360,DT_1R11006_FRM101,국가별 수출액 수입액,13102103829E.00,N/A,13103103829T1,수출액,계,Y,2023,2022,632225824.0,683584760.0,천달러,-7.513177444154841,(MCP current − MCP previous) / |MCP previous| × 100,MCP_ACTUAL_VALUE_CONFIRMED,KOSIS_MCP_GET_DATA,https://kosis.kr/statHtml/statHtml.do?orgId=360&tblId=DT_1R11006_FRM101&vw_cd=MT_ZTITLE&list_id=&seqNo=&lang_mode=ko&language=kor&obj_var_id=&itm_id=&conn_path=MT_ZTITLE,21-60,2026-08-05T08:31:33.627Z
