claim_id,claim_measurement_id,article_id,title,date,url,claim_text,measurement_text,measurement_usage,claim_domain_scope,measurement_binding_source,measurement_role,measurement_indicator,measurement_item,value,unit,measurement_period,measurement_prd_se,gold_verifiable,gold_measurement_correct,gold_ready,gold_label_tier,gold_org_id,gold_tbl_id,gold_tbl_name,gold_itm_id,gold_itm_name,gold_obj_l1,gold_obj_l1_name,gold_prd_se,gold_period,gold_previous_period,gold_value_type,gold_derivation_method,gold_source_unit,gold_source_value,gold_source_previous_value,gold_actual_value,gold_claim_signed_value,gold_abs_error,gold_relative_error_pct,gold_tolerance,gold_verdict,gold_coordinate_status,gold_confidence,gold_reason,gold_evidence_url,gold_retrieved_at,gold_label_source,human_reviewed
A1891-C007,A1891-C007-m2,,,2025-05-26,,2021년 7만개를 돌파한 커피 전문점은 지난해 1분기 9만6080개까지 늘어났다.,9만6080개,KOSIS_VALUE,국내공식통계,hcx,현재값,커피 전문점 수,-,96080,개,2024Q1,Q,N,Y,N,AUTO_NEGATIVE,,,,,,,,,,,,,,,,,,,,,,NOT_APPLICABLE,MEDIUM,자동 범위·측정 규칙에서 KOSIS 검증 불가로 라벨,,,AUTO_RULE_LABEL_V2,N
A1922-C001,A1922-C001-m1,,,2025-05-28,,올해 1분기 합계출산율(여성 1명이 평생 낳을 것으로 예상되는 아이 수)이 2년 만에 0.8명대를 기록했다.,0.8명,KOSIS_VALUE,국내공식통계,hcx,현재값,합계출산율,-,0.8,명,2025Q1,Q,Y,Y,Y,AUTO_POSITIVE,,,,,,,,,,,,,,,,,,,,,,UNRESOLVED,MEDIUM,자동 규칙에서 KOSIS 검증 가능으로 라벨; 좌표·값은 미확정,,,AUTO_RULE_LABEL_V2,N
A1922-C001,A1922-C001-m2,,,2025-05-28,,올해 1분기 합계출산율(여성 1명이 평생 낳을 것으로 예상되는 아이 수)이 2년 만에 0.8명대를 기록했다.,1명,KOSIS_VALUE,국내공식통계,hcx,현재값,합계출산율,-,1,명,2025Q1,Q,Y,N,N,AUTO_POSITIVE,,,,,,,,,,,,,,,,,,,,,,UNRESOLVED,MEDIUM,자동 규칙에서 KOSIS 검증 가능으로 라벨; 좌표·값은 미확정,,,AUTO_RULE_LABEL_V2,N
A1935-C016,A1935-C016-m1,,,2025-05-29,,"한은은 이번에 제시한 0.8% 성장 전망치는 미국의 기본 관세율 10%, 품목 관세율 25% 등 현 수준을 대체로 유지할 때를 가정으로 냈다.",0.80%,KOSIS_VALUE,국내공식통계,hcx,현재값,성장률,-,0.8,%,2025,Y,N,N,N,AUTO_NEGATIVE,,,,,,,,,,,,,,,,,,,,,,NOT_APPLICABLE,MEDIUM,자동 범위·측정 규칙에서 KOSIS 검증 불가로 라벨,,,AUTO_RULE_LABEL_V2,N
A1935-C016,A1935-C016-m2,,,2025-05-29,,"한은은 이번에 제시한 0.8% 성장 전망치는 미국의 기본 관세율 10%, 품목 관세율 25% 등 현 수준을 대체로 유지할 때를 가정으로 냈다.",10%,KOSIS_VALUE,국내공식통계,hcx,현재값,기본 관세율,-,10,%,2025,Y,N,N,N,AUTO_NEGATIVE,,,,,,,,,,,,,,,,,,,,,,NOT_APPLICABLE,MEDIUM,자동 범위·측정 규칙에서 KOSIS 검증 불가로 라벨,,,AUTO_RULE_LABEL_V2,N
A1935-C016,A1935-C016-m3,,,2025-05-29,,"한은은 이번에 제시한 0.8% 성장 전망치는 미국의 기본 관세율 10%, 품목 관세율 25% 등 현 수준을 대체로 유지할 때를 가정으로 냈다.",25%,KOSIS_VALUE,국내공식통계,hcx,현재값,품목 관세율,-,25,%,2025,Y,N,N,N,AUTO_NEGATIVE,,,,,,,,,,,,,,,,,,,,,,NOT_APPLICABLE,MEDIUM,자동 범위·측정 규칙에서 KOSIS 검증 불가로 라벨,,,AUTO_RULE_LABEL_V2,N
A2033-C007,A2033-C007-m1,,,2025-06-06,,"서울 아파트 월세 지수 증가 폭은 작년만 해도 4~6%대였지만, 올 들어 급등하기 시작해 지난 3월엔 8.7%를 기록했고 4월에도 10.3%였다.",4%,KOSIS_VALUE,국내공식통계,hcx,증감률,서울 아파트 월세 지수,-,4,%,2024Q4,Q,N,Y,N,AUTO_NEGATIVE,,,,,,,,,,,,,,,,,,,,,,NOT_APPLICABLE,MEDIUM,자동 범위·측정 규칙에서 KOSIS 검증 불가로 라벨,,,AUTO_RULE_LABEL_V2,N
A2033-C007,A2033-C007-m2,,,2025-06-06,,"서울 아파트 월세 지수 증가 폭은 작년만 해도 4~6%대였지만, 올 들어 급등하기 시작해 지난 3월엔 8.7%를 기록했고 4월에도 10.3%였다.",6%,KOSIS_VALUE,국내공식통계,hcx,증감률,서울 아파트 월세 지수,-,6,%,2024Q4,Q,N,Y,N,AUTO_NEGATIVE,,,,,,,,,,,,,,,,,,,,,,NOT_APPLICABLE,MEDIUM,자동 범위·측정 규칙에서 KOSIS 검증 불가로 라벨,,,AUTO_RULE_LABEL_V2,N
A2109-C017,A2109-C017-m2,,,2025-06-12,,"국회 예산정책처에 따르면, 작년 8월 기준 65세 임금 근로자 61.2%는 비정규직이었고, 70세는 이 비율이 85.1%에 달했다.",61.20%,KOSIS_VALUE,국내공식통계,hcx,현재값,노인 취업자 비정규직 비율,-,61.2,%,2024,Y,Y,Y,Y,AUTO_POSITIVE,,,,,,,,,,,,,,,,,,,,,,UNRESOLVED,MEDIUM,자동 규칙에서 KOSIS 검증 가능으로 라벨; 좌표·값은 미확정,,,AUTO_RULE_LABEL_V2,N
A2109-C017,A2109-C017-m4,,,2025-06-12,,"국회 예산정책처에 따르면, 작년 8월 기준 65세 임금 근로자 61.2%는 비정규직이었고, 70세는 이 비율이 85.1%에 달했다.",85.10%,KOSIS_VALUE,국내공식통계,hcx,현재값,노인 취업자 비정규직 비율,-,85.1,%,2024,Y,Y,Y,Y,AUTO_POSITIVE,,,,,,,,,,,,,,,,,,,,,,UNRESOLVED,MEDIUM,자동 규칙에서 KOSIS 검증 가능으로 라벨; 좌표·값은 미확정,,,AUTO_RULE_LABEL_V2,N
A2257-C005,A2257-C005-m1,,,2025-06-23,,보고서는 연간 수출은 작년보다 2.2% 줄어든 6685억달러가 될 것으로 예상했다.,2.20%,KOSIS_VALUE,국내공식통계,hcx,증감률,연간 수출 증가율,-,2.2,%,2025,Y,N,Y,N,AUTO_NEGATIVE,,,,,,,,,,,,,,,,,,,,,,NOT_APPLICABLE,MEDIUM,자동 범위·측정 규칙에서 KOSIS 검증 불가로 라벨,,,AUTO_RULE_LABEL_V2,N
A2257-C005,A2257-C005-m2,,,2025-06-23,,보고서는 연간 수출은 작년보다 2.2% 줄어든 6685억달러가 될 것으로 예상했다.,6685억달러,KOSIS_VALUE,국내공식통계,hcx,현재값,연간 수출 총액,-,6.685E+11,달러,2025,Y,N,Y,N,AUTO_NEGATIVE,,,,,,,,,,,,,,,,,,,,,,NOT_APPLICABLE,MEDIUM,자동 범위·측정 규칙에서 KOSIS 검증 불가로 라벨,,,AUTO_RULE_LABEL_V2,N
A2291-C013,A2291-C013-m1,,,2025-06-26,,저출산고령사회위원회의 조사에 따르면 우리 국민의 결혼에 대한 긍정적 답변은 지난해 3월 70.9%에서 올해 5월 72.9%까지 꾸준히 늘었다.,70.90%,KOSIS_VALUE,국내공식통계,hcx,증감률,결혼에 대한 긍정적 답변 비율,-,70.9,%,2024,Y,N,N,N,AUTO_NEGATIVE,,,,,,,,,,,,,,,,,,,,,,NOT_APPLICABLE,MEDIUM,자동 범위·측정 규칙에서 KOSIS 검증 불가로 라벨,,,AUTO_RULE_LABEL_V2,N
A2291-C013,A2291-C013-m2,,,2025-06-26,,저출산고령사회위원회의 조사에 따르면 우리 국민의 결혼에 대한 긍정적 답변은 지난해 3월 70.9%에서 올해 5월 72.9%까지 꾸준히 늘었다.,72.90%,KOSIS_VALUE,국내공식통계,hcx,증감률,결혼에 대한 긍정적 답변 비율,-,72.9,%,2025,Y,N,N,N,AUTO_NEGATIVE,,,,,,,,,,,,,,,,,,,,,,NOT_APPLICABLE,MEDIUM,자동 범위·측정 규칙에서 KOSIS 검증 불가로 라벨,,,AUTO_RULE_LABEL_V2,N
A2295-C002,A2295-C002-m1,,,2025-06-26,,한국은행은 25일 금융안정상황 보고서에서 올해 1분기(1~3월) 말 취약 자영업자의 대출 연체율은 12.24%로 집계됐다고 밝혔다.,12.24%,KOSIS_VALUE,국내공식통계,hcx,현재값,취약 자영업자 대출 연체율,-,12.24,%,2025Q1,Q,N,Y,N,AUTO_NEGATIVE,,,,,,,,,,,,,,,,,,,,,,NOT_APPLICABLE,MEDIUM,자동 범위·측정 규칙에서 KOSIS 검증 불가로 라벨,,,AUTO_RULE_LABEL_V2,N
A2342-C012,A2342-C012-m1,,,2025-06-30,,"지난해 양식업 피해액은 1430억원으로, 이 역시 피해 집계를 시작한 2012년 이후 최대 규모였다.",1430억원,KOSIS_VALUE,국내공식통계,hcx,현재값,양식업 피해액,-,1.43E+11,원,2024,Y,N,Y,N,AUTO_NEGATIVE,,,,,,,,,,,,,,,,,,,,,,NOT_APPLICABLE,MEDIUM,자동 범위·측정 규칙에서 KOSIS 검증 불가로 라벨,,,AUTO_RULE_LABEL_V2,N
A2399-C002,A2399-C002-m1,,,2025-07-04,,"4일 법원 등기정보광장에 따르면, 올해 상반기(1~6월) 전국에서 확정일자를 받은 외국인 임대인은 1만500명으로 집계됐다.",1만500명,KOSIS_VALUE,국내공식통계,hcx,현재값,외국인 임대인 수,-,10500,명,2025Q2,Q,N,Y,N,AUTO_NEGATIVE,,,,,,,,,,,,,,,,,,,,,,NOT_APPLICABLE,MEDIUM,자동 범위·측정 규칙에서 KOSIS 검증 불가로 라벨,,,AUTO_RULE_LABEL_V2,N
A2426-C003,A2426-C003-m1,,,2025-07-06,,15:40 0 국내 주식형 펀드 설정액이 일주일 새 6000억원 넘게 늘면서 3개월 만에 최대 증가 폭을 기록했다.,6000억원,KOSIS_VALUE,국내공식통계,hcx,현재값,주식형 펀드 설정액,-,6E+11,원,202507,M,N,N,N,AUTO_NEGATIVE,,,,,,,,,,,,,,,,,,,,,,NOT_APPLICABLE,MEDIUM,자동 범위·측정 규칙에서 KOSIS 검증 불가로 라벨,,,AUTO_RULE_LABEL_V2,N
A2568-C004,A2568-C004-m1,,,2025-07-17,,"이를 가구 수(2218만 가구)로 나눈 가구당 가계순자산은 전년보다 2.4% 증가한 5억8916만원, 인구(5175만명)로 나눈 1인당 가계순자산은 3.3% 늘어난 2억5251만원으로 집계됐다.",2218만 가구,KOSIS_VALUE,국내공식통계,hcx,현재값,가구 수,-,22180000,가구,2024,Y,Y,Y,Y,AUTO_POSITIVE,,,,,,,,,,,,,,,,,,,,,,UNRESOLVED,MEDIUM,자동 규칙에서 KOSIS 검증 가능으로 라벨; 좌표·값은 미확정,,,AUTO_RULE_LABEL_V2,N
A2568-C004,A2568-C004-m2,,,2025-07-17,,"이를 가구 수(2218만 가구)로 나눈 가구당 가계순자산은 전년보다 2.4% 증가한 5억8916만원, 인구(5175만명)로 나눈 1인당 가계순자산은 3.3% 늘어난 2억5251만원으로 집계됐다.",2.40%,KOSIS_VALUE,국내공식통계,hcx,증감률,가구당 가계순자산 증감률,-,2.4,%,2024,Y,Y,Y,Y,AUTO_POSITIVE,,,,,,,,,,,,,,,,,,,,,,UNRESOLVED,MEDIUM,자동 규칙에서 KOSIS 검증 가능으로 라벨; 좌표·값은 미확정,,,AUTO_RULE_LABEL_V2,N
A2568-C004,A2568-C004-m3,,,2025-07-17,,"이를 가구 수(2218만 가구)로 나눈 가구당 가계순자산은 전년보다 2.4% 증가한 5억8916만원, 인구(5175만명)로 나눈 1인당 가계순자산은 3.3% 늘어난 2억5251만원으로 집계됐다.",5억8916만원,KOSIS_VALUE,국내공식통계,hcx,현재값,가구당 가계순자산,-,589160000,원,2024,Y,Y,Y,Y,AUTO_POSITIVE,,,,,,,,,,,,,,,,,,,,,,UNRESOLVED,MEDIUM,자동 규칙에서 KOSIS 검증 가능으로 라벨; 좌표·값은 미확정,,,AUTO_RULE_LABEL_V2,N
A2568-C004,A2568-C004-m4,,,2025-07-17,,"이를 가구 수(2218만 가구)로 나눈 가구당 가계순자산은 전년보다 2.4% 증가한 5억8916만원, 인구(5175만명)로 나눈 1인당 가계순자산은 3.3% 늘어난 2억5251만원으로 집계됐다.",5175만명,KOSIS_VALUE,국내공식통계,hcx,현재값,인구,-,51750000,명,2024,Y,Y,Y,Y,AUTO_POSITIVE,,,,,,,,,,,,,,,,,,,,,,UNRESOLVED,MEDIUM,자동 규칙에서 KOSIS 검증 가능으로 라벨; 좌표·값은 미확정,,,AUTO_RULE_LABEL_V2,N
A2568-C004,A2568-C004-m5,,,2025-07-17,,"이를 가구 수(2218만 가구)로 나눈 가구당 가계순자산은 전년보다 2.4% 증가한 5억8916만원, 인구(5175만명)로 나눈 1인당 가계순자산은 3.3% 늘어난 2억5251만원으로 집계됐다.",3.30%,KOSIS_VALUE,국내공식통계,hcx,증감률,1인당 가계순자산 증감률,-,3.3,%,2024,Y,Y,Y,Y,AUTO_POSITIVE,,,,,,,,,,,,,,,,,,,,,,UNRESOLVED,MEDIUM,자동 규칙에서 KOSIS 검증 가능으로 라벨; 좌표·값은 미확정,,,AUTO_RULE_LABEL_V2,N
A2568-C004,A2568-C004-m6,,,2025-07-17,,"이를 가구 수(2218만 가구)로 나눈 가구당 가계순자산은 전년보다 2.4% 증가한 5억8916만원, 인구(5175만명)로 나눈 1인당 가계순자산은 3.3% 늘어난 2억5251만원으로 집계됐다.",2억5251만원,KOSIS_VALUE,국내공식통계,hcx,현재값,1인당 가계순자산,-,252510000,원,2024,Y,Y,Y,Y,AUTO_POSITIVE,,,,,,,,,,,,,,,,,,,,,,UNRESOLVED,MEDIUM,자동 규칙에서 KOSIS 검증 가능으로 라벨; 좌표·값은 미확정,,,AUTO_RULE_LABEL_V2,N
A2598-C002,A2598-C002-m1,,,2025-10-01,,복구율 15.3%다.,15.30%,KOSIS_VALUE,국내공식통계,hcx,현재값,복구율,-,15.3,%,202510,M,N,Y,N,AUTO_NEGATIVE,,,,,,,,,,,,,,,,,,,,,,NOT_APPLICABLE,MEDIUM,자동 범위·측정 규칙에서 KOSIS 검증 불가로 라벨,,,AUTO_RULE_LABEL_V2,N
A2657-C003,A2657-C003-m1,,,2025-10-28,,2022년엔 1분위(소득 하위 20%)였다가 2023년엔 2분위(하위 20~40%) 등으로 올라간 경우를 뜻하는 이 비율은 사회 계층 이동성을 따지는 지표다.,20%,KOSIS_VALUE,국내공식통계,hcx,현재값,소득 1분위,-,20,%,2022,Y,N,Y,N,AUTO_NEGATIVE,,,,,,,,,,,,,,,,,,,,,,NOT_APPLICABLE,MEDIUM,자동 범위·측정 규칙에서 KOSIS 검증 불가로 라벨,,,AUTO_RULE_LABEL_V2,N
A2657-C003,A2657-C003-m2,,,2025-10-28,,2022년엔 1분위(소득 하위 20%)였다가 2023년엔 2분위(하위 20~40%) 등으로 올라간 경우를 뜻하는 이 비율은 사회 계층 이동성을 따지는 지표다.,40%,KOSIS_VALUE,국내공식통계,hcx,현재값,소득 2분위,-,40,%,2023,Y,N,Y,N,AUTO_NEGATIVE,,,,,,,,,,,,,,,,,,,,,,NOT_APPLICABLE,MEDIUM,자동 범위·측정 규칙에서 KOSIS 검증 불가로 라벨,,,AUTO_RULE_LABEL_V2,N
A2696-C058,A2696-C058-m1,,,2025-11-08,,2005년 조사에서 15세 이상 기혼 여성 중 93%가 ‘추가 자녀 계획이 없다’고 답했다.,93%,KOSIS_VALUE,국내공식통계,hcx,현재값,추가 자녀 계획 없음 비율,-,93,%,2005,Y,Y,Y,Y,AUTO_POSITIVE,,,,,,,,,,,,,,,,,,,,,,UNRESOLVED,MEDIUM,자동 규칙에서 KOSIS 검증 가능으로 라벨; 좌표·값은 미확정,,,AUTO_RULE_LABEL_V2,N
